Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.029408,4.743544,[15  1] ; [20 11],[11.91489362  4.08510638] ; [23.08510638  7.91489362],0
s8,1,0.03284,4.55408,[9 8] ; [ 7 24],[ 5.66666667 11.33333333] ; [10.33333333 20.66666667],0
s7,1,0.042203,4.127047,[7 7] ; [ 6 24],[4.13636364 9.86363636] ; [ 8.86363636 21.13636364],0
a4,1,0.043425,4.078772,[8 9] ; [ 6 25],[ 4.95833333 12.04166667] ; [ 9.04166667 21.95833333],0
p7,1,0.059095,3.562591,[13  4] ; [15 16],[9.91666667 7.08333333] ; [18.08333333 12.91666667],0
s4,1,0.090757,2.860896,[ 1 16] ; [ 8 23],[ 3.1875 13.8125] ; [ 5.8125 25.1875],0
d5,1,0.09213,2.836754,[13  4] ; [16 15],[10.27083333  6.72916667] ; [18.72916667 12.27083333],0
a5,1,0.09213,2.836754,[13  4] ; [16 15],[10.27083333  6.72916667] ; [18.72916667 12.27083333],0
r4,1,0.101756,2.677799,[9 8] ; [ 9 22],[ 6.375 10.625] ; [11.625 19.375],0
v3,1,0.103721,2.647372,[ 7 10] ; [ 6 25],[ 4.60416667 12.39583333] ; [ 8.39583333 22.60416667],0
a7,1,0.138103,2.19897,[12  5] ; [15 16],[9.5625 7.4375] ; [17.4375 13.5625],0
b4,1,0.138103,2.19897,[12  5] ; [15 16],[9.5625 7.4375] ; [17.4375 13.5625],0
p2,1,0.173413,1.853186,[15  2] ; [22  9],[13.10416667  3.89583333] ; [23.89583333  7.10416667],0
s2,1,0.234565,1.412962,[ 3 13] ; [11 20],[ 4.76595745 11.23404255] ; [ 9.23404255 21.76595745],0
a2,1,0.242462,1.366224,[ 2 15] ; [ 1 30],[ 1.0625 15.9375] ; [ 1.9375 29.0625],0
u1,1,0.242462,1.366224,[ 2 15] ; [ 1 30],[ 1.0625 15.9375] ; [ 1.9375 29.0625],0
u3,1,0.262193,1.257143,[3 3] ; [ 4 12],[1.90909091 4.09090909] ; [ 5.09090909 10.90909091],0
d3,1,0.277826,1.177691,[11  6] ; [15 16],[9.20833333 7.79166667] ; [16.79166667 14.20833333],0
a3,1,0.277826,1.177691,[11  6] ; [15 16],[9.20833333 7.79166667] ; [16.79166667 14.20833333],0
p9,1,0.290871,1.115584,[14  2] ; [23  8],[12.59574468  3.40425532] ; [24.40425532  6.59574468],0
n3,1,0.301409,1.067949,[3 2] ; [10  2],[3.82352941 1.17647059] ; [9.17647059 2.82352941],0
n2,1,0.301409,1.067949,[3 2] ; [10  2],[3.82352941 1.17647059] ; [9.17647059 2.82352941],0
