Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4.2e-05,16.768397,[60 52] ; [62 13],[73.06951872 38.93048128] ; [48.93048128 26.06951872],1
p3,1,0.001529,10.043691,[45 67] ; [49 28],[55.7037037 56.2962963] ; [38.2962963 38.7037037],0
p6,1,0.002223,9.355622,[27 83] ; [35 41],[36.66666667 73.33333333] ; [25.33333333 50.66666667],0
s2,1,0.002533,9.116321,[44 68] ; [48 30],[54.23157895 57.76842105] ; [37.76842105 40.23157895],0
s3,1,0.00391,8.324941,[56 57] ; [55 23],[65.67015707 47.32984293] ; [45.32984293 32.67015707],0
p4,1,0.004076,8.249504,[47 64] ; [49 28],[56.68085106 54.31914894] ; [39.31914894 37.68085106],0
p10,1,0.004958,7.894628,[77 34] ; [67 10],[85.0212766 25.9787234] ; [58.9787234 18.0212766],0
p7,1,0.008358,6.955115,[61 47] ; [58 19],[69.47027027 38.52972973] ; [49.52972973 27.47027027],0
d5,1,0.01189,6.327167,[79 34] ; [66 11],[86.23684211 26.76315789] ; [58.76315789 18.23684211],0
p5,1,0.012364,6.257885,[  8 102] ; [15 62],[13.52941176 96.47058824] ; [ 9.47058824 67.52941176],0
p9,1,0.015263,5.885884,[79 33] ; [66 11],[85.92592593 26.07407407] ; [59.07407407 17.92592593],0
n5,1,0.017202,5.675608,[79 33] ; [65 11],[85.78723404 26.21276596] ; [58.21276596 17.78723404],0
p8,1,0.021809,5.260927,[46 65] ; [45 32],[53.7287234 57.2712766] ; [37.2712766 39.7287234],0
s8,1,0.024992,5.024462,[48 65] ; [46 32],[55.61256545 57.38743455] ; [38.38743455 39.61256545],0
s4,1,0.028189,4.816441,[14 99] ; [19 58],[19.62631579 93.37368421] ; [13.37368421 63.62631579],0
b5,1,0.030306,4.691867,[57 56] ; [27 51],[49.69633508 63.30366492] ; [34.30366492 43.69633508],0
d4,1,0.031221,4.640743,[83 29] ; [67 10],[88.88888889 23.11111111] ; [61.11111111 15.88888889],0
d1,1,0.033917,4.498859,[49 64] ; [46 32],[56.20418848 56.79581152] ; [38.79581152 39.20418848],0
p2,1,0.063984,3.430992,[81 30] ; [65 12],[86.20212766 24.79787234] ; [59.79787234 17.20212766],0
v1,1,0.064376,3.420895,[57 54] ; [50 27],[63.17553191 47.82446809] ; [43.82446809 33.17553191],0
s7,1,0.065447,3.393661,[51 54] ; [48 29],[57.11538462 47.88461538] ; [41.88461538 35.11538462],0
a2,1,0.065525,3.391707,[  6 107] ; [10 68],[  9.46596859 103.53403141] ; [ 6.53403141 71.46596859],0
n6,1,0.085479,2.95752,[86 26] ; [66 10],[90.55319149 21.44680851] ; [61.44680851 14.55319149],0
r3,1,0.087188,2.925533,[101  12] ; [75  3],[104.12565445   8.87434555] ; [71.87434555  6.12565445],0
d2,1,0.109699,2.558555,[49 64] ; [43 35],[54.42931937 58.57068063] ; [37.57068063 40.42931937],0
p11,1,0.1168,2.459711,[85 28] ; [66 12],[89.33507853 23.66492147] ; [61.66492147 16.33507853],0
n4,1,0.136043,2.222157,[87 26] ; [66 11],[90.99473684 22.00526316] ; [62.00526316 14.99473684],0
n2,1,0.159833,1.975806,[20 11] ; [15  3],[22.14285714  8.85714286] ; [12.85714286  5.14285714],0
s1,1,0.160363,1.970803,[  8 103] ; [ 2 76],[  5.87301587 105.12698413] ; [ 4.12698413 73.87301587],0
a4,1,0.179934,1.798169,[45 67] ; [39 39],[49.51578947 62.48421053] ; [34.48421053 43.51578947],0
p12,1,0.197109,1.663668,[  5 106] ; [ 7 69],[  7.12299465 103.87700535] ; [ 4.87700535 71.12299465],0
r2,1,0.230837,1.435696,[101   9] ; [75  3],[102.9787234   7.0212766] ; [73.0212766  4.9787234],0
a5,1,0.230912,1.435238,[78 35] ; [60 18],[81.64397906 31.35602094] ; [56.35602094 21.64397906],0
v4,1,0.23119,1.433522,[100  11] ; [74  4],[102.19047619   8.80952381] ; [71.80952381  6.19047619],0
r4,1,0.236234,1.402925,[100  13] ; [73  5],[102.35078534  10.64921466] ; [70.64921466  7.35078534],0
u3,1,0.281614,1.159286,[14 17] ; [11  7],[15.81632653 15.18367347] ; [9.18367347 8.81632653],0
n1,1,0.318924,0.993354,[11 20] ; [9 9],[12.65306122 18.34693878] ; [ 7.34693878 10.65306122],0
b2,1,0.323201,0.975951,[35 41] ; [27 22],[37.696 38.304] ; [24.304 24.696],0
b3,1,0.323201,0.975951,[35 41] ; [27 22],[37.696 38.304] ; [24.304 24.696],0
b4,1,0.327195,0.959966,[60 53] ; [47 31],[63.30366492 49.69633508] ; [43.69633508 34.30366492],0
a1,1,0.340704,0.907779,[  5 108] ; [ 6 72],[  6.5078534 106.4921466] ; [ 4.4921466 73.5078534],0
