Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,49.2426,[79 33] ; [ 1 34],[60.95238095 51.04761905] ; [19.04761905 15.95238095],1
d4,1,0.0,31.760616,[99 13] ; [15 20],[86.85714286 25.14285714] ; [27.14285714  7.85714286],1
d3,1,1.1e-05,19.250481,[90 21] ; [15 20],[79.82876712 31.17123288] ; [25.17123288  9.82876712],1
a4,1,1.6e-05,18.556723,[67 45] ; [ 6 28],[56. 56.] ; [17. 17.],1
p9,1,0.00099,10.845732,[100  12] ; [23 12],[93.71428571 18.28571429] ; [29.28571429  5.71428571],1
a2,1,0.001061,10.717605,[38 74] ; [ 2 33],[30.47619048 81.52380952] ; [ 9.52380952 25.47619048],0
d2,1,0.001467,10.119248,[60 52] ; [ 8 27],[51.80952381 60.19047619] ; [16.19047619 18.80952381],0
p4,1,0.002437,9.1875,[92 20] ; [20 15],[85.33333333 26.66666667] ; [26.66666667  8.33333333],0
p2,1,0.009172,6.788931,[104   8] ; [27  8],[99.80952381 12.19047619] ; [31.19047619  3.80952381],0
p10,1,0.016273,5.773139,[93 18] ; [22 12],[88.03448276 22.96551724] ; [26.96551724  7.03448276],0
v1,1,0.029136,4.759564,[61 49] ; [12 23],[55.37931034 54.62068966] ; [17.62068966 17.37931034],0
v4,1,0.035135,4.438624,[108   3] ; [31  4],[105.67808219   5.32191781] ; [33.32191781  1.67808219],0
a5,1,0.048152,3.904688,[78 34] ; [18 17],[73.14285714 38.85714286] ; [22.85714286 12.14285714],0
a3,1,0.076988,3.127362,[81 30] ; [20 15],[76.78767123 34.21232877] ; [24.21232877 10.78767123],0
s6,1,0.148409,2.088524,[69 39] ; [17 17],[65.4084507 42.5915493] ; [20.5915493 13.4084507],0
p12,1,0.193902,1.687715,[  8 104] ; [ 5 30],[  9.9047619 102.0952381] ; [ 3.0952381 31.9047619],0
s3,1,0.201851,1.628934,[45 66] ; [18 16],[48.22758621 62.77241379] ; [14.77241379 19.22758621],0
s5,1,0.205581,1.602273,[39 69] ; [ 8 25],[36. 72.] ; [11. 22.],0
n4,1,0.213767,1.545728,[91 21] ; [25 10],[88.38095238 23.61904762] ; [27.61904762  7.38095238],0
n1,1,0.217657,1.51975,[10 21] ; [4 3],[11.42105263 19.57894737] ; [2.57894737 4.42105263],0
p3,1,0.287611,1.130769,[72 40] ; [19 16],[69.33333333 42.66666667] ; [21.66666667 13.33333333],0
n5,1,0.299341,1.077129,[85 25] ; [24 11],[82.68965517 27.31034483] ; [26.31034483  8.68965517],0
p5,1,0.33886,0.914741,[15 97] ; [ 7 28],[16.76190476 95.23809524] ; [ 5.23809524 29.76190476],0
s1,1,0.373988,0.79037,[  3 108] ; [ 2 32],[  3.82758621 107.17241379] ; [ 1.17241379 32.82758621],0
p1,1,0.394155,0.726084,[13 99] ; [ 6 29],[14.47619048 97.52380952] ; [ 4.52380952 30.47619048],0
p7,1,0.44168,0.591913,[94 16] ; [28  7],[92.55172414 17.44827586] ; [29.44827586  5.55172414],0
p11,1,0.442149,0.590698,[90 22] ; [26  9],[88.38095238 23.61904762] ; [27.61904762  7.38095238],0
v2,1,0.445108,0.583079,[61 48] ; [17 18],[59.04166667 49.95833333] ; [18.95833333 16.04166667],0
r2,1,0.505637,0.443086,[104   6] ; [32  3],[103.17241379   6.82758621] ; [32.82758621  2.17241379],0
n2,1,0.517268,0.419337,[23  8] ; [6 1],[23.65789474  7.34210526] ; [5.34210526 1.65789474],0
