Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,79.521115,[203 216] ; [210  43],[257.51041667 161.48958333] ; [155.48958333  97.51041667],1
p7,1,0.0,74.255644,[220 190] ; [216  34],[270.84848485 139.15151515] ; [165.15151515  84.84848485],1
p8,1,0.0,50.075812,[190 225] ; [186  66],[233.94302849 181.05697151] ; [142.05697151 109.94302849],1
p3,1,0.0,31.038013,[183 238] ; [166  87],[217.99554896 203.00445104] ; [131.00445104 121.99554896],1
p5,1,0.0,30.997117,[ 27 389] ; [ 53 201],[ 49.67164179 366.32835821] ; [ 30.32835821 223.67164179],1
s8,1,0.0,25.359396,[159 260] ; [146 106],[190.45454545 228.54545455] ; [114.54545455 137.45454545],1
s7,1,3e-06,21.742164,[172 234] ; [150  95],[200.8172043 205.1827957] ; [121.1827957 123.8172043],1
s5,1,1.5e-05,18.695193,[113 296] ; [107 135],[138.21812596 270.78187404] ; [ 81.78187404 160.21812596],1
p1,1,1.9e-05,18.272319,[ 22 396] ; [ 38 216],[ 37.32142857 380.67857143] ; [ 22.67857143 231.32142857],1
s6,1,5.8e-05,16.15251,[252 162] ; [188  59],[275.58245083 138.41754917] ; [164.41754917  82.58245083],1
v1,1,9e-05,15.331975,[199 206] ; [162  88],[223.21374046 181.78625954] ; [137.78625954 112.21374046],1
s2,1,0.000356,12.748206,[190 226] ; [151 101],[212.35928144 203.64071856] ; [128.64071856 123.35928144],1
n4,1,0.001076,10.691157,[319 102] ; [219  35],[335.55259259  85.44740741] ; [202.44740741  51.55259259],0
p12,1,0.001358,10.261713,[ 26 393] ; [ 34 218],[ 37.46646796 381.53353204] ; [ 22.53353204 229.46646796],0
p2,1,0.002144,9.421966,[346  74] ; [231  23],[359.55489614  60.44510386] ; [217.44510386  36.55489614],0
p9,1,0.003578,8.486333,[357  61] ; [235  18],[368.78688525  49.21311475] ; [223.21311475  29.78688525],0
a1,1,0.005251,7.790977,[ 12 410] ; [ 19 235],[ 19.35207101 402.64792899] ; [ 11.64792899 242.35207101],0
n6,1,0.007055,7.258797,[357  63] ; [232  20],[368.125  51.875] ; [220.875  31.125],0
n5,1,0.007303,7.196863,[310 108] ; [211  43],[324.07440476  93.92559524] ; [196.92559524  57.07440476],0
b3,1,0.011269,6.422475,[ 91 168] ; [81 90],[103.6 155.4] ; [ 68.4 102.6],0
b2,1,0.011269,6.422475,[ 91 168] ; [81 90],[103.6 155.4] ; [ 68.4 102.6],0
b1,1,0.01739,5.656554,[130 292] ; [101 153],[144.20414201 277.79585799] ; [ 86.79585799 167.20414201],0
a6,1,0.03574,4.40945,[307 115] ; [164  88],[294.89910979 127.10089021] ; [176.10089021  75.89910979],0
d1,1,0.048162,3.904339,[240 182] ; [164  90],[252.20118343 169.79881657] ; [151.79881657 102.20118343],0
a4,1,0.049887,3.845267,[177 244] ; [126 127],[189.26261128 231.73738872] ; [113.73738872 139.26261128],0
s4,1,0.061674,3.491797,[ 58 360] ; [ 48 200],[ 66.52852853 351.47147147] ; [ 39.47147147 208.52852853],0
v4,1,0.084693,2.972466,[405  14] ; [250   3],[408.40029762  10.59970238] ; [246.59970238   6.40029762],0
s3,1,0.086127,2.945306,[227 186] ; [155  96],[237.59939759 175.40060241] ; [144.40060241 106.59939759],0
d3,1,0.095334,2.781916,[281 141] ; [184  69],[290.71111111 131.28888889] ; [174.28888889  78.71111111],0
d4,1,0.114572,2.489999,[339  82] ; [215  37],[346.55869242  74.44130758] ; [207.44130758  44.55869242],0
u1,1,0.118509,2.436913,[ 68 354] ; [ 53 201],[ 75.53550296 346.46449704] ; [ 45.46449704 208.53550296],0
p10,1,0.131881,2.270225,[356  64] ; [224  28],[362.5  57.5] ; [217.5  34.5],0
a3,1,0.18033,1.794902,[295 127] ; [189  64],[302.58962963 119.41037037] ; [181.41037037  71.58962963],0
v3,1,0.241732,1.370465,[156 245] ; [108 140],[163.11864407 237.88135593] ; [100.88135593 147.11864407],0
d5,1,0.324162,0.972079,[337  85] ; [209  43],[341.85756677  80.14243323] ; [204.14243323  47.85756677],0
b5,1,0.359204,0.840674,[256 166] ; [145 109],[250.32840237 171.67159763] ; [150.67159763 103.32840237],0
a5,1,0.362573,0.82896,[309 113] ; [194  60],[314.00295858 107.99704142] ; [188.99704142  65.00295858],0
n1,1,0.382717,0.761957,[30 56] ; [20 27],[32.33082707 53.66917293] ; [17.66917293 29.33082707],0
a2,1,0.425356,0.635469,[ 95 327] ; [ 64 190],[ 99.25739645 322.74260355] ; [ 59.74260355 194.25739645],0
d2,1,0.430251,0.622146,[196 224] ; [126 127],[200.95096582 219.04903418] ; [121.04903418 131.95096582],0
r1,1,0.528268,0.397721,[351  68] ; [208  46],[348.02526003  70.97473997] ; [210.97473997  43.02526003],0
s1,1,0.548703,0.359646,[ 10 405] ; [  8 243],[ 11.21621622 403.78378378] ; [  6.78378378 244.21621622],0
r4,1,0.57323,0.317307,[396  26] ; [241  13],[397.65384615  24.34615385] ; [239.34615385  14.65384615],0
n3,1,0.574943,0.314481,[65 22] ; [33 14],[63.62686567 23.37313433] ; [34.37313433 12.62686567],0
v2,1,0.577043,0.311039,[226 173] ; [146 102],[229.40958269 169.59041731] ; [142.59041731 105.40958269],0
u3,1,0.589711,0.290796,[75 52] ; [41 24],[76.72916667 50.27083333] ; [39.27083333 25.72916667],0
u4,1,0.605693,0.266495,[  9 413] ; [  7 247],[  9.98816568 412.01183432] ; [  6.01183432 247.98816568],0
r3,1,0.686077,0.163365,[407  14] ; [246   7],[407.88278932  13.11721068] ; [245.11721068   7.88278932],0
b4,1,0.752114,0.099764,[249 173] ; [153 101],[250.95266272 171.04733728] ; [151.04733728 102.95266272],0
u2,1,0.779901,0.078091,[71 55] ; [38 27],[71.90575916 54.09424084] ; [37.09424084 27.90575916],0
a8,1,0.893572,0.017899,[ 53 330] ; [ 33 199],[ 53.55772358 329.44227642] ; [ 32.44227642 199.55772358],0
a7,1,0.920996,0.009836,[306 115] ; [183  70],[305.44362018 115.55637982] ; [183.55637982  69.44362018],0
n2,1,0.940295,0.00561,[65 21] ; [36 12],[64.82089552 21.17910448] ; [36.17910448 11.82089552],0
