Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,5.3e-05,16.33345,[ 37 109] ; [120 143],[56.04400978 89.95599022] ; [100.95599022 162.04400978],1
p2,1,0.000107,15.004233,[109  37] ; [240  29],[122.78072289  23.21927711] ; [226.21927711  42.78072289],1
n5,1,0.000383,12.612677,[96 48] ; [221  48],[110.52784504  33.47215496] ; [206.47215496  62.52784504],1
b5,1,0.010512,6.545946,[74 73] ; [172 100],[86.30548926 60.69451074] ; [159.69451074 112.30548926],0
s8,1,0.01304,6.163654,[59 87] ; [142 125],[71.05569007 74.94430993] ; [129.94430993 137.05569007],0
p4,1,0.01481,5.93889,[79 65] ; [179  88],[90.39416058 53.60583942] ; [167.60583942  99.39416058],0
p3,1,0.019109,5.491543,[68 78] ; [157 111],[79.34782609 66.65217391] ; [145.65217391 122.34782609],0
p9,1,0.045661,3.994063,[118  26] ; [235  29],[124.58823529  19.41176471] ; [228.41176471  35.58823529],0
p8,1,0.046376,3.967903,[72 72] ; [159 105],[81.52941176 62.47058824] ; [149.47058824 114.52941176],0
p5,1,0.046888,3.949389,[ 11 135] ; [ 38 231],[ 17.23855422 128.76144578] ; [ 31.76144578 237.23855422],0
b3,1,0.050996,3.808417,[27 63] ; [72 98],[34.26923077 55.73076923] ; [ 64.73076923 105.26923077],0
b2,1,0.050996,3.808417,[27 63] ; [72 98],[34.26923077 55.73076923] ; [ 64.73076923 105.26923077],0
v3,1,0.051528,3.791021,[74 71] ; [161 103],[83.31295844 61.68704156] ; [151.68704156 112.31295844],0
r4,1,0.062831,3.461031,[137  10] ; [264   8],[140.6849642   6.3150358] ; [260.3150358  11.6849642],0
a4,1,0.063686,3.438687,[61 85] ; [139 132],[70.02398082 75.97601918] ; [129.97601918 141.02398082],0
n4,1,0.065041,3.40395,[109  37] ; [223  48],[116.23980815  29.76019185] ; [215.76019185  55.23980815],0
r3,1,0.095299,2.782501,[139   5] ; [268   3],[141.22409639   2.77590361] ; [265.77590361   5.22409639],0
d1,1,0.111124,2.53817,[88 59] ; [184  88],[95.42720764 51.57279236] ; [176.57279236  95.42720764],0
p7,1,0.114281,2.493999,[91 52] ; [186  75],[98.0470297 44.9529703] ; [178.9529703  82.0470297],0
u2,1,0.115415,2.478464,[16 20] ; [36 23],[19.70526316 16.29473684] ; [32.29473684 26.70526316],0
v4,1,0.126106,2.339802,[137   8] ; [264   7],[139.77163462   5.22836538] ; [261.22836538   9.77163462],0
p1,1,0.140296,2.174708,[  8 138] ; [ 26 244],[ 11.93269231 134.06730769] ; [ 22.06730769 247.93269231],0
u3,1,0.159419,1.979732,[19 19] ; [38 21],[22.32989691 15.67010309] ; [34.67010309 24.32989691],0
s7,1,0.161509,1.960042,[69 70] ; [147 111],[75.62720403 63.37279597] ; [140.37279597 117.62720403],0
s4,1,0.177911,1.814989,[ 25 121] ; [ 33 235],[ 20.45410628 125.54589372] ; [ 37.54589372 230.45410628],0
n1,1,0.182273,1.778992,[ 8 22] ; [18 25],[10.68493151 19.31506849] ; [15.31506849 27.68493151],0
p12,1,0.197297,1.662271,[ 11 134] ; [ 31 236],[ 14.7815534 130.2184466] ; [ 27.2184466 239.7815534],0
d3,1,0.209228,1.576758,[101  45] ; [203  68],[106.43645084  39.56354916] ; [197.56354916  73.43645084],0
s6,1,0.216141,1.529807,[93 51] ; [189  79],[98.5631068 45.4368932] ; [183.4368932  84.5631068],0
u4,1,0.233909,1.416935,[  2 145] ; [  9 263],[  3.85918854 143.14081146] ; [  7.14081146 264.85918854],0
a5,1,0.248176,1.333543,[114  32] ; [225  47],[118.40669856  27.59330144] ; [220.59330144  51.40669856],0
p11,1,0.274913,1.192069,[114  33] ; [223  49],[118.23150358  28.76849642] ; [218.76849642  53.23150358],0
n6,1,0.293325,1.104299,[122  24] ; [234  34],[125.54589372  20.45410628] ; [230.45410628  37.54589372],0
d4,1,0.294038,1.101039,[122  23] ; [238  33],[125.48076923  19.51923077] ; [234.51923077  36.48076923],0
a8,1,0.296337,1.090606,[ 17 113] ; [ 41 197],[ 20.48913043 109.51086957] ; [ 37.51086957 200.48913043],0
s2,1,0.31229,1.020965,[72 74] ; [145 121],[76.89805825 69.10194175] ; [140.10194175 125.89805825],0
a2,1,0.316792,1.002144,[ 37 110] ; [ 81 191],[ 41.39856802 105.60143198] ; [ 76.60143198 195.39856802],0
u1,1,0.327917,0.957105,[ 30 117] ; [ 67 205],[ 34.03102625 112.96897375] ; [ 62.96897375 209.03102625],0
p10,1,0.338096,0.917639,[119  26] ; [227  38],[122.36585366  22.63414634] ; [223.63414634  41.36585366],0
s5,1,0.340963,0.906807,[48 92] ; [104 162],[52.4137931 87.5862069] ; [ 99.5862069 166.4137931],0
a7,1,0.354372,0.85774,[116  29] ; [206  65],[112.23557692  32.76442308] ; [209.76442308  61.23557692],0
a3,1,0.360145,0.837388,[109  37] ; [213  58],[112.73860911  33.26139089] ; [209.26139089  61.73860911],0
d2,1,0.379706,0.771653,[74 72] ; [149 121],[78.26442308 67.73557692] ; [144.73557692 125.26442308],0
a1,1,0.430311,0.621985,[  6 141] ; [ 16 256],[  7.71837709 139.28162291] ; [ 14.28162291 257.71837709],0
b1,1,0.453242,0.562533,[54 93] ; [ 90 182],[50.5202864 96.4797136] ; [ 93.4797136 178.5202864],0
r2,1,0.462342,0.540219,[140   5] ; [263   6],[141.147343   3.852657] ; [261.852657   7.147343],0
d5,1,0.478249,0.502854,[122  25] ; [232  39],[124.49282297  22.50717703] ; [229.50717703  41.49282297],0
s3,1,0.512438,0.429085,[82 61] ; [143 122],[78.86029412 64.13970588] ; [146.13970588 118.86029412],0
n2,1,0.514248,0.425413,[21  8] ; [34  9],[22.15277778  6.84722222] ; [32.84722222 10.15277778],0
n3,1,0.523113,0.407751,[23  6] ; [32 12],[21.84931507  7.15068493] ; [33.15068493 10.84931507],0
s1,1,0.542064,0.371728,[  2 143] ; [  6 261],[  2.81553398 142.18446602] ; [  5.18446602 261.81553398],0
b4,1,0.614264,0.254012,[86 61] ; [166 106],[88.41050119 58.58949881] ; [163.58949881 108.41050119],0
a6,1,0.706497,0.141802,[104  42] ; [197  73],[105.63942308  40.36057692] ; [195.36057692  74.63942308],0
