Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,20.854882,[21  9] ; [10 42],[11.34146341 18.65853659] ; [19.65853659 32.34146341],1
p2,1,0.000146,14.423077,[27  5] ; [22 30],[18.66666667 13.33333333] ; [30.33333333 21.66666667],1
a4,1,0.002245,9.337315,[11 21] ; [35 16],[17.73493976 14.26506024] ; [28.26506024 22.73493976],0
p10,1,0.003579,8.485817,[15 17] ; [ 9 43],[ 9.14285714 22.85714286] ; [14.85714286 37.14285714],0
v4,1,0.005058,7.858484,[31  1] ; [37 14],[26.21686747  5.78313253] ; [41.78313253  9.21686747],0
p6,1,0.006872,7.306206,[ 9 20] ; [ 4 47],[ 4.7125 24.2875] ; [ 8.2875 42.7125],0
r4,1,0.010534,6.542308,[28  4] ; [32 20],[22.85714286  9.14285714] ; [37.14285714 14.85714286],0
p4,1,0.010989,6.467174,[19 12] ; [17 35],[13.44578313 17.55421687] ; [22.55421687 29.44578313],0
p3,1,0.013661,6.081427,[14 17] ; [10 41],[ 9.07317073 21.92682927] ; [14.92682927 36.07317073],0
s8,1,0.030041,4.706957,[12 19] ; [ 9 43],[ 7.84337349 23.15662651] ; [13.15662651 38.84337349],0
s2,1,0.054506,3.697125,[15 16] ; [14 37],[10.96341463 20.03658537] ; [18.03658537 32.96341463],0
p11,1,0.072267,3.230769,[20 12] ; [22 30],[16. 16.] ; [26. 26.],0
n1,1,0.081719,3.030387,[4 3] ; [ 6 20],[2.12121212 4.87878788] ; [ 7.87878788 18.12121212],0
a8,1,0.085949,2.948649,[ 3 23] ; [ 1 47],[ 1.40540541 24.59459459] ; [ 2.59459459 45.40540541],0
r3,1,0.092127,2.836817,[30  2] ; [41 10],[27.37349398  4.62650602] ; [43.62650602  7.37349398],0
d3,1,0.098729,2.725962,[30  2] ; [42 10],[27.42857143  4.57142857] ; [44.57142857  7.42857143],0
b3,1,0.101803,2.677073,[ 3 18] ; [12 23],[ 5.625 15.375] ; [ 9.375 25.625],0
b2,1,0.101803,2.677073,[ 3 18] ; [12 23],[ 5.625 15.375] ; [ 9.375 25.625],0
s7,1,0.103777,2.646523,[13 17] ; [12 35],[ 9.74025974 20.25974026] ; [15.25974026 31.74025974],0
r2,1,0.120238,2.414218,[30  1] ; [44  7],[27.97560976  3.02439024] ; [46.02439024  4.97560976],0
n4,1,0.149811,2.074174,[24  8] ; [31 21],[20.95238095 11.04761905] ; [34.04761905 17.95238095],0
a2,1,0.158029,1.992986,[ 7 25] ; [19 33],[ 9.9047619 22.0952381] ; [16.0952381 35.9047619],0
s6,1,0.164615,1.93131,[18 13] ; [22 30],[14.93975904 16.06024096] ; [25.06024096 26.93975904],0
r1,1,0.167096,1.908804,[27  5] ; [37 15],[24.38095238  7.61904762] ; [39.61904762 12.38095238],0
n2,1,0.234965,1.410553,[5 2] ; [12 14],[3.60606061 3.39393939] ; [13.39393939 12.60606061],0
u2,1,0.252781,1.30787,[7 3] ; [6 7],[5.65217391 4.34782609] ; [7.34782609 5.65217391],0
n5,1,0.287611,1.130769,[21 11] ; [28 24],[18.66666667 13.33333333] ; [30.33333333 21.66666667],0
s3,1,0.299387,1.076923,[16 16] ; [20 32],[13.71428571 18.28571429] ; [22.28571429 29.71428571],0
s5,1,0.32068,0.986173,[ 5 26] ; [13 38],[ 6.80487805 24.19512195] ; [11.19512195 39.80487805],0
u1,1,0.393062,0.729447,[ 6 26] ; [14 38],[ 7.61904762 24.38095238] ; [12.38095238 39.61904762],0
n6,1,0.402598,0.700554,[23  8] ; [34 18],[21.28915663  9.71084337] ; [35.71084337 16.28915663],0
b1,1,0.436385,0.605769,[20 12] ; [28 24],[18.28571429 13.71428571] ; [29.71428571 22.28571429],0
p1,1,0.466029,0.531377,[ 4 28] ; [ 4 48],[ 3.04761905 28.95238095] ; [ 4.95238095 47.04761905],0
d2,1,0.502054,0.450592,[25  7] ; [42  8],[26.14634146  5.85365854] ; [40.85365854  9.14634146],0
s1,1,0.568078,0.325909,[ 1 31] ; [ 3 48],[ 1.54216867 30.45783133] ; [ 2.45783133 48.54216867],0
d5,1,0.580511,0.305409,[31  1] ; [49  3],[30.47619048  1.52380952] ; [49.52380952  2.47619048],0
b5,1,0.620121,0.245698,[19 13] ; [28 24],[17.9047619 14.0952381] ; [29.0952381 22.9047619],0
b4,1,0.620552,0.245093,[22 10] ; [33 19],[20.95238095 11.04761905] ; [34.04761905 17.95238095],0
a7,1,0.662045,0.191049,[24  8] ; [36 15],[23.13253012  8.86746988] ; [36.86746988 14.13253012],0
a3,1,0.66989,0.181731,[22 10] ; [38 14],[22.85714286  9.14285714] ; [37.14285714 14.85714286],0
s4,1,0.718976,0.129476,[ 5 25] ; [ 7 44],[ 4.44444444 25.55555556] ; [ 7.55555556 43.44444444],0
