Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,46.050573,[139  14] ; [1 8],[132.22222222  20.77777778] ; [7.77777778 1.22222222],1
r2,1,0.000998,10.831324,[142   9] ; [5 3],[139.60377358  11.39622642] ; [7.39622642 0.60377358],1
r1,1,0.004263,8.168402,[127  26] ; [4 5],[123.72222222  29.27777778] ; [7.27777778 1.72222222],0
p9,1,0.015136,5.900619,[119  31] ; [4 5],[116.03773585  33.96226415] ; [6.96226415 2.03773585],0
b1,1,0.019971,5.414439,[59 94] ; [7 2],[62.33333333 90.66666667] ; [3.66666667 5.33333333],0
p11,1,0.021398,5.294118,[130  23] ; [5 4],[127.5  25.5] ; [7.5 1.5],0
p10,1,0.021866,5.256429,[117  33] ; [4 5],[114.1509434  35.8490566] ; [6.8490566 2.1509434],0
d4,1,0.032569,4.568287,[128  25] ; [5 4],[125.61111111  27.38888889] ; [7.38888889 1.61111111],0
a5,1,0.036872,4.356303,[116  37] ; [4 5],[113.33333333  39.66666667] ; [6.66666667 2.33333333],0
p6,1,0.077261,3.121594,[ 41 106] ; [5 4],[ 43.34615385 103.65384615] ; [2.65384615 6.34615385],0
p5,1,0.082528,3.014393,[ 10 142] ; [2 7],[ 11.32919255 140.67080745] ; [0.67080745 8.32919255],0
s1,1,0.087045,2.928196,[  3 149] ; [1 8],[  3.77639752 148.22360248] ; [0.22360248 8.77639752],0
a7,1,0.088961,2.893072,[109  44] ; [4 5],[106.72222222  46.27777778] ; [6.27777778 2.72222222],0
b5,1,0.101158,2.687187,[76 77] ; [7 2],[78.38888889 74.61111111] ; [4.61111111 4.38888889],0
b3,1,0.101911,2.675381,[41 55] ; [4 1],[42.77227723 53.22772277] ; [2.22772277 2.77227723],0
b2,1,0.101911,2.675381,[41 55] ; [4 1],[42.77227723 53.22772277] ; [2.22772277 2.77227723],0
d2,1,0.10921,2.565611,[76 77] ; [2 7],[73.66666667 79.33333333] ; [4.33333333 4.66666667],0
n5,1,0.133444,2.251978,[98 54] ; [8 1],[100.07453416  51.92546584] ; [5.92546584 3.07453416],0
d3,1,0.14561,2.117647,[104  49] ; [4 5],[102.  51.] ; [6. 3.],0
n4,1,0.157339,1.999614,[117  36] ; [5 4],[115.22222222  37.77777778] ; [6.77777778 2.22222222],0
p2,1,0.248575,1.331296,[124  27] ; [6 3],[122.6875  28.3125] ; [7.3125 1.6875],0
n3,1,0.264771,1.243636,[27  6] ; [3 2],[26.05263158  6.94736842] ; [3.94736842 1.05263158],0
s8,1,0.28065,1.16394,[ 42 111] ; [1 8],[ 40.61111111 112.38888889] ; [2.38888889 6.61111111],0
p12,1,0.309146,1.034319,[  6 145] ; [1 8],[  6.60625 144.39375] ; [0.39375 8.60625],0
d1,1,0.310844,1.027086,[94 59] ; [4 5],[92.55555556 60.44444444] ; [5.44444444 3.55555556],0
n6,1,0.32043,0.987191,[123  30] ; [6 3],[121.83333333  31.16666667] ; [7.16666667 1.83333333],0
s3,1,0.321924,0.981114,[ 39 112] ; [1 8],[ 37.75 113.25] ; [2.25 6.75],0
u2,1,0.34734,0.883152,[14 22] ; [2 1],[14.76923077 21.23076923] ; [1.23076923 1.76923077],0
a6,1,0.364126,0.823613,[107  46] ; [5 4],[105.77777778  47.22222222] ; [6.22222222 2.77777778],0
p3,1,0.39194,0.732914,[72 78] ; [3 6],[70.75471698 79.24528302] ; [4.24528302 4.75471698],0
v1,1,0.401318,0.704374,[88 62] ; [4 5],[86.79245283 63.20754717] ; [5.20754717 3.79245283],0
u1,1,0.43614,0.606417,[ 20 133] ; [2 7],[ 20.77777778 132.22222222] ; [1.22222222 7.77777778],0
a4,1,0.46682,0.529493,[70 83] ; [3 6],[68.94444444 84.05555556] ; [4.05555556 4.94444444],0
p4,1,0.468012,0.526667,[74 76] ; [5 3],[75. 75.] ; [4. 4.],0
n1,1,0.510835,0.432357,[ 8 23] ; [2 3],[ 8.61111111 22.38888889] ; [1.38888889 3.61111111],0
a3,1,0.536141,0.382739,[116  37] ; [6 3],[115.22222222  37.77777778] ; [6.77777778 2.22222222],0
v3,1,0.574671,0.314929,[80 68] ; [4 5],[79.18471338 68.81528662] ; [4.81528662 4.18471338],0
s4,1,0.595968,0.281121,[ 10 143] ; [1 8],[ 10.38888889 142.61111111] ; [0.61111111 8.38888889],0
n2,1,0.608766,0.261976,[22 10] ; [4 1],[22.48648649  9.51351351] ; [3.51351351 1.48648649],0
u3,1,0.738422,0.111518,[16 21] ; [1 2],[15.725 21.275] ; [1.275 1.725],0
a2,1,0.848176,0.036652,[ 30 123] ; [2 7],[ 30.22222222 122.77777778] ; [1.77777778 7.22222222],0
p8,1,0.86609,0.028435,[79 71] ; [5 4],[79.24528302 70.75471698] ; [4.75471698 4.24528302],0
d5,1,0.887128,0.020147,[122  31] ; [7 2],[121.83333333  31.16666667] ; [7.16666667 1.83333333],0
s2,1,0.895015,0.017414,[ 31 121] ; [2 7],[ 31.1552795 120.8447205] ; [1.8447205 7.1552795],0
b4,1,0.938676,0.005919,[87 66] ; [5 4],[86.88888889 66.11111111] ; [5.11111111 3.88888889],0
p7,1,0.939851,0.005694,[97 55] ; [5 3],[96.9 55.1] ; [5.1 2.9],0
s7,1,0.991153,0.000123,[ 36 107] ; [2 6],[ 35.98675497 107.01324503] ; [2.01324503 5.98675497],0
