Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,41.070183,[5 5] ; [ 1 96],[0.56074766 9.43925234] ; [ 5.43925234 91.56074766],1
a4,1,0.060139,3.53356,[1 9] ; [39 58],[3.73831776 6.26168224] ; [36.26168224 60.73831776],0
v2,1,0.111243,2.536469,[7 2] ; [46 46],[4.72277228 4.27722772] ; [48.27722772 43.72277228],0
p3,1,0.122976,2.379001,[8 2] ; [53 44],[5.70093458 4.29906542] ; [55.29906542 41.70093458],0
r3,1,0.165523,1.923033,[8 2] ; [90  7],[9.1588785 0.8411215] ; [88.8411215  8.1588785],0
b5,1,0.179531,1.801504,[4 6] ; [60 37],[5.98130841 4.01869159] ; [58.01869159 38.98130841],0
a7,1,0.182303,1.778749,[9 1] ; [68 29],[7.19626168 2.80373832] ; [69.80373832 27.19626168],0
b3,1,0.21173,1.559556,[4 4] ; [14 36],[2.48275862 5.51724138] ; [15.51724138 34.48275862],0
b2,1,0.21173,1.559556,[4 4] ; [14 36],[2.48275862 5.51724138] ; [15.51724138 34.48275862],0
v3,1,0.216569,1.526964,[4 5] ; [23 68],[2.43 6.57] ; [24.57 66.43],0
s4,1,0.244083,1.356855,[1 9] ; [26 71],[2.52336449 7.47663551] ; [24.47663551 72.52336449],0
s5,1,0.249876,1.323995,[5 5] ; [30 64],[3.36538462 6.63461538] ; [31.63461538 62.36538462],0
s6,1,0.25029,1.321683,[5 5] ; [66 31],[6.63551402 3.36448598] ; [64.36448598 32.63551402],0
a1,1,0.272944,1.201889,[1 9] ; [ 3 94],[0.37383178 9.62616822] ; [ 3.62616822 93.37383178],0
u1,1,0.287811,1.129834,[2 8] ; [ 9 88],[1.02803738 8.97196262] ; [ 9.97196262 87.02803738],0
d5,1,0.295957,1.092321,[6 4] ; [73 24],[7.38317757 2.61682243] ; [71.61682243 25.38317757],0
p6,1,0.314724,1.010748,[5 5] ; [33 64],[3.55140187 6.44859813] ; [34.44859813 62.55140187],0
p2,1,0.345654,0.889349,[9 1] ; [74 22],[7.83018868 2.16981132] ; [75.16981132 20.83018868],0
d3,1,0.376413,0.782384,[6 4] ; [71 26],[7.19626168 2.80373832] ; [69.80373832 27.19626168],0
s3,1,0.393084,0.729381,[4 6] ; [52 44],[5.28301887 4.71698113] ; [50.71698113 45.28301887],0
p8,1,0.417288,0.657941,[7 3] ; [55 42],[5.79439252 4.20560748] ; [56.20560748 40.79439252],0
r2,1,0.424821,0.636941,[8 2] ; [86 11],[8.78504673 1.21495327] ; [85.21495327 11.78504673],0
r4,1,0.437913,0.601746,[7 3] ; [78 19],[7.94392523 2.05607477] ; [77.05607477 19.94392523],0
s2,1,0.526574,0.400999,[4 6] ; [49 48],[4.95327103 5.04672897] ; [48.04672897 48.95327103],0
p7,1,0.540276,0.375029,[8 2] ; [68 28],[7.16981132 2.83018868] ; [68.83018868 27.16981132],0
b4,1,0.548983,0.359142,[5 5] ; [58 39],[5.88785047 4.11214953] ; [57.11214953 39.88785047],0
a2,1,0.592695,0.286155,[1 9] ; [16 81],[1.58878505 8.41121495] ; [15.41121495 81.58878505],0
n5,1,0.595898,0.281228,[3 7] ; [37 59],[3.77358491 6.22641509] ; [36.22641509 59.77358491],0
a8,1,0.596995,0.279552,[1 9] ; [ 5 82],[0.6185567 9.3814433] ; [ 5.3814433 81.6185567],0
s7,1,0.637421,0.222132,[5 5] ; [38 52],[4.3 5.7] ; [38.7 51.3],0
d2,1,0.656314,0.198033,[3 7] ; [36 61],[3.64485981 6.35514019] ; [35.35514019 61.64485981],0
v1,1,0.67199,0.179284,[5 5] ; [40 53],[4.36893204 5.63106796] ; [40.63106796 52.36893204],0
n6,1,0.764046,0.090103,[7 3] ; [62 33],[6.57142857 3.42857143] ; [62.42857143 32.57142857],0
n1,1,0.798074,0.065455,[1 3] ; [10 22],[1.22222222 2.77777778] ; [ 9.77777778 22.22222222],0
n3,1,0.826538,0.048024,[3 1] ; [23 10],[2.81081081 1.18918919] ; [23.18918919  9.81081081],0
d4,1,0.846584,0.037434,[8 2] ; [75 22],[7.75700935 2.24299065] ; [75.24299065 21.75700935],0
a5,1,0.847845,0.036814,[7 3] ; [65 32],[6.72897196 3.27102804] ; [65.27102804 31.72897196],0
a3,1,0.857437,0.03227,[6 4] ; [61 36],[6.26168224 3.73831776] ; [60.73831776 36.26168224],0
p1,1,0.865281,0.028783,[1 9] ; [ 8 87],[0.85714286 9.14285714] ; [ 8.14285714 86.85714286],0
a6,1,0.908505,0.013208,[6 4] ; [60 37],[6.1682243 3.8317757] ; [59.8317757 37.1682243],0
d1,1,0.925779,0.008678,[5 5] ; [47 50],[4.85981308 5.14018692] ; [47.14018692 49.85981308],0
s8,1,0.959443,0.002586,[4 6] ; [38 59],[3.92523364 6.07476636] ; [38.07476636 58.92523364],0
r1,1,0.989104,0.000187,[7 3] ; [67 29],[6.98113208 3.01886792] ; [67.01886792 28.98113208],0
b1,1,0.989897,0.00016,[4 6] ; [39 58],[4.01869159 5.98130841] ; [38.98130841 58.01869159],0
