Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,22.105947,[61 73] ; [40  7],[74.77348066 59.22651934] ; [26.22651934 20.77348066],1
s2,1,0.001523,10.051073,[42 92] ; [27 20],[51.08287293 82.91712707] ; [17.91712707 29.08287293],0
s4,1,0.007395,7.174407,[ 19 115] ; [15 32],[ 25.17127072 108.82872928] ; [ 8.82872928 38.17127072],0
s3,1,0.011507,6.385316,[58 75] ; [30 16],[65.38547486 67.61452514] ; [22.61452514 23.38547486],0
s7,1,0.013,6.169101,[38 87] ; [23 22],[44.85294118 80.14705882] ; [16.14705882 28.85294118],0
p10,1,0.015985,5.804536,[81 52] ; [37  9],[87.67597765 45.32402235] ; [30.32402235 15.67597765],0
p12,1,0.01949,5.45697,[  2 131] ; [ 4 42],[  4.45810056 128.54189944] ; [ 1.54189944 44.45810056],0
n4,1,0.020704,5.35156,[63 71] ; [13 34],[56.26519337 77.73480663] ; [19.73480663 27.26519337],0
b1,1,0.029339,4.747614,[52 82] ; [10 37],[45.90055249 88.09944751] ; [16.09944751 30.90055249],0
s8,1,0.030955,4.655429,[37 97] ; [21 26],[42.93922652 91.06077348] ; [15.06077348 31.93922652],0
u1,1,0.040356,4.202871,[ 13 121] ; [10 37],[ 17.02762431 116.97237569] ; [ 5.97237569 41.02762431],0
p9,1,0.05698,3.623182,[87 46] ; [37  9],[92.13407821 40.86592179] ; [31.86592179 14.13407821],0
a1,1,0.078384,3.098095,[  2 132] ; [ 3 44],[  3.70165746 130.29834254] ; [ 1.29834254 45.70165746],0
d2,1,0.081307,3.038581,[49 85] ; [24 23],[54.0441989 79.9558011] ; [18.9558011 28.0441989],0
n6,1,0.086578,2.936868,[77 57] ; [33 13],[81.88888889 52.11111111] ; [28.11111111 17.88888889],0
u2,1,0.096304,2.765714,[29 16] ; [6 9],[26.25 18.75] ; [8.75 6.25],0
p6,1,0.101559,2.680887,[ 28 104] ; [15 30],[32.06779661 99.93220339] ; [10.93220339 34.06779661],0
p5,1,0.107534,2.590097,[  4 129] ; [ 4 42],[  5.94413408 127.05586592] ; [ 2.05586592 43.94413408],0
d4,1,0.125195,2.351093,[110  24] ; [43  4],[113.27071823  20.72928177] ; [39.72928177  7.27071823],0
a2,1,0.184325,1.762404,[ 20 114] ; [11 36],[ 22.95027624 111.04972376] ; [ 8.04972376 38.95027624],0
r2,1,0.193216,1.692923,[123  10] ; [45  1],[124.82681564   8.17318436] ; [43.17318436  2.82681564],0
p1,1,0.194758,1.68125,[  7 125] ; [ 5 41],[  8.8988764 123.1011236] ; [ 3.1011236 42.8988764],0
a6,1,0.195071,1.678898,[91 43] ; [27 20],[87.35911602 46.64088398] ; [30.64088398 16.35911602],0
p7,1,0.228468,1.450375,[69 64] ; [28 17],[72.47752809 60.52247191] ; [24.52247191 20.47752809],0
v3,1,0.244419,1.354926,[33 89] ; [17 30],[36.09467456 85.90532544] ; [13.90532544 33.09467456],0
a5,1,0.262814,1.253872,[91 43] ; [36 11],[94.02209945 39.97790055] ; [32.97790055 14.02209945],0
d1,1,0.343765,0.896338,[72 62] ; [29 18],[74.77348066 59.22651934] ; [26.22651934 20.77348066],0
p3,1,0.355363,0.854214,[48 86] ; [20 26],[50.62222222 83.37777778] ; [17.37777778 28.62222222],0
v1,1,0.36208,0.830665,[49 80] ; [21 25],[51.6 77.4] ; [18.4 27.6],0
p8,1,0.372465,0.795424,[54 80] ; [22 24],[56.57777778 77.42222222] ; [19.42222222 26.57777778],0
d5,1,0.380462,0.769209,[103  31] ; [39  8],[105.12707182  28.87292818] ; [36.87292818 10.12707182],0
b5,1,0.395414,0.722227,[78 56] ; [24 23],[75.51381215 58.48618785] ; [26.48618785 20.51381215],0
r4,1,0.41112,0.675559,[120  14] ; [44  3],[121.41436464  12.58563536] ; [42.58563536  4.41436464],0
s1,1,0.446655,0.579126,[  5 129] ; [ 3 44],[  5.92265193 128.07734807] ; [ 2.07734807 44.92265193],0
b2,1,0.45302,0.563084,[18 52] ; [ 9 18],[19.48453608 50.51546392] ; [ 7.51546392 19.48453608],0
b3,1,0.45302,0.563084,[18 52] ; [ 9 18],[19.48453608 50.51546392] ; [ 7.51546392 19.48453608],0
n2,1,0.471056,0.519499,[26 14] ; [7 6],[24.90566038 15.09433962] ; [8.09433962 4.90566038],0
p4,1,0.476038,0.507927,[56 78] ; [22 24],[58.06666667 75.93333333] ; [19.93333333 26.06666667],0
b4,1,0.509368,0.435365,[87 47] ; [33 14],[88.83977901 45.16022099] ; [31.16022099 15.83977901],0
n3,1,0.54789,0.361111,[30 10] ; [10  2],[30.76923077  9.23076923] ; [9.23076923 2.76923077],0
a8,1,0.566531,0.328522,[  9 114] ; [ 2 40],[  8.2 114.8] ; [ 2.8 39.2],0
v4,1,0.597743,0.278414,[121  12] ; [43  3],[121.8547486  11.1452514] ; [42.1452514  3.8547486],0
a3,1,0.6945,0.154256,[87 47] ; [32 15],[88.09944751 45.90055249] ; [30.90055249 16.09944751],0
v2,1,0.727116,0.121776,[67 56] ; [27 20],[68.01176471 54.98823529] ; [25.98823529 21.01176471],0
p11,1,0.769991,0.08549,[91 43] ; [33 14],[91.80110497 42.19889503] ; [32.19889503 14.80110497],0
n1,1,0.782272,0.076375,[11 30] ; [4 9],[11.38888889 29.61111111] ; [3.61111111 9.38888889],0
a4,1,0.844873,0.038285,[52 82] ; [19 28],[52.56353591 81.43646409] ; [18.43646409 28.56353591],0
p2,1,0.850295,0.035624,[103  30] ; [35 11],[102.53631285  30.46368715] ; [35.46368715 10.53631285],0
a7,1,0.866482,0.028267,[101  33] ; [36 11],[101.42541436  32.57458564] ; [35.57458564 11.42541436],0
d3,1,0.927009,0.008392,[96 38] ; [34 13],[96.24309392 37.75690608] ; [33.75690608 13.24309392],0
u3,1,1.0,0.0,[27 18] ; [9 6],[27. 18.] ; [9. 6.],0
