Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,75.021883,[ 56 211] ; [76 37],[ 92.74736842 174.25263158] ; [39.25263158 73.74736842],1
v1,1,3.6e-05,17.085477,[ 91 172] ; [61 44],[108.63043478 154.36956522] ; [43.36956522 61.63043478],1
p5,1,3.8e-05,16.94859,[  5 262] ; [13 97],[ 12.74801061 254.25198939] ; [  5.25198939 104.74801061],1
p7,1,0.000423,12.426561,[ 72 191] ; [52 61],[ 86.73404255 176.26595745] ; [37.26595745 75.73404255],1
p2,1,0.000685,11.52857,[158 111] ; [87 26],[172.52617801  96.47382199] ; [72.47382199 40.52617801],1
s8,1,0.001488,10.093321,[ 70 199] ; [48 65],[ 83.09424084 185.90575916] ; [34.90575916 78.09424084],0
n4,1,0.00166,9.89238,[168  99] ; [89 23],[181.05277045  85.94722955] ; [75.94722955 36.05277045],0
d5,1,0.001996,9.552809,[190  78] ; [97 16],[201.87926509  66.12073491] ; [85.12073491 27.87926509],0
n3,1,0.002269,9.318165,[65 38] ; [22  1],[71.11904762 31.88095238] ; [15.88095238  7.11904762],0
s6,1,0.002758,8.961251,[135 132] ; [76 37],[148.25526316 118.74473684] ; [62.74473684 50.25526316],0
s7,1,0.004023,8.273574,[ 79 178] ; [49 56],[ 90.87292818 166.12707182] ; [37.12707182 67.87292818],0
s2,1,0.004862,7.930169,[100 167] ; [59 52],[112.30952381 154.69047619] ; [46.69047619 64.30952381],0
r4,1,0.007686,7.105173,[200  69] ; [98 15],[209.84816754  59.15183246] ; [88.15183246 24.84816754],0
u1,1,0.01357,6.093251,[ 31 238] ; [24 89],[ 38.73036649 230.26963351] ; [16.26963351 96.73036649],0
s5,1,0.014121,6.022902,[ 55 207] ; [36 73],[ 64.26415094 197.73584906] ; [26.73584906 82.26415094],0
v4,1,0.015869,5.817282,[224  40] ; [106   7],[231.08753316  32.91246684] ; [98.91246684 14.08753316],0
v3,1,0.016042,5.79822,[ 73 185] ; [43 61],[ 82.67403315 175.32596685] ; [33.32596685 70.67403315],0
n5,1,0.017019,5.694449,[165 100] ; [84 28],[175.0265252  89.9734748] ; [73.9734748 38.0265252],0
p10,1,0.032752,4.558691,[163 101] ; [82 30],[172.0212766  91.9787234] ; [72.9787234 39.0212766],0
n2,1,0.053732,3.720993,[70 35] ; [20  3],[73.828125 31.171875] ; [16.171875  6.828125],0
p9,1,0.053925,3.715021,[175  87] ; [86 26],[182.83957219  79.16042781] ; [78.16042781 33.83957219],0
a5,1,0.053991,3.712989,[165 104] ; [81 32],[173.23036649  95.76963351] ; [72.76963351 40.23036649],0
n6,1,0.060278,3.529711,[189  77] ; [90 22],[196.33333333  69.66666667] ; [82.66666667 29.33333333],0
s3,1,0.064595,3.415284,[128 138] ; [65 46],[136.17506631 129.82493369] ; [56.82493369 54.17506631],0
p1,1,0.082944,3.006254,[ 10 258] ; [  9 104],[ 13.3648294 254.6351706] ; [  5.6351706 107.3648294],0
r2,1,0.096595,2.760873,[228  34] ; [105   8],[232.656  29.344] ; [100.344  12.656],0
p11,1,0.096664,2.759744,[169 100] ; [81 32],[176.04712042  92.95287958] ; [73.95287958 39.04712042],0
b1,1,0.118044,2.443087,[103 166] ; [53 60],[109.85340314 159.14659686] ; [46.14659686 66.85340314],0
r3,1,0.122423,2.386047,[229  36] ; [104   9],[233.45238095  31.54761905] ; [99.54761905 13.45238095],0
a3,1,0.181044,1.78903,[175  92] ; [82 31],[180.57631579  86.42368421] ; [76.42368421 36.57631579],0
v2,1,0.197805,1.658504,[111 144] ; [54 52],[116.55124654 138.44875346] ; [48.44875346 57.55124654],0
a2,1,0.238029,1.392229,[ 50 219] ; [27 86],[ 54.22251309 214.77748691] ; [22.77748691 90.22251309],0
d1,1,0.253607,1.303325,[128 141] ; [61 52],[133.09162304 135.90837696] ; [55.90837696 57.09162304],0
s1,1,0.28095,1.162487,[ 10 255] ; [  7 104],[ 11.98138298 253.01861702] ; [  5.01861702 105.98138298],0
u3,1,0.298751,1.079763,[47 46] ; [19 12],[49.5 43.5] ; [16.5 14.5],0
a7,1,0.316168,1.004734,[170  97] ; [78 35],[174.25263158  92.74736842] ; [73.74736842 39.25263158],0
b5,1,0.333903,0.933701,[162 107] ; [74 39],[166.18848168 102.81151832] ; [69.81151832 43.18848168],0
u2,1,0.335411,0.927894,[47 44] ; [12 17],[44.74166667 46.25833333] ; [14.25833333 14.74166667],0
d2,1,0.397688,0.715305,[118 148] ; [55 57],[121.74074074 144.25925926] ; [51.25925926 60.74074074],0
a4,1,0.420328,0.649397,[109 159] ; [51 62],[112.54593176 155.45406824] ; [47.45406824 65.54593176],0
n1,1,0.423555,0.64043,[36 68] ; [10 13],[37.66929134 66.33070866] ; [ 8.33070866 14.66929134],0
a6,1,0.434805,0.609955,[169  99] ; [76 37],[172.33595801  95.66404199] ; [72.66404199 40.33595801],0
d4,1,0.478887,0.501396,[203  63] ; [90 23],[205.64116095  60.35883905] ; [87.35883905 25.64116095],0
a8,1,0.48071,0.497252,[ 34 217] ; [11 91],[ 31.99716714 219.00283286] ; [13.00283286 88.99716714],0
p12,1,0.486956,0.483246,[ 12 255] ; [  7 106],[ 13.35 253.65] ; [  5.65 107.35],0
u4,1,0.619919,0.245981,[  5 264] ; [  3 110],[  5.63350785 263.36649215] ; [  2.36649215 110.63350785],0
b4,1,0.773293,0.082984,[160 109] ; [69 44],[161.2591623 107.7408377] ; [67.7408377 45.2591623],0
r1,1,0.77692,0.080279,[191  76] ; [81 30],[192.12698413  74.87301587] ; [79.87301587 31.12698413],0
s4,1,0.89306,0.018072,[ 47 221] ; [19 93],[ 46.54736842 221.45263158] ; [19.45263158 92.54736842],0
a1,1,0.91694,0.010876,[ 15 254] ; [  6 107],[ 14.78795812 254.21204188] ; [  6.21204188 106.78795812],0
b2,1,0.920577,0.009941,[ 52 105] ; [25 49],[ 52.33333333 104.66666667] ; [24.66666667 49.33333333],0
b3,1,0.920577,0.009941,[ 52 105] ; [25 49],[ 52.33333333 104.66666667] ; [24.66666667 49.33333333],0
d3,1,0.946268,0.004542,[167 101] ; [70 43],[166.70866142 101.29133858] ; [70.29133858 42.70866142],0
