Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,65.243907,[265  61] ; [38 59],[233.5177305  92.4822695] ; [69.4822695 27.5177305],1
d3,1,0.0,53.331401,[265  62] ; [42 55],[236.76650943  90.23349057] ; [70.23349057 26.76650943],1
a2,1,1e-06,23.42242,[109 219] ; [ 8 89],[ 90.29647059 237.70352941] ; [26.70352941 70.29647059],1
u1,1,2e-06,22.709101,[ 93 235] ; [ 5 92],[ 75.63294118 252.36705882] ; [22.36705882 74.63294118],1
b5,1,7.8e-05,15.595805,[209 119] ; [40 57],[192.16941176 135.83058824] ; [56.83058824 40.16941176],1
b2,1,0.009126,6.797956,[ 68 131] ; [34 31],[ 76.88636364 122.11363636] ; [25.11363636 39.88636364],0
b3,1,0.009126,6.797956,[ 68 131] ; [34 31],[ 76.88636364 122.11363636] ; [25.11363636 39.88636364],0
d1,1,0.015499,5.858852,[223 105] ; [53 44],[213.00705882 114.99294118] ; [62.99294118 34.00705882],0
p1,1,0.043383,4.080411,[ 31 295] ; [ 3 93],[ 26.26540284 299.73459716] ; [ 7.73459716 88.26540284],0
p4,1,0.050632,3.820408,[211 112] ; [51 43],[202.94004796 120.05995204] ; [59.05995204 34.94004796],0
s5,1,0.053056,3.742162,[110 208] ; [42 50],[117.89268293 200.10731707] ; [34.10731707 57.89268293],0
u4,1,0.069984,3.283384,[  6 322] ; [ 5 92],[  8.48941176 319.51058824] ; [ 2.51058824 94.48941176],0
p2,1,0.101493,2.681918,[280  46] ; [75 20],[274.89311164  51.10688836] ; [80.10688836 14.89311164],0
s6,1,0.102358,2.668408,[228  95] ; [58 36],[221.52997602 101.47002398] ; [64.47002398 29.52997602],0
v4,1,0.110761,2.543332,[316   9] ; [91  6],[313.4478673  11.5521327] ; [93.5521327  3.4478673],0
n1,1,0.116884,2.458585,[17 40] ; [9 9],[19.76 37.24] ; [ 6.24 11.76],0
b4,1,0.125337,2.349322,[201 127] ; [51 46],[194.48470588 133.51529412] ; [57.51529412 39.48470588],0
p12,1,0.167339,1.906626,[ 37 288] ; [ 6 87],[ 33.43301435 291.56698565] ; [ 9.56698565 83.43301435],0
p9,1,0.176033,1.830801,[283  38] ; [77 16],[279.13043478  41.86956522] ; [80.86956522 12.13043478],0
u3,1,0.181012,1.789296,[48 30] ; [ 9 11],[45.36734694 32.63265306] ; [11.63265306  8.36734694],0
n4,1,0.186484,1.745175,[255  72] ; [80 15],[259.58530806  67.41469194] ; [75.41469194 19.58530806],0
a4,1,0.227586,1.455883,[161 166] ; [41 56],[155.78773585 171.21226415] ; [46.21226415 50.78773585],0
b1,1,0.231714,1.430308,[107 221] ; [38 59],[111.90588235 216.09411765] ; [33.09411765 63.90588235],0
a5,1,0.268661,1.223569,[270  58] ; [75 22],[266.25882353  61.74117647] ; [78.74117647 18.25882353],0
n6,1,0.316302,1.004176,[282  42] ; [78 16],[279.0430622  44.9569378] ; [80.9569378 13.0430622],0
r3,1,0.317145,1.000686,[320   5] ; [93  3],[318.82422803   6.17577197] ; [94.17577197  1.82422803],0
v1,1,0.354372,0.85774,[206 116] ; [65 29],[209.76442308 112.23557692] ; [61.23557692 32.76442308],0
p7,1,0.376747,0.78129,[213 104] ; [67 26],[216.48780488 100.51219512] ; [63.51219512 29.48780488],0
n3,1,0.403358,0.698292,[42 15] ; [15  3],[43.32 13.68] ; [13.68  4.32],0
p6,1,0.408773,0.682367,[126 196] ; [32 61],[122.59277108 199.40722892] ; [35.40722892 57.59277108],0
s8,1,0.463914,0.536435,[154 168] ; [50 46],[157.14832536 164.85167464] ; [46.85167464 49.14832536],0
d4,1,0.489275,0.478121,[281  46] ; [86 11],[283.04009434  43.95990566] ; [83.95990566 13.04009434],0
