Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,183.483989,[ 61 241] ; [247  87],[146.25157233 155.74842767] ; [161.74842767 172.25157233],1
s2,1,0.0,132.443455,[ 88 210] ; [252  83],[160.06319115 137.93680885] ; [179.93680885 155.06319115],1
s3,1,0.0,94.941222,[111 184] ; [254  80],[171.18441971 123.81558029] ; [193.81558029 140.18441971],1
s6,1,0.0,80.907197,[157 136] ; [285  45],[207.87479936  85.12520064] ; [234.12520064  95.87479936],1
a3,1,0.0,45.695873,[183 117] ; [283  51],[220.50473186  79.49526814] ; [245.49526814  88.50473186],1
s5,1,0.0,29.000308,[ 75 214] ; [151 170],[107.07213115 181.92786885] ; [118.92786885 202.07213115],1
p6,1,1e-06,24.85831,[ 91 209] ; [165 166],[121.71156894 178.28843106] ; [134.28843106 196.71156894],1
p4,1,1e-06,24.826052,[159 142] ; [241  94],[189.3081761 111.6918239] ; [210.6918239 124.3081761],1
n4,1,2e-06,22.177087,[223  79] ; [296  39],[246.05651491  55.94348509] ; [272.94348509  62.05651491],1
p3,1,5e-06,20.787849,[132 169] ; [208 128],[160.65934066 140.34065934] ; [179.34065934 156.65934066],1
n5,1,9e-06,19.686963,[221  79] ; [294  42],[242.9245283  57.0754717] ; [272.0754717  63.9245283],1
u1,1,1.4e-05,18.901111,[ 37 265] ; [ 87 249],[ 58.69592476 243.30407524] ; [ 65.30407524 270.69592476],1
v3,1,3.1e-05,17.369584,[ 93 197] ; [158 167],[118.35772358 171.64227642] ; [132.64227642 192.35772358],1
d2,1,4.4e-05,16.687286,[125 176] ; [194 142],[150.73626374 150.26373626] ; [168.26373626 167.73626374],1
a5,1,8.6e-05,15.41394,[210  92] ; [278  58],[230.9968652  71.0031348] ; [257.0031348  78.9968652],1
p7,1,0.000184,13.988507,[175 122] ; [239  88],[197.04807692  99.95192308] ; [216.95192308 110.04807692],1
p5,1,0.000237,13.513463,[ 25 275] ; [ 61 271],[ 40.82278481 259.17721519] ; [ 45.17721519 286.82278481],1
r1,1,0.001435,10.160558,[225  75] ; [285  50],[240.94488189  59.05511811] ; [269.05511811  65.94488189],0
a2,1,0.001553,10.014562,[ 58 244] ; [101 235],[ 75.26332288 226.73667712] ; [ 83.73667712 252.26332288],0
s1,1,0.00826,6.976248,[  3 295] ; [ 15 317],[  8.51428571 289.48571429] ; [  9.48571429 322.51428571],0
u4,1,0.00837,6.952517,[  3 298] ; [ 15 321],[  8.50549451 292.49450549] ; [  9.49450549 326.50549451],0
d1,1,0.013888,6.052294,[169 133] ; [220 116],[184.13479624 117.86520376] ; [204.86520376 131.13479624],0
p12,1,0.021823,5.259824,[ 20 281] ; [ 40 294],[ 28.44094488 272.55905512] ; [ 31.55905512 302.44094488],0
a4,1,0.022024,5.243908,[129 172] ; [174 161],[143.4009434 157.5990566] ; [159.5990566 175.4009434],0
u3,1,0.025795,4.969701,[58 59] ; [36 17],[64.69411765 52.30588235] ; [29.30588235 23.69411765],0
r2,1,0.027462,4.861498,[276  20] ; [323  10],[281.88235294  14.11764706] ; [317.11764706  15.88235294],0
n1,1,0.02882,4.778347,[19 46] ; [32 35],[25.11363636 39.88636364] ; [25.88636364 41.11363636],0
a8,1,0.036717,4.363508,[ 32 245] ; [ 54 251],[ 40.93127148 236.06872852] ; [ 45.06872852 259.93127148],0
v4,1,0.075991,3.148618,[284  15] ; [328   8],[288.17007874  10.82992126] ; [323.82992126  12.17007874],0
v2,1,0.077802,3.110233,[154 130] ; [201 127],[164.73856209 119.26143791] ; [190.26143791 137.73856209],0
s4,1,0.08218,3.021252,[ 45 250] ; [ 69 266],[ 53.38095238 241.61904762] ; [ 60.61904762 274.38095238],0
v1,1,0.083119,3.00283,[155 138] ; [195 131],[165.67043619 127.32956381] ; [184.32956381 141.67043619],0
r4,1,0.083839,2.988856,[273  29] ; [316  20],[278.80564263  23.19435737] ; [310.19435737  25.80564263],0
b2,1,0.085087,2.964954,[ 56 103] ; [104 133],[64.24242424 94.75757576] ; [ 95.75757576 141.24242424],0
b3,1,0.085087,2.964954,[ 56 103] ; [104 133],[64.24242424 94.75757576] ; [ 95.75757576 141.24242424],0
d4,1,0.098897,2.723238,[244  58] ; [287  48],[251.74568289  50.25431711] ; [279.25431711  55.74568289],0
p8,1,0.102165,2.671419,[157 140] ; [197 135],[167.15103339 129.84896661] ; [186.84896661 145.15103339],0
p1,1,0.107763,2.586728,[ 22 278] ; [ 37 298],[ 27.87401575 272.12598425] ; [ 31.12598425 303.87401575],0
u2,1,0.117975,2.443994,[56 62] ; [32 21],[60.7251462 57.2748538] ; [27.2748538 25.7251462],0
b4,1,0.134003,2.245502,[184 118] ; [185 151],[174.6677116 127.3322884] ; [194.3322884 141.6677116],0
b1,1,0.137875,2.20152,[ 92 210] ; [121 215],[100.82445141 201.17554859] ; [112.17554859 223.82445141],0
a6,1,0.16047,1.969793,[214  88] ; [220 115],[205.75824176  96.24175824] ; [228.24175824 106.75824176],0
a7,1,0.212692,1.553011,[224  76] ; [236 100],[216.98113208  83.01886792] ; [243.01886792  92.98113208],0
p11,1,0.21893,1.511373,[263  39] ; [281  55],[257.50470219  44.49529781] ; [286.49529781  49.50470219],0
d5,1,0.295996,1.092146,[242  59] ; [280  55],[247.04716981  53.95283019] ; [274.95283019  60.04716981],0
a1,1,0.299179,1.077848,[ 11 291] ; [ 18 318],[ 13.72727273 288.27272727] ; [ 15.27272727 320.72727273],0
b5,1,0.322336,0.979445,[186 116] ; [194 142],[179.87460815 122.12539185] ; [200.12539185 135.87460815],0
d3,1,0.325884,0.965185,[207  94] ; [243  93],[212.63736264  88.36263736] ; [237.36263736  98.63736264],0
p2,1,0.433168,0.614315,[258  41] ; [296  39],[261.27129338  37.72870662] ; [292.72870662  42.27129338],0
n3,1,0.487874,0.481212,[50 15] ; [48 19],[48.25757576 16.74242424] ; [49.74242424 17.25757576],0
p10,1,0.48969,0.477207,[274  26] ; [310  24],[276.34069401  23.65930599] ; [307.65930599  26.34069401],0
r3,1,0.624358,0.23979,[288  12] ; [325  11],[289.1509434  10.8490566] ; [323.8490566  12.1509434],0
n2,1,0.653876,0.201049,[48 18] ; [51 16],[49.12781955 16.87218045] ; [49.87218045 17.12781955],0
