Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,120.305204,[121  38] ; [ 60 212],[66.77262181 92.22737819] ; [114.22737819 157.77262181],1
s2,1,0.0,61.907562,[105  60] ; [ 74 211],[65.63333333 99.36666667] ; [113.36666667 171.63333333],1
s6,1,0.0,54.02437,[133  34] ; [126 159],[95.69247788 71.30752212] ; [163.30752212 121.69247788],1
s3,1,0.0,43.921931,[114  50] ; [106 180],[80.17777778 83.82222222] ; [139.82222222 146.17777778],1
p3,1,3.2e-05,17.285761,[96 71] ; [106 178],[74.79822616 92.20177384] ; [127.20177384 156.79822616],1
p6,1,0.000144,14.448357,[70 96] ; [ 70 211],[ 51.99105145 114.00894855] ; [ 88.00894855 192.99105145],1
p4,1,0.000223,13.629765,[113  54] ; [142 143],[94.21460177 72.78539823] ; [160.78539823 124.21460177],1
r1,1,0.000478,12.199062,[140  26] ; [199  87],[124.5  41.5] ; [214.5  71.5],1
d2,1,0.001131,10.600144,[95 72] ; [117 168],[78.32743363 88.67256637] ; [133.67256637 151.32743363],0
v3,1,0.001538,10.033001,[77 83] ; [ 92 188],[61.45454545 98.54545455] ; [107.54545455 172.45454545],0
p12,1,0.001745,9.799932,[ 17 148] ; [  9 276],[  9.53333333 155.46666667] ; [ 16.46666667 268.53333333],0
d1,1,0.001822,9.720773,[105  62] ; [137 150],[89.01762115 77.98237885] ; [152.98237885 134.01762115],0
p10,1,0.001855,9.687373,[143  22] ; [210  73],[130.01116071  34.98883929] ; [222.98883929  60.01116071],0
p9,1,0.00189,9.653008,[147  18] ; [218  64],[134.73154362  30.26845638] ; [230.26845638  51.73154362],0
p8,1,0.004446,8.092142,[93 70] ; [121 160],[78.56306306 84.43693694] ; [135.43693694 145.56306306],0
u4,1,0.005397,7.741327,[  9 158] ; [  3 284],[  4.41409692 162.58590308] ; [  7.58590308 279.41409692],0
r4,1,0.005521,7.700258,[150  17] ; [229  58],[139.41189427  27.58810573] ; [239.58810573  47.41189427],0
p11,1,0.00565,7.658819,[142  25] ; [212  75],[130.21585903  36.78414097] ; [223.78414097  63.21585903],0
d4,1,0.006527,7.398769,[139  28] ; [205  80],[127.09734513  39.90265487] ; [216.90265487  68.09734513],0
a3,1,0.008052,7.02185,[126  41] ; [180 104],[113.30820399  53.69179601] ; [192.69179601  91.30820399],0
n6,1,0.009209,6.78179,[152  15] ; [233  51],[142.56097561  24.43902439] ; [242.43902439  41.56097561],0
r3,1,0.011621,6.367819,[159   8] ; [251  34],[151.48230088  15.51769912] ; [258.51769912  26.48230088],0
v2,1,0.022008,5.245121,[95 65] ; [132 143],[83.49425287 76.50574713] ; [143.50574713 131.49425287],0
p5,1,0.028183,4.816808,[ 17 147] ; [ 14 271],[ 11.32293987 152.67706013] ; [ 19.67706013 265.32293987],0
p7,1,0.032384,4.578049,[106  57] ; [153 127],[95.2979684 67.7020316] ; [163.7020316 116.2979684],0
n4,1,0.035912,4.4013,[150  17] ; [237  50],[142.35462555  24.64537445] ; [244.64537445  42.35462555],0
