Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.00012,14.795723,[ 3 13] ; [93 44],[10.03921569  5.96078431] ; [85.96078431 51.03921569],1
p9,1,0.005648,7.659399,[10  6] ; [120  16],[13.68421053  2.31578947] ; [116.31578947  19.68421053],0
p10,1,0.042607,4.110938,[10  6] ; [111  22],[12.99328859  3.00671141] ; [108.00671141  24.99328859],0
a7,1,0.043804,4.064119,[ 6 10] ; [87 50],[9.7254902 6.2745098] ; [83.2745098 53.7254902],0
s4,1,0.04548,4.000764,[ 6 10] ; [ 23 114],[ 3.03267974 12.96732026] ; [ 25.96732026 111.03267974],0
s1,1,0.063255,3.449906,[ 2 14] ; [  4 132],[ 0.63157895 15.36842105] ; [  5.36842105 130.63157895],0
d4,1,0.090325,2.86858,[9 7] ; [104  33],[11.81699346  4.18300654] ; [101.18300654  35.81699346],0
d5,1,0.105667,2.617853,[9 7] ; [103  34],[11.7124183  4.2875817] ; [100.2875817  36.7124183],0
v4,1,0.113224,2.508639,[12  4] ; [120  15],[13.98675497  2.01324503] ; [118.01324503  16.98675497],0
v3,1,0.113978,2.498186,[ 2 14] ; [42 91],[ 4.72483221 11.27516779] ; [39.27516779 93.72483221],0
p3,1,0.116037,2.470008,[ 4 12] ; [62 74],[6.94736842 9.05263158] ; [59.05263158 76.94736842],0
n6,1,0.116579,2.462691,[10  5] ; [114  23],[12.23684211  2.76315789] ; [111.76315789  25.23684211],0
s8,1,0.129772,2.295231,[ 3 13] ; [52 85],[ 5.75163399 10.24836601] ; [49.24836601 87.75163399],0
u2,1,0.171257,1.871905,[6 2] ; [25 26],[4.20338983 3.79661017] ; [26.79661017 24.20338983],0
n2,1,0.181799,1.782857,[4 3] ; [36  9],[5.38461538 1.61538462] ; [34.61538462 10.38461538],0
s5,1,0.18543,1.753561,[ 6 10] ; [ 29 100],[ 3.86206897 12.13793103] ; [31.13793103 97.86206897],0
s6,1,0.199852,1.643456,[7 9] ; [81 53],[9.38666667 6.61333333] ; [78.61333333 55.38666667],0
a6,1,0.216568,1.526969,[7 9] ; [82 55],[9.30718954 6.69281046] ; [79.69281046 57.30718954],0
n3,1,0.240842,1.375661,[4 3] ; [35 10],[5.25 1.75] ; [33.75 11.25],0
d2,1,0.248711,1.330532,[8 8] ; [48 88],[ 5.89473684 10.10526316] ; [50.10526316 85.89473684],0
s3,1,0.2515,1.31495,[ 5 10] ; [67 70],[7.10526316 7.89473684] ; [64.89473684 72.10526316],0
v2,1,0.255504,1.292957,[ 5 11] ; [61 71],[7.13513514 8.86486486] ; [58.86486486 73.13513514],0
n4,1,0.28816,1.128198,[9 7] ; [95 42],[10.87581699  5.12418301] ; [93.12418301 43.87581699],0
d1,1,0.310305,1.029375,[ 5 11] ; [61 76],[6.90196078 9.09803922] ; [59.09803922 77.90196078],0
a3,1,0.320549,0.986704,[8 8] ; [86 51],[9.83006536 6.16993464] ; [84.16993464 52.83006536],0
p7,1,0.327198,0.959955,[10  5] ; [71 62],[8.20945946 6.79054054] ; [72.79054054 60.20945946],0
d3,1,0.373047,0.793489,[7 9] ; [76 61],[8.67973856 7.32026144] ; [74.32026144 62.67973856],0
b1,1,0.491876,0.472421,[7 9] ; [48 89],[ 5.75163399 10.24836601] ; [49.24836601 87.75163399],0
b2,1,0.492072,0.471992,[ 3 10] ; [28 58],[4.07070707 8.92929293] ; [26.92929293 59.07070707],0
b3,1,0.492072,0.471992,[ 3 10] ; [28 58],[4.07070707 8.92929293] ; [26.92929293 59.07070707],0
p8,1,0.520813,0.412283,[9 7] ; [64 70],[7.78666667 8.21333333] ; [65.21333333 68.78666667],0
b5,1,0.561816,0.336569,[11  5] ; [84 53],[9.93464052 6.06535948] ; [85.06535948 51.93464052],0
n1,1,0.579449,0.307126,[2 5] ; [17 26],[2.66 4.34] ; [16.34 26.66],0
r2,1,0.618265,0.248314,[12  4] ; [106  26],[12.75675676  3.24324324] ; [105.24324324  26.75675676],0
a2,1,0.670677,0.180811,[ 1 15] ; [ 13 124],[ 1.46405229 14.53594771] ; [ 12.53594771 124.46405229],0
u3,1,0.671394,0.179976,[4 4] ; [21 29],[3.44827586 4.55172414] ; [21.55172414 28.44827586],0
v1,1,0.688212,0.161028,[ 6 10] ; [56 75],[6.74829932 9.25170068] ; [55.25170068 75.74829932],0
p2,1,0.704843,0.143483,[12  4] ; [106  28],[12.58666667  3.41333333] ; [105.41333333  28.58666667],0
p1,1,0.709048,0.13923,[ 2 14] ; [ 13 123],[ 1.57894737 14.42105263] ; [ 13.42105263 122.57894737],0
p4,1,0.717388,0.131009,[9 7] ; [70 66],[8.31578947 7.68421053] ; [70.68421053 65.31578947],0
s7,1,0.774951,0.081742,[ 6 10] ; [54 77],[6.53061224 9.46938776] ; [53.46938776 77.53061224],0
n5,1,0.781045,0.07726,[11  5] ; [98 38],[11.47368421  4.52631579] ; [97.52631579 38.47368421],0
p6,1,0.928944,0.007952,[ 6 10] ; [48 84],[ 5.83783784 10.16216216] ; [48.16216216 83.83783784],0
b4,1,0.937142,0.006219,[10  6] ; [87 50],[10.14379085  5.85620915] ; [86.85620915 50.14379085],0
p5,1,0.939695,0.005723,[ 2 14] ; [ 16 119],[ 1.90728477 14.09271523] ; [ 16.09271523 118.90728477],0
a5,1,0.952892,0.00349,[9 7] ; [76 61],[8.88888889 7.11111111] ; [76.11111111 60.88888889],0
a1,1,0.960995,0.002392,[ 1 15] ; [  9 128],[ 1.04575163 14.95424837] ; [  8.95424837 128.04575163],0
a4,1,0.991092,0.000125,[ 5 11] ; [43 94],[ 5.01960784 10.98039216] ; [42.98039216 94.01960784],0
s2,1,0.997223,1.2e-05,[7 9] ; [60 77],[7.00653595 8.99346405] ; [59.99346405 77.00653595],0
