Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,62.028223,[337   7] ; [44 17],[323.61481481  20.38518519] ; [57.38518519  3.61481481],1
r2,1,0.0,40.673709,[337   6] ; [47 12],[327.64179104  15.35820896] ; [56.35820896  2.64179104],1
r3,1,8e-06,19.923616,[336   6] ; [53  8],[330.1191067  11.8808933] ; [58.8808933  2.1191067],1
a5,1,2.2e-05,18.000786,[289  55] ; [37 24],[276.89876543  67.10123457] ; [49.10123457 11.89876543],1
u1,1,0.000156,14.300674,[102 242] ; [ 4 57],[ 90.0345679 253.9654321] ; [15.9654321 45.0345679],1
d2,1,0.000249,13.41769,[194 149] ; [19 42],[180.83910891 162.16089109] ; [32.16089109 28.83910891],1
d1,1,0.000328,12.901472,[244 100] ; [29 32],[231.88148148 112.11851852] ; [41.11851852 19.88148148],1
a4,1,0.000462,12.261178,[179 164] ; [17 44],[166.40594059 176.59405941] ; [29.59405941 31.40594059],1
a2,1,0.000494,12.1371,[123 221] ; [ 8 53],[111.2691358 232.7308642] ; [19.7308642 41.2691358],1
v4,1,0.000608,11.751433,[337   6] ; [55  6],[332.81188119  10.18811881] ; [59.18811881  1.81188119],1
a3,1,0.001434,10.161033,[259  84] ; [34 27],[248.75990099  94.24009901] ; [44.24009901 16.75990099],0
v2,1,0.002133,9.431451,[211 121] ; [26 35],[200.21374046 131.78625954] ; [36.78625954 24.21374046],0
v3,1,0.004091,8.242946,[144 181] ; [15 46],[133.87305699 191.12694301] ; [25.12694301 35.87305699],0
n4,1,0.008773,6.868556,[286  58] ; [42 19],[278.59753086  65.40246914] ; [49.40246914 11.59753086],0
d5,1,0.012976,6.172345,[301  43] ; [46 15],[294.73580247  49.26419753] ; [52.26419753  8.73580247],0
u3,1,0.014056,6.031135,[60 23] ; [12 14],[54.82568807 28.17431193] ; [17.17431193  8.82568807],0
d3,1,0.019715,5.436997,[286  58] ; [43 18],[279.44691358  64.55308642] ; [49.55308642 11.44691358],0
p10,1,0.022576,5.200806,[300  42] ; [46 14],[294.35820896  47.64179104] ; [51.64179104  8.35820896],0
p9,1,0.02798,4.829312,[303  38] ; [48 13],[297.73880597  43.26119403] ; [53.26119403  7.73880597],0
v1,1,0.029438,4.741814,[210 126] ; [28 31],[202.45063291 133.54936709] ; [35.54936709 23.45063291],0
s6,1,0.035502,4.420865,[252  85] ; [37 23],[245.32241814  91.67758186] ; [43.67758186 16.32241814],0
p1,1,0.037819,4.313136,[ 42 300] ; [ 2 59],[ 37.33995037 304.66004963] ; [ 6.66004963 54.33995037],0
s7,1,0.081874,3.027308,[179 144] ; [24 32],[173.00527704 149.99472296] ; [29.99472296 26.00527704],0
p7,1,0.08209,3.023021,[253  88] ; [38 22],[247.45885287  93.54114713] ; [43.54114713 16.45885287],0
a1,1,0.09963,2.711459,[ 16 328] ; [ 6 55],[ 18.68641975 325.31358025] ; [ 3.31358025 57.68641975],0
s2,1,0.100148,2.703182,[193 144] ; [28 33],[187.1281407 149.8718593] ; [33.8718593 27.1281407],0
s8,1,0.100218,2.702067,[167 173] ; [23 38],[161.09725686 178.90274314] ; [28.90274314 32.09725686],0
