Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000203,13.807021,[13  6] ; [23 70],[ 6.10714286 12.89285714] ; [29.89285714 63.10714286],1
s7,1,0.000245,13.446835,[11  6] ; [18 68],[ 4.78640777 12.21359223] ; [24.21359223 61.78640777],1
p6,1,0.005217,7.802603,[ 6 12] ; [ 8 81],[ 2.35514019 15.64485981] ; [11.64485981 77.35514019],0
s5,1,0.011119,6.446251,[ 6 10] ; [11 79],[ 2.56603774 13.43396226] ; [14.43396226 75.56603774],0
s3,1,0.016475,5.751495,[14  5] ; [40 52],[9.24324324 9.75675676] ; [44.75675676 47.24324324],0
s8,1,0.053495,3.728401,[ 7 12] ; [16 77],[ 3.90178571 15.09821429] ; [19.09821429 73.90178571],0
b4,1,0.061286,3.502232,[ 7 12] ; [56 37],[10.6875  8.3125] ; [52.3125 40.6875],0
r1,1,0.07373,3.197956,[ 9 10] ; [64 29],[12.38392857  6.61607143] ; [60.61607143 32.38392857],0
s6,1,0.073764,3.197213,[10  8] ; [31 62],[ 6.64864865 11.35135135] ; [34.35135135 58.64864865],0
u3,1,0.098183,2.734812,[6 2] ; [14 19],[3.90243902 4.09756098] ; [16.09756098 16.90243902],0
p2,1,0.180052,1.797192,[13  6] ; [48 45],[10.34821429  8.65178571] ; [50.65178571 42.34821429],0
p8,1,0.20303,1.620445,[ 2 15] ; [24 68],[ 4.05504587 12.94495413] ; [21.94495413 70.05504587],0
a7,1,0.207735,1.587145,[10  9] ; [63 30],[12.38392857  6.61607143] ; [60.61607143 32.38392857],0
n5,1,0.240553,1.37735,[ 6 13] ; [43 50],[ 8.3125 10.6875] ; [40.6875 52.3125],0
b5,1,0.261004,1.263426,[ 9 10] ; [57 36],[11.19642857  7.80357143] ; [54.80357143 38.19642857],0
u2,1,0.262943,1.253197,[6 2] ; [17 15],[4.6 3.4] ; [18.4 13.6],0
d3,1,0.280129,1.166463,[13  6] ; [50 41],[10.88181818  8.11818182] ; [52.11818182 38.88181818],0
a5,1,0.31106,1.026168,[ 8 11] ; [51 42],[10.00892857  8.99107143] ; [48.99107143 44.00892857],0
a6,1,0.396354,0.719361,[10  9] ; [58 34],[11.63963964  7.36036036] ; [56.36036036 35.63963964],0
p9,1,0.408157,0.684163,[11  6] ; [49 42],[9.44444444 7.55555556] ; [50.55555556 40.44444444],0
v3,1,0.41756,0.657172,[ 3 16] ; [21 65],[ 4.34285714 14.65714286] ; [19.65714286 66.34285714],0
a4,1,0.441818,0.591556,[ 5 14] ; [33 60],[ 6.44642857 12.55357143] ; [31.55357143 61.44642857],0
d4,1,0.447592,0.576742,[15  4] ; [64 27],[13.64545455  5.35454545] ; [65.35454545 25.64545455],0
a8,1,0.454865,0.5585,[ 1 16] ; [11 80],[ 1.88888889 15.11111111] ; [10.11111111 80.88888889],0
a3,1,0.545007,0.366339,[11  8] ; [60 32],[12.15315315  6.84684685] ; [58.84684685 33.15315315],0
b1,1,0.558668,0.342016,[ 8 11] ; [46 47],[9.16071429 9.83928571] ; [44.83928571 48.16071429],0
p3,1,0.585094,0.298072,[ 5 14] ; [19 73],[ 4.10810811 14.89189189] ; [19.89189189 72.10810811],0
n2,1,0.603821,0.269271,[5 4] ; [24 13],[5.67391304 3.32608696] ; [23.32608696 13.67391304],0
n3,1,0.604259,0.26862,[6 3] ; [20 15],[5.31818182 3.68181818] ; [20.68181818 14.31818182],0
p10,1,0.606863,0.264769,[9 8] ; [42 49],[8.02777778 8.97222222] ; [42.97222222 48.02777778],0
p1,1,0.617763,0.249024,[ 1 18] ; [ 8 84],[ 1.54054054 17.45945946] ; [ 7.45945946 84.54054054],0
n4,1,0.67239,0.17882,[ 9 10] ; [49 44],[9.83928571 9.16071429] ; [48.16071429 44.83928571],0
v1,1,0.730371,0.118771,[ 7 12] ; [37 53],[ 7.66972477 11.33027523] ; [36.33027523 53.66972477],0
d2,1,0.740741,0.109476,[ 8 11] ; [35 57],[ 7.36036036 11.63963964] ; [35.63963964 56.36036036],0
p11,1,0.741773,0.108574,[ 8 11] ; [43 50],[ 8.65178571 10.34821429] ; [42.34821429 50.65178571],0
d5,1,0.792436,0.069247,[12  7] ; [61 31],[12.4954955  6.5045045] ; [60.5045045 31.4954955],0
b2,1,0.80202,0.062868,[3 6] ; [14 34],[2.68421053 6.31578947] ; [14.31578947 33.68421053],0
b3,1,0.80202,0.062868,[3 6] ; [14 34],[2.68421053 6.31578947] ; [14.31578947 33.68421053],0
v4,1,0.802247,0.06272,[14  4] ; [69 23],[13.58181818  4.41818182] ; [69.41818182 22.58181818],0
d1,1,0.810843,0.057283,[ 7 12] ; [37 56],[ 7.46428571 11.53571429] ; [36.53571429 56.46428571],0
p7,1,0.827665,0.047392,[ 6 11] ; [29 60],[ 5.61320755 11.38679245] ; [29.38679245 59.61320755],0
r4,1,0.850886,0.03534,[11  8] ; [56 37],[11.36607143  7.63392857] ; [55.63392857 37.36607143],0
r2,1,0.855392,0.033213,[15  3] ; [75 17],[14.72727273  3.27272727] ; [75.27272727 16.72727273],0
n1,1,0.876261,0.024246,[3 6] ; [13 23],[3.2 5.8] ; [12.8 23.2],0
s1,1,0.877945,0.023585,[ 1 17] ; [ 6 86],[ 1.14545455 16.85454545] ; [ 5.85454545 86.14545455],0
v2,1,0.975746,0.000924,[ 7 12] ; [31 54],[ 6.94230769 12.05769231] ; [31.05769231 53.94230769],0
u1,1,0.98407,0.000399,[ 1 18] ; [ 5 88],[ 1.01785714 17.98214286] ; [ 4.98214286 88.01785714],0
r3,1,0.987623,0.000241,[13  5] ; [67 26],[12.97297297  5.02702703] ; [67.02702703 25.97297297],0
