Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.197241,[ 3 11] ; [84 14],[10.875  3.125] ; [76.125 21.875],1
v4,1,9e-06,19.750677,[6 8] ; [87 10],[11.72972973  2.27027027] ; [81.27027027 15.72972973],1
r1,1,0.001439,10.155318,[6 8] ; [79 18],[10.72072072  3.27927928] ; [74.27927928 22.72072072],0
r3,1,0.004989,7.883382,[9 5] ; [89  9],[12.25  1.75] ; [85.75 12.25],0
u3,1,0.008504,6.924146,[1 4] ; [14  3],[3.40909091 1.59090909] ; [11.59090909  5.40909091],0
s2,1,0.011301,6.417437,[ 1 13] ; [41 56],[5.2972973 8.7027027] ; [36.7027027 60.2972973],0
p2,1,0.013337,6.123865,[5 9] ; [66 29],[9.11926606 4.88073394] ; [61.88073394 33.11926606],0
s1,1,0.013443,6.1099,[ 3 11] ; [ 4 92],[ 0.89090909 13.10909091] ; [ 6.10909091 89.89090909],0
d5,1,0.01443,5.984768,[8 6] ; [82 15],[11.35135135  2.64864865] ; [78.64864865 18.35135135],0
d4,1,0.03895,4.263052,[8 6] ; [79 18],[10.97297297  3.02702703] ; [76.02702703 20.97297297],0
d1,1,0.04495,4.020513,[ 4 10] ; [56 42],[7.5 6.5] ; [52.5 45.5],0
b1,1,0.05283,3.749277,[11  3] ; [50 48],[7.625 6.375] ; [53.375 44.625],0
n4,1,0.070415,3.273322,[5 9] ; [60 38],[8.125 5.875] ; [56.875 41.125],0
p10,1,0.086721,2.934204,[5 9] ; [57 38],[7.96330275 6.03669725] ; [54.03669725 40.96330275],0
p3,1,0.13682,2.21336,[ 3 10] ; [43 53],[5.48623853 7.51376147] ; [40.51376147 55.48623853],0
a8,1,0.175345,1.836646,[ 3 10] ; [ 9 80],[ 1.52941176 11.47058824] ; [10.47058824 78.52941176],0
a6,1,0.182891,1.773975,[8 6] ; [72 25],[10.09009009  3.90990991] ; [69.90990991 27.09009009],0
d3,1,0.183546,1.768679,[7 7] ; [66 31],[9.20720721 4.79279279] ; [63.79279279 33.20720721],0
s6,1,0.224565,1.47496,[5 9] ; [52 46],[7.125 6.875] ; [49.875 48.125],0
a1,1,0.267257,1.230769,[ 2 12] ; [ 6 92],[ 1. 13.] ; [ 7. 91.],0
v3,1,0.27426,1.195315,[ 3 11] ; [32 56],[4.80392157 9.19607843] ; [30.19607843 57.80392157],0
s7,1,0.287487,1.131351,[2 9] ; [31 60],[3.55882353 7.44117647] ; [29.44117647 61.55882353],0
a3,1,0.291897,1.110849,[9 4] ; [80 18],[10.42342342  2.57657658] ; [78.57657658 19.42342342],0
p4,1,0.31762,0.998723,[5 9] ; [48 48],[6.74545455 7.25454545] ; [46.25454545 49.74545455],0
v2,1,0.317622,0.998713,[5 8] ; [49 43],[6.68571429 6.31428571] ; [47.31428571 44.68571429],0
n1,1,0.340597,0.908182,[3 2] ; [12 20],[2.02702703 2.97297297] ; [12.97297297 19.02702703],0
p6,1,0.340947,0.906869,[ 1 12] ; [17 76],[ 2.20754717 10.79245283] ; [15.79245283 77.20754717],0
s8,1,0.437315,0.603318,[ 3 11] ; [31 67],[4.25 9.75] ; [29.75 68.25],0
d2,1,0.451536,0.566794,[6 8] ; [52 45],[7.31531532 6.68468468] ; [50.68468468 46.31531532],0
p12,1,0.465166,0.533435,[ 1 13] ; [ 3 91],[ 0.51851852 13.48148148] ; [ 3.48148148 90.51851852],0
v1,1,0.476675,0.50646,[5 9] ; [44 52],[6.23636364 7.76363636] ; [42.76363636 53.23636364],0
p7,1,0.51742,0.419034,[8 6] ; [45 49],[6.87037037 7.12962963] ; [46.12962963 47.87037037],0
p9,1,0.5354,0.384132,[8 6] ; [63 33],[9.03636364 4.96363636] ; [61.96363636 34.03636364],0
b2,1,0.549482,0.358245,[2 7] ; [18 38],[2.76923077 6.23076923] ; [17.23076923 38.76923077],0
b3,1,0.549482,0.358245,[2 7] ; [18 38],[2.76923077 6.23076923] ; [17.23076923 38.76923077],0
u2,1,0.566501,0.328571,[4 1] ; [12  6],[3.47826087 1.52173913] ; [12.52173913  5.47826087],0
s3,1,0.567205,0.327381,[6 8] ; [49 47],[7. 7.] ; [48. 48.],0
a2,1,0.628466,0.234146,[ 3 11] ; [27 71],[ 3.75 10.25] ; [26.25 71.75],0
n2,1,0.63196,0.229412,[3 2] ; [24 10],[3.46153846 1.53846154] ; [23.53846154 10.46153846],0
b4,1,0.66643,0.185806,[7 7] ; [55 43],[7.75 6.25] ; [54.25 43.75],0
n3,1,0.697502,0.151083,[3 2] ; [22 10],[3.37837838 1.62162162] ; [21.62162162 10.37837838],0
a4,1,0.7206,0.127918,[8 6] ; [51 47],[7.375 6.625] ; [51.625 46.375],0
p11,1,0.88456,0.02108,[8 6] ; [58 40],[8.25 5.75] ; [57.75 40.25],0
p1,1,0.887443,0.020034,[ 1 13] ; [ 8 89],[ 1.13513514 12.86486486] ; [ 7.86486486 89.13513514],0
p8,1,0.909711,0.01286,[5 8] ; [35 60],[4.81481481 8.18518519] ; [35.18518519 59.81481481],0
b5,1,0.942308,0.005237,[8 6] ; [57 41],[8.125 5.875] ; [56.875 41.125],0
n5,1,0.966736,0.001739,[6 8] ; [41 56],[5.92792793 8.07207207] ; [41.07207207 55.92792793],0
a7,1,1.0,0.0,[10  4] ; [70 28],[10.  4.] ; [70. 28.],0
