Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,25.490733,[37 26] ; [101  10],[49.96551724 13.03448276] ; [88.03448276 22.96551724],1
r3,1,2e-06,22.238875,[35 28] ; [97 14],[47.79310345 15.20689655] ; [84.20689655 26.79310345],1
p4,1,3e-06,21.695555,[ 8 54] ; [54 58],[22.09195402 39.90804598] ; [39.90804598 72.09195402],1
p11,1,5e-06,20.956143,[22 41] ; [79 33],[36.36 26.64] ; [64.64 47.36],1
p6,1,3.5e-05,17.09832,[ 2 60] ; [33 79],[12.47126437 49.52873563] ; [22.52873563 89.47126437],1
p9,1,9.7e-05,15.192831,[25 35] ; [80 31],[36.84210526 23.15789474] ; [68.15789474 42.84210526],1
n6,1,0.000128,14.668014,[29 33] ; [84 27],[40.49710983 21.50289017] ; [72.50289017 38.49710983],1
p8,1,0.000176,14.070033,[ 9 53] ; [47 64],[20.06936416 41.93063584] ; [35.93063584 75.06936416],1
p7,1,0.000342,12.826063,[14 48] ; [56 55],[25.0867052 36.9132948] ; [44.9132948 66.0867052],1
p10,1,0.000492,12.145267,[24 38] ; [74 38],[34.91954023 27.08045977] ; [63.08045977 48.91954023],1
r4,1,0.001127,10.606481,[30 33] ; [81 31],[39.96 23.04] ; [71.04 40.96],0
a1,1,0.002833,8.912037,[ 8 55] ; [  2 110],[ 3.6 59.4] ; [  6.4 105.6],0
p3,1,0.005002,7.878694,[11 52] ; [42 69],[19.18965517 43.81034483] ; [33.81034483 77.18965517],0
s4,1,0.020202,5.394354,[ 2 61] ; [16 96],[ 6.48 56.52] ; [ 11.52 100.48],0
s1,1,0.022982,5.169845,[ 7 56] ; [  3 107],[ 3.6416185 59.3583815] ; [  6.3583815 103.6416185],0
a7,1,0.035008,4.444787,[33 30] ; [76 35],[39.46551724 23.53448276] ; [69.53448276 41.46551724],0
n1,1,0.041629,4.150223,[15 16] ; [ 7 23],[11.18032787 19.81967213] ; [10.81967213 19.18032787],0
d5,1,0.067462,3.343723,[35 28] ; [77 34],[40.55172414 22.44827586] ; [71.44827586 39.55172414],0
b5,1,0.074507,3.180834,[33 30] ; [74 38],[38.52 24.48] ; [68.48 43.52],0
v1,1,0.105986,2.613069,[13 50] ; [35 74],[17.58139535 45.41860465] ; [30.41860465 78.58139535],0
r1,1,0.11106,2.539078,[29 34] ; [65 46],[34.03448276 28.96551724] ; [59.96551724 51.03448276],0
