Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,123.48861,[20 48] ; [260  27],[53.63380282 14.36619718] ; [226.36619718  60.63380282],1
s8,1,0.024613,5.050897,[42 25] ; [217  68],[49.29829545 17.70170455] ; [209.70170455  75.29829545],0
d1,1,0.026635,4.914308,[36 32] ; [193  94],[43.86478873 24.13521127] ; [185.13521127 101.86478873],0
n2,1,0.028329,4.807931,[11  8] ; [51 11],[14.54320988  4.45679012] ; [47.45679012 14.54320988],0
n5,1,0.040548,4.194792,[49 18] ; [239  46],[54.81818182 12.18181818] ; [233.18181818  51.81818182],0
r2,1,0.043579,4.072782,[62  5] ; [276   7],[64.70285714  2.29714286] ; [273.29714286   9.70285714],0
d4,1,0.04833,3.898478,[53 15] ; [248  36],[58.14772727  9.85227273] ; [242.85227273  41.14772727],0
s5,1,0.060377,3.526996,[27 40] ; [146 129],[33.89181287 33.10818713] ; [139.10818713 135.89181287],0
a8,1,0.071255,3.253869,[ 5 55] ; [ 47 217],[ 9.62962963 50.37037037] ; [ 42.37037037 221.62962963],0
n4,1,0.093647,2.81053,[52 16] ; [242  43],[56.63456091 11.36543909] ; [237.36543909  47.63456091],0
n1,1,0.098501,2.729645,[ 6 13] ; [33 29],[9.14814815 9.85185185] ; [29.85185185 32.14814815],0
a4,1,0.107393,2.59217,[27 40] ; [147 140],[32.93220339 34.06779661] ; [141.06779661 145.93220339],0
p1,1,0.114642,2.489041,[ 4 64] ; [ 36 249],[ 7.70538244 60.29461756] ; [ 32.29461756 252.70538244],0
s1,1,0.11487,2.485903,[ 1 66] ; [ 18 266],[ 3.62678063 63.37321937] ; [ 15.37321937 268.62678063],0
s4,1,0.128164,2.3146,[11 56] ; [ 72 214],[15.75354108 51.24645892] ; [ 67.24645892 218.75354108],0
a3,1,0.134334,2.241686,[51 17] ; [237  49],[55.3220339 12.6779661] ; [232.6779661  53.3220339],0
b5,1,0.13818,2.19811,[46 22] ; [166 121],[40.6084507 27.3915493] ; [171.3915493 115.6084507],0
u2,1,0.172524,1.860873,[14  3] ; [31 17],[11.76923077  5.23076923] ; [33.23076923 14.76923077],0
p11,1,0.204037,1.61324,[50 18] ; [231  56],[53.82535211 14.17464789] ; [227.17464789  59.82535211],0
p8,1,0.228786,1.448394,[33 33] ; [164 118],[37.36206897 28.63793103] ; [159.63793103 122.36206897],0
r1,1,0.251106,1.317142,[55 13] ; [247  39],[58.01129944  9.98870056] ; [243.98870056  42.01129944],0
r4,1,0.30529,1.050942,[65  3] ; [264  23],[63.01971831  4.98028169] ; [265.98028169  21.01971831],0
d2,1,0.307644,1.040764,[34 34] ; [162 123],[37.75637394 30.24362606] ; [158.24362606 126.75637394],0
p5,1,0.320684,0.986154,[ 9 59] ; [ 52 232],[11.78409091 56.21590909] ; [ 49.21590909 234.78409091],0
a5,1,0.349099,0.87673,[57 11] ; [226  61],[54.2084507 13.7915493] ; [228.7915493  58.2084507],0
n3,1,0.353877,0.859508,[11  8] ; [43 19],[12.66666667  6.33333333] ; [41.33333333 20.66666667],0
v4,1,0.382457,0.76279,[65  3] ; [278   7],[66.07365439  1.92634561] ; [276.92634561   8.07365439],0
v1,1,0.388681,0.743064,[43 24] ; [163 116],[39.89017341 27.10982659] ; [166.10982659 112.89017341],0
v3,1,0.403288,0.698502,[34 34] ; [122 153],[30.9271137 37.0728863] ; [125.0728863 149.9271137],0
p9,1,0.423364,0.640957,[59  8] ; [260  25],[60.71875  6.28125] ; [258.28125  26.71875],0
b4,1,0.4633,0.537911,[36 32] ; [166 121],[38.69295775 29.30704225] ; [163.30704225 123.69295775],0
u1,1,0.464029,0.536158,[19 49] ; [ 68 219],[16.66478873 51.33521127] ; [ 70.33521127 216.66478873],0
p2,1,0.491512,0.473214,[56 12] ; [245  41],[57.81920904 10.18079096] ; [243.18079096  42.81920904],0
b1,1,0.520457,0.412988,[26 42] ; [122 165],[28.34929577 39.65070423] ; [119.65070423 167.34929577],0
p7,1,0.536258,0.382519,[45 22] ; [196  80],[47.07580175 19.92419825] ; [193.92419825  82.07580175],0
p12,1,0.543771,0.368595,[ 6 61] ; [ 33 253],[ 7.40226629 59.59773371] ; [ 31.59773371 254.40226629],0
p10,1,0.548472,0.360061,[59  8] ; [242  42],[57.45584046  9.54415954] ; [243.54415954  40.45584046],0
a6,1,0.57034,0.322113,[47 21] ; [186  98],[45.01136364 22.98863636] ; [187.98863636  96.01136364],0
n6,1,0.595024,0.282566,[59  9] ; [252  31],[60.25071225  7.74928775] ; [250.74928775  32.25071225],0
a7,1,0.660199,0.193282,[49 19] ; [199  88],[47.50422535 20.49577465] ; [200.49577465  86.50422535],0
p3,1,0.705046,0.143275,[40 28] ; [161 125],[38.61016949 29.38983051] ; [162.38983051 123.61016949],0
