Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5.1e-05,16.414734,[5 7] ; [45  4],[9.83606557 2.16393443] ; [40.16393443  8.83606557],1
p6,1,0.000409,12.48883,[ 2 10] ; [36 14],[7.35483871 4.64516129] ; [30.64516129 19.35483871],1
s8,1,0.000613,11.736111,[ 2 10] ; [34 14],[7.2 4.8] ; [28.8 19.2],1
r3,1,0.003586,8.482241,[9 3] ; [49  1],[11.22580645  0.77419355] ; [46.77419355  3.22580645],0
s7,1,0.00636,7.445385,[4 7] ; [36 10],[7.71929825 3.28070175] ; [32.28070175 13.71929825],0
p2,1,0.018731,5.52642,[8 4] ; [46  4],[10.4516129  1.5483871] ; [43.5483871  6.4516129],0
r4,1,0.033482,4.520979,[10  2] ; [49  1],[11.41935484  0.58064516] ; [47.58064516  2.41935484],0
p9,1,0.035737,4.40961,[10  2] ; [48  1],[11.40983607  0.59016393] ; [46.59016393  2.40983607],0
p11,1,0.045587,3.996786,[9 3] ; [47  3],[10.83870968  1.16129032] ; [45.16129032  4.83870968],0
v2,1,0.065451,3.393561,[5 7] ; [35 15],[7.74193548 4.25806452] ; [32.25806452 17.74193548],0
p4,1,0.074399,3.183193,[8 3] ; [45  4],[9.71666667 1.28333333] ; [43.28333333  5.71666667],0
n5,1,0.094711,2.792416,[9 3] ; [46  4],[10.64516129  1.35483871] ; [44.35483871  5.64516129],0
u1,1,0.16394,1.9375,[3 9] ; [ 5 45],[ 1.5483871 10.4516129] ; [ 6.4516129 43.5483871],0
d2,1,0.176407,1.827635,[8 4] ; [22 27],[5.90163934 6.09836066] ; [24.09836066 24.90163934],0
p3,1,0.184088,1.764311,[8 4] ; [41  8],[9.63934426 2.36065574] ; [39.36065574  9.63934426],0
b5,1,0.19989,1.643177,[7 5] ; [19 31],[5.03225806 6.96774194] ; [20.96774194 29.03225806],0
s3,1,0.203041,1.620364,[5 6] ; [33 17],[6.85245902 4.14754098] ; [31.14754098 18.85245902],0
a6,1,0.209062,1.577908,[9 3] ; [27 22],[7.08196721 4.91803279] ; [28.91803279 20.08196721],0
p1,1,0.217965,1.517717,[5 7] ; [12 38],[3.29032258 8.70967742] ; [13.70967742 36.29032258],0
n4,1,0.222978,1.485099,[10  2] ; [47  3],[11.03225806  0.96774194] ; [45.96774194  4.03225806],0
a1,1,0.342098,0.902555,[ 1 11] ; [10 40],[2.12903226 9.87096774] ; [ 8.87096774 41.12903226],0
r1,1,0.352172,0.865615,[9 3] ; [43  7],[10.06451613  1.93548387] ; [41.93548387  8.06451613],0
r2,1,0.361814,0.831587,[10  2] ; [46  4],[10.83870968  1.16129032] ; [45.16129032  4.83870968],0
b4,1,0.397984,0.714409,[9 3] ; [31 19],[7.74193548 4.25806452] ; [32.25806452 17.74193548],0
b1,1,0.44666,0.579114,[6 6] ; [19 31],[4.83870968 7.16129032] ; [20.16129032 29.83870968],0
d3,1,0.464712,0.534522,[7 5] ; [34 15],[8.06557377 3.93442623] ; [32.93442623 16.06557377],0
u3,1,0.468717,0.525,[1 1] ; [9 3],[1.42857143 0.57142857] ; [8.57142857 3.42857143],0
d4,1,0.483658,0.490603,[9 3] ; [41  8],[9.83606557 2.16393443] ; [40.16393443  8.83606557],0
v3,1,0.525168,0.403732,[7 5] ; [34 16],[7.93548387 4.06451613] ; [33.06451613 16.93548387],0
s2,1,0.525168,0.403732,[7 5] ; [34 16],[7.93548387 4.06451613] ; [33.06451613 16.93548387],0
v4,1,0.529864,0.394652,[11  1] ; [48  2],[11.41935484  0.58064516] ; [47.58064516  2.41935484],0
a3,1,0.585329,0.297698,[10  2] ; [38 12],[9.29032258 2.70967742] ; [38.70967742 11.29032258],0
a8,1,0.615378,0.252418,[ 1 10] ; [ 7 40],[1.51724138 9.48275862] ; [ 6.48275862 40.51724138],0
s6,1,0.704111,0.144231,[10  2] ; [42  6],[10.4  1.6] ; [41.6  6.4],0
v1,1,0.731845,0.117424,[9 3] ; [35 15],[8.51612903 3.48387097] ; [35.48387097 14.51612903],0
a7,1,0.731845,0.117424,[9 3] ; [35 15],[8.51612903 3.48387097] ; [35.48387097 14.51612903],0
p12,1,0.731845,0.117424,[3 9] ; [15 35],[3.48387097 8.51612903] ; [14.51612903 35.48387097],0
d5,1,0.770118,0.085393,[10  2] ; [39 10],[9.63934426 2.36065574] ; [39.36065574  9.63934426],0
n1,1,0.793428,0.068571,[1 1] ; [6 4],[1.16666667 0.83333333] ; [5.83333333 4.16666667],0
a5,1,0.813825,0.055458,[10  2] ; [43  7],[10.25806452  1.74193548] ; [42.74193548  7.25806452],0
a2,1,0.813825,0.055458,[ 2 10] ; [ 7 43],[ 1.74193548 10.25806452] ; [ 7.25806452 42.74193548],0
d1,1,0.814847,0.054839,[7 5] ; [31 19],[7.35483871 4.64516129] ; [30.64516129 19.35483871],0
p10,1,0.904947,0.01426,[10  1] ; [46  4],[10.09836066  0.90163934] ; [45.90163934  4.09836066],0
n3,1,0.912637,0.012037,[2 1] ; [7 3],[2.07692308 0.92307692] ; [6.92307692 3.07692308],0
b2,1,0.938689,0.005916,[4 4] ; [16 17],[3.90243902 4.09756098] ; [16.09756098 16.90243902],0
b3,1,0.938689,0.005916,[4 4] ; [16 17],[3.90243902 4.09756098] ; [16.09756098 16.90243902],0
a4,1,0.983234,0.000442,[5 7] ; [21 29],[5.03225806 6.96774194] ; [20.96774194 29.03225806],0
