Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,28.27859,[78 24] ; [ 5 20],[66.66141732 35.33858268] ; [16.33858268  8.66141732],1
d5,1,0.000478,12.199014,[86 16] ; [13 12],[79.51181102 22.48818898] ; [19.48818898  5.51181102],1
s2,1,0.012561,6.229885,[48 53] ; [ 5 20],[42.48412698 58.51587302] ; [10.51587302 14.48412698],0
p1,1,0.01269,6.211813,[ 5 96] ; [ 5 20],[ 8.01587302 92.98412698] ; [ 1.98412698 23.01587302],0
s5,1,0.106555,2.604593,[23 73] ; [ 2 21],[20.16806723 75.83193277] ; [ 4.83193277 18.16806723],0
a7,1,0.13313,2.255617,[73 29] ; [14 11],[69.87401575 32.12598425] ; [17.12598425  7.87401575],0
s3,1,0.151763,2.054443,[56 44] ; [10 15],[52.8 47.2] ; [13.2 11.8],0
p9,1,0.167757,1.902877,[72 27] ; [14 10],[69.2195122 29.7804878] ; [16.7804878  7.2195122],0
a8,1,0.208287,1.583296,[ 8 86] ; [ 4 19],[ 9.64102564 84.35897436] ; [ 2.35897436 20.64102564],0
b2,1,0.22112,1.497085,[18 41] ; [ 2 12],[16.16438356 42.83561644] ; [ 3.83561644 10.16438356],0
b3,1,0.22112,1.497085,[18 41] ; [ 2 12],[16.16438356 42.83561644] ; [ 3.83561644 10.16438356],0
d2,1,0.225167,1.471131,[42 60] ; [ 7 18],[39.35433071 62.64566929] ; [ 9.64566929 15.35433071],0
v2,1,0.227946,1.453634,[50 45] ; [ 8 13],[47.5 47.5] ; [10.5 10.5],0
a3,1,0.231823,1.429643,[70 32] ; [14 11],[67.46456693 34.53543307] ; [16.53543307  8.46456693],0
s1,1,0.264351,1.245827,[ 3 95] ; [ 2 23],[ 3.98373984 94.01626016] ; [ 1.01626016 23.98373984],0
b1,1,0.327824,0.957474,[46 56] ; [14 11],[48.18897638 53.81102362] ; [11.81102362 13.18897638],0
p2,1,0.337504,0.91989,[78 23] ; [17  8],[76.15079365 24.84920635] ; [18.84920635  6.15079365],0
p6,1,0.349419,0.875565,[25 72] ; [ 4 20],[23.24793388 73.75206612] ; [ 5.75206612 18.24793388],0
p7,1,0.36131,0.833333,[46 50] ; [14 10],[48. 48.] ; [12. 12.],0
u2,1,0.371729,0.797878,[24  7] ; [7 4],[22.88095238  8.11904762] ; [8.11904762 2.88095238],0
p8,1,0.372631,0.794872,[40 60] ; [12 12],[41.93548387 58.06451613] ; [10.06451613 13.93548387],0
r2,1,0.389027,0.741982,[98  4] ; [23  2],[97.18110236  4.81889764] ; [23.81889764  1.18110236],0
a2,1,0.43262,0.615779,[19 83] ; [ 3 22],[17.66929134 84.33070866] ; [ 4.33070866 20.66929134],0
p11,1,0.435862,0.607152,[65 37] ; [18  7],[66.66141732 35.33858268] ; [16.33858268  8.66141732],0
b4,1,0.478239,0.502877,[61 41] ; [13 12],[59.43307087 42.56692913] ; [14.56692913 10.43307087],0
a4,1,0.562808,0.334865,[39 63] ; [ 8 17],[37.7480315 64.2519685] ; [ 9.2519685 15.7480315],0
s4,1,0.565914,0.329567,[17 85] ; [ 3 22],[16.06299213 85.93700787] ; [ 3.93700787 21.06299213],0
n4,1,0.590672,0.289295,[51 51] ; [14 11],[52.20472441 49.79527559] ; [12.79527559 12.20472441],0
p10,1,0.63002,0.232034,[63 36] ; [14 10],[61.97560976 37.02439024] ; [15.02439024  8.97560976],0
n2,1,0.649273,0.206818,[21  7] ; [9 2],[21.53846154  6.46153846] ; [8.46153846 2.53846154],0
a5,1,0.65742,0.196673,[70 32] ; [16  9],[69.07086614 32.92913386] ; [16.92913386  8.07086614],0
v1,1,0.70166,0.146751,[46 54] ; [10 14],[45.16129032 54.83870968] ; [10.83870968 13.16129032],0
s7,1,0.742165,0.108233,[32 62] ; [ 7 16],[31.33333333 62.66666667] ; [ 7.66666667 15.33333333],0
s8,1,0.756407,0.096226,[36 66] ; [ 8 17],[35.33858268 66.66141732] ; [ 8.66141732 16.33858268],0
s6,1,0.756642,0.096034,[56 45] ; [13 12],[55.30952381 45.69047619] ; [13.69047619 11.30952381],0
u3,1,0.760013,0.093308,[24  7] ; [9 2],[24.35714286  6.64285714] ; [8.64285714 2.35714286],0
n5,1,0.783032,0.075828,[39 62] ; [10 14],[39.592 61.408] ; [ 9.408 14.592],0
b5,1,0.799739,0.064356,[64 38] ; [15 10],[63.4488189 38.5511811] ; [15.5511811  9.4488189],0
n1,1,0.808514,0.05873,[12 15] ; [4 6],[11.67567568 15.32432432] ; [4.32432432 5.67567568],0
p3,1,0.815423,0.054493,[43 58] ; [10 15],[42.48412698 58.51587302] ; [10.51587302 14.48412698],0
a6,1,0.875886,0.024394,[71 31] ; [17  8],[70.67716535 31.32283465] ; [17.32283465  7.67716535],0
r1,1,0.906746,0.013723,[88 13] ; [22  3],[88.17460317 12.82539683] ; [21.82539683  3.17460317],0
p4,1,1.0,0.0,[48 52] ; [12 13],[48. 52.] ; [12. 13.],0
v3,1,1.0,0.0,[28 64] ; [ 7 16],[28. 64.] ; [ 7. 16.],0
