Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000954,10.914429,[4 9] ; [32  8],[8.83018868 4.16981132] ; [27.16981132 12.83018868],1
d2,1,0.006446,7.421235,[ 2 11] ; [23 16],[6.25 6.75] ; [18.75 20.25],0
u3,1,0.011072,6.453782,[5 3] ; [ 2 14],[2.33333333 5.66666667] ; [ 4.66666667 11.33333333],0
b5,1,0.066634,3.364044,[9 4] ; [16 24],[6.13207547 6.86792453] ; [18.86792453 21.13207547],0
a6,1,0.088843,2.895206,[ 3 10] ; [20 20],[5.64150943 7.35849057] ; [17.35849057 22.64150943],0
a5,1,0.093959,2.805208,[4 9] ; [23 17],[6.62264151 6.37735849] ; [20.37735849 19.62264151],0
n2,1,0.099593,2.712054,[1 5] ; [13 11],[2.8 3.2] ; [11.2 12.8],0
s6,1,0.128452,2.311111,[ 1 12] ; [11 28],[ 3. 10.] ; [ 9. 30.],0
d3,1,0.128706,2.308041,[8 5] ; [15 25],[5.64150943 7.35849057] ; [17.35849057 22.64150943],0
u2,1,0.143235,2.142857,[5 3] ; [ 5 11],[3.33333333 4.66666667] ; [6.66666667 9.33333333],0
n6,1,0.146823,2.104948,[5 8] ; [24 15],[7.25 5.75] ; [21.75 17.25],0
a3,1,0.146823,2.104948,[5 8] ; [24 15],[7.25 5.75] ; [21.75 17.25],0
p11,1,0.148925,2.083225,[6 7] ; [10 30],[3.9245283 9.0754717] ; [12.0754717 27.9245283],0
p8,1,0.213778,1.545657,[5 8] ; [ 8 30],[3.31372549 9.68627451] ; [ 9.68627451 28.31372549],0
s7,1,0.213997,1.544181,[ 1 10] ; [10 27],[2.52083333 8.47916667] ; [ 8.47916667 28.52083333],0
s8,1,0.222883,1.485714,[ 1 12] ; [ 9 30],[ 2.5 10.5] ; [ 7.5 31.5],0
d4,1,0.226229,1.464412,[9 4] ; [20 20],[7.11320755 5.88679245] ; [21.88679245 18.11320755],0
v2,1,0.275389,1.189705,[ 1 12] ; [ 8 30],[ 2.29411765 10.70588235] ; [ 6.70588235 31.29411765],0
p7,1,0.28668,1.13515,[5 7] ; [10 29],[3.52941176 8.47058824] ; [11.47058824 27.52941176],0
b4,1,0.290338,1.118052,[9 4] ; [21 19],[7.35849057 5.64150943] ; [22.64150943 17.35849057],0
p2,1,0.298752,1.079757,[7 6] ; [15 25],[5.39622642 7.60377358] ; [16.60377358 23.39622642],0
p6,1,0.374742,0.787879,[ 1 12] ; [ 7 32],[ 2. 11.] ; [ 6. 33.],0
a4,1,0.393438,0.728291,[ 3 10] ; [14 25],[4.25 8.75] ; [12.75 26.25],0
p10,1,0.405783,0.691122,[6 7] ; [13 26],[4.75 8.25] ; [14.25 24.75],0
p9,1,0.411144,0.675489,[6 7] ; [12 24],[4.7755102 8.2244898] ; [13.2244898 22.7755102],0
v4,1,0.452505,0.564369,[9 4] ; [23 17],[7.8490566 5.1509434] ; [24.1509434 15.8490566],0
n3,1,0.493886,0.46805,[3 3] ; [ 8 15],[2.27586207 3.72413793] ; [ 8.72413793 14.27586207],0
p1,1,0.498996,0.457071,[ 1 12] ; [ 6 34],[ 1.71698113 11.28301887] ; [ 5.28301887 34.71698113],0
p3,1,0.547168,0.362415,[4 9] ; [ 9 31],[3.18867925 9.81132075] ; [ 9.81132075 30.18867925],0
b1,1,0.569519,0.323489,[8 5] ; [21 19],[7.11320755 5.88679245] ; [21.88679245 18.11320755],0
d5,1,0.569519,0.323489,[8 5] ; [21 19],[7.11320755 5.88679245] ; [21.88679245 18.11320755],0
b2,1,0.574922,0.314516,[2 6] ; [11 20],[2.66666667 5.33333333] ; [10.33333333 20.66666667],0
b3,1,0.574922,0.314516,[2 6] ; [11 20],[2.66666667 5.33333333] ; [10.33333333 20.66666667],0
n1,1,0.580498,0.30543,[2 4] ; [11 13],[2.6 3.4] ; [10.4 13.6],0
d1,1,0.660205,0.193275,[4 9] ; [15 25],[4.66037736 8.33962264] ; [14.33962264 25.66037736],0
r1,1,0.695653,0.153034,[6 7] ; [16 24],[5.39622642 7.60377358] ; [16.60377358 23.39622642],0
a7,1,0.695653,0.153034,[6 7] ; [16 24],[5.39622642 7.60377358] ; [16.60377358 23.39622642],0
s3,1,0.740722,0.109493,[3 8] ; [13 27],[3.45098039 7.54901961] ; [12.54901961 27.45098039],0
r2,1,0.825283,0.048733,[8 4] ; [24 14],[7.68 4.32] ; [24.32 13.68],0
s2,1,0.859921,0.031143,[ 2 11] ; [ 7 33],[ 2.20754717 10.79245283] ; [ 6.79245283 33.20754717],0
r4,1,0.859921,0.031143,[ 2 11] ; [ 7 33],[ 2.20754717 10.79245283] ; [ 6.79245283 33.20754717],0
s4,1,0.965559,0.001864,[ 3 10] ; [ 9 31],[ 2.94339623 10.05660377] ; [ 9.05660377 30.94339623],0
a2,1,0.981807,0.00052,[ 1 12] ; [ 3 37],[ 0.98113208 12.01886792] ; [ 3.01886792 36.98113208],0
p4,1,1.0,0.0,[4 9] ; [12 27],[4. 9.] ; [12. 27.],0
