Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.889112,[24  5] ; [12 37],[13.38461538 15.61538462] ; [22.61538462 26.38461538],1
s8,1,1.3e-05,18.973215,[17 14] ; [ 5 44],[ 8.525 22.475] ; [13.475 35.525],1
v1,1,2.9e-05,17.49847,[20 11] ; [ 9 40],[11.2375 19.7625] ; [17.7625 31.2375],1
s3,1,0.00027,13.268871,[22  9] ; [14 34],[14.12658228 16.87341772] ; [21.87341772 26.12658228],1
s7,1,0.000327,12.911327,[16 10] ; [ 9 37],[ 9.02777778 16.97222222] ; [15.97222222 30.02777778],1
p4,1,0.000988,10.850825,[20 11] ; [13 35],[12.94936709 18.05063291] ; [20.05063291 27.94936709],1
d3,1,0.003039,8.784106,[19 12] ; [14 36],[12.62962963 18.37037037] ; [20.37037037 29.62962963],0
p3,1,0.003086,8.755905,[17 14] ; [11 38],[10.85 20.15] ; [17.15 31.85],0
r3,1,0.009701,6.689032,[26  5] ; [28 22],[20.66666667 10.33333333] ; [33.33333333 16.66666667],0
s5,1,0.00979,6.672682,[13 17] ; [ 8 40],[ 8.07692308 21.92307692] ; [12.92307692 35.07692308],0
v2,1,0.013064,6.160372,[17 14] ; [13 35],[11.7721519 19.2278481] ; [18.2278481 29.7721519],0
u3,1,0.049662,3.852843,[7 5] ; [ 6 18],[4.33333333 7.66666667] ; [ 8.66666667 15.33333333],0
s1,1,0.058986,3.565655,[ 5 26] ; [ 2 48],[ 2.67901235 28.32098765] ; [ 4.32098765 45.67901235],0
p8,1,0.063893,3.433336,[13 18] ; [11 38],[ 9.3 21.7] ; [14.7 34.3],0
d1,1,0.079259,3.080026,[16 15] ; [16 34],[12.24691358 18.75308642] ; [19.75308642 30.24691358],0
a6,1,0.105998,2.612903,[ 7 24] ; [20 30],[10.33333333 20.66666667] ; [16.66666667 33.33333333],0
r4,1,0.117176,2.454668,[21 10] ; [25 25],[17.60493827 13.39506173] ; [28.39506173 21.60493827],0
d4,1,0.131896,2.270049,[24  7] ; [30 19],[20.925 10.075] ; [33.075 15.925],0
u2,1,0.133614,2.25,[6 6] ; [ 6 18],[4. 8.] ; [ 8. 16.],0
p1,1,0.13698,2.211561,[ 4 27] ; [ 2 48],[ 2.2962963 28.7037037] ; [ 3.7037037 46.2962963],0
d5,1,0.162915,1.946956,[21 10] ; [26 24],[17.98765432 13.01234568] ; [29.01234568 20.98765432],0
s4,1,0.183661,1.767748,[ 8 23] ; [ 7 43],[ 5.74074074 25.25925926] ; [ 9.25925926 40.74074074],0
a4,1,0.187241,1.739196,[14 17] ; [15 34],[11.2375 19.7625] ; [17.7625 31.2375],0
n3,1,0.203669,1.615865,[10  5] ; [10 12],[8.10810811 6.89189189] ; [11.89189189 10.10810811],0
n1,1,0.216701,1.526087,[8 7] ; [ 8 16],[6.15384615 8.84615385] ; [ 9.84615385 14.15384615],0
a5,1,0.218479,1.514337,[18 13] ; [22 28],[15.30864198 15.69135802] ; [24.69135802 25.30864198],0
p9,1,0.226736,1.461221,[17 13] ; [20 27],[14.41558442 15.58441558] ; [22.58441558 24.41558442],0
b1,1,0.240115,1.37992,[22  9] ; [29 21],[19.51851852 11.48148148] ; [31.48148148 18.51851852],0
r1,1,0.244028,1.357175,[19 12] ; [24 26],[16.45679012 14.54320988] ; [26.54320988 23.45679012],0
p10,1,0.245945,1.346193,[15 15] ; [18 31],[12.53164557 17.46835443] ; [20.46835443 28.53164557],0
p2,1,0.281971,1.157565,[19 12] ; [24 25],[16.6625 14.3375] ; [26.3375 22.6625],0
p5,1,0.313779,1.014703,[ 3 28] ; [ 2 47],[ 1.9375 29.0625] ; [ 3.0625 45.9375],0
v4,1,0.353679,0.860215,[25  6] ; [35 14],[23.25  7.75] ; [36.75 12.25],0
n5,1,0.403831,0.696889,[17 13] ; [33 17],[18.75 11.25] ; [31.25 18.75],0
b3,1,0.435058,0.609282,[ 6 13] ; [12 16],[ 7.27659574 11.72340426] ; [10.72340426 17.27659574],0
b2,1,0.435058,0.609282,[ 6 13] ; [12 16],[ 7.27659574 11.72340426] ; [10.72340426 17.27659574],0
