Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.7e-05,17.61132,[59 26] ; [17 35],[47.15328467 37.84671533] ; [28.84671533 23.15328467],1
a6,1,0.000154,14.320165,[62 23] ; [21 31],[51.49635036 33.50364964] ; [31.50364964 20.49635036],1
u1,1,0.000992,10.842427,[22 63] ; [ 2 50],[14.89051095 70.10948905] ; [ 9.10948905 42.89051095],1
r4,1,0.001416,10.184802,[77  8] ; [36 16],[70.10948905 14.89051095] ; [42.89051095  9.10948905],0
a2,1,0.002044,9.510015,[23 62] ; [ 3 49],[16.13138686 68.86861314] ; [ 9.86861314 42.13138686],0
r2,1,0.002389,9.223699,[80  3] ; [41 10],[74.94776119  8.05223881] ; [46.05223881  4.94776119],0
d1,1,0.005098,7.844256,[52 33] ; [19 33],[44.05109489 40.94890511] ; [26.94890511 25.05109489],0
v4,1,0.006916,7.294583,[80  5] ; [41 11],[75.0729927  9.9270073] ; [45.9270073  6.0729927],0
p10,1,0.007292,7.199484,[59 24] ; [25 27],[51.64444444 31.35555556] ; [32.35555556 19.64444444],0
v2,1,0.008266,6.974853,[48 34] ; [17 32],[40.6870229 41.3129771] ; [24.3129771 24.6870229],0
d4,1,0.012986,6.170994,[70 15] ; [33 19],[63.90510949 21.09489051] ; [39.09489051 12.90510949],0
r3,1,0.015165,5.897178,[79  6] ; [41 11],[74.45255474 10.54744526] ; [45.54744526  6.45255474],0
s1,1,0.027417,4.864339,[ 3 82] ; [ 7 44],[ 6.25 78.75] ; [ 3.75 47.25],0
p9,1,0.043368,4.080983,[57 25] ; [26 24],[51.56060606 30.43939394] ; [31.43939394 18.56060606],0
u2,1,0.047203,3.938132,[17 13] ; [ 6 15],[13.52941176 16.47058824] ; [ 9.47058824 11.52941176],0
d5,1,0.053421,3.730713,[64 21] ; [31 21],[58.94160584 26.05839416] ; [36.05839416 15.94160584],0
r1,1,0.075891,3.15078,[63 22] ; [31 21],[58.32116788 26.67883212] ; [35.67883212 16.32116788],0
a1,1,0.085993,2.947826,[ 8 77] ; [ 1 51],[ 5.58394161 79.41605839] ; [ 3.41605839 48.58394161],0
b5,1,0.09089,2.858538,[58 27] ; [28 24],[53.35766423 31.64233577] ; [32.64233577 19.35766423],0
