Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.7e-05,17.61132,[59 26] ; [17 35],[47.15328467 37.84671533] ; [28.84671533 23.15328467],1
n4,1,0.159579,1.978207,[65 20] ; [34 18],[61.42335766 23.57664234] ; [37.57664234 14.42335766],0
s3,1,0.183721,1.767264,[39 44] ; [18 33],[35.30597015 47.69402985] ; [21.69402985 29.30597015],0
v3,1,0.195982,1.672066,[33 47] ; [15 35],[29.53846154 50.46153846] ; [18.46153846 31.53846154],0
s6,1,0.220933,1.498302,[55 29] ; [28 23],[51.64444444 32.35555556] ; [31.35555556 19.64444444],0
b1,1,0.240587,1.377153,[37 48] ; [28 24],[40.32846715 44.67153285] ; [24.67153285 27.32846715],0
a5,1,0.269113,1.221264,[57 28] ; [30 22],[53.97810219 31.02189781] ; [33.02189781 18.97810219],0
a3,1,0.362191,0.830281,[55 29] ; [30 22],[52.5 31.5] ; [32.5 19.5],0
b4,1,0.367056,0.813607,[54 31] ; [29 23],[51.49635036 33.50364964] ; [31.50364964 20.49635036],0
v1,1,0.397402,0.716174,[35 47] ; [18 33],[32.67669173 49.32330827] ; [20.32330827 30.67669173],0
u4,1,0.399278,0.710501,[ 4 81] ; [ 1 51],[ 3.10218978 81.89781022] ; [ 1.89781022 50.10218978],0
p3,1,0.495144,0.465328,[31 54] ; [16 36],[29.16058394 55.83941606] ; [17.83941606 34.16058394],0
n3,1,0.508332,0.4375,[17  7] ; [11  7],[16.  8.] ; [12.  6.],0
s2,1,0.581567,0.303708,[37 47] ; [20 31],[35.46666667 48.53333333] ; [21.53333333 29.46666667],0
p4,1,0.605828,0.266295,[30 54] ; [16 35],[28.62222222 55.37777778] ; [17.37777778 33.62222222],0
s7,1,0.61148,0.258025,[34 46] ; [19 31],[32.61538462 47.38461538] ; [20.38461538 29.61538462],0
u3,1,0.633769,0.226984,[17 13] ; [11 11],[16.15384615 13.84615385] ; [11.84615385 10.15384615],0
p7,1,0.63479,0.225621,[26 57] ; [18 33],[27.25373134 55.74626866] ; [16.74626866 34.25373134],0
b3,1,0.670991,0.180445,[20 33] ; [12 24],[19.05617978 33.94382022] ; [12.94382022 23.05617978],0
b2,1,0.670991,0.180445,[20 33] ; [12 24],[19.05617978 33.94382022] ; [12.94382022 23.05617978],0
n5,1,0.678955,0.171304,[61 24] ; [39 13],[62.04379562 22.95620438] ; [37.95620438 14.04379562],0
p8,1,0.722322,0.126279,[19 66] ; [13 39],[19.8540146 65.1459854] ; [12.1459854 39.8540146],0
p1,1,0.781558,0.076889,[ 7 78] ; [ 5 47],[ 7.44525547 77.55474453] ; [ 4.55474453 47.44525547],0
a8,1,0.822038,0.050591,[ 7 71] ; [ 4 47],[ 6.65116279 71.34883721] ; [ 4.34883721 46.65116279],0
s5,1,0.870692,0.026497,[24 58] ; [15 34],[24.41221374 57.58778626] ; [14.58778626 34.41221374],0
d2,1,0.874092,0.02511,[42 43] ; [24 26],[41.55555556 43.44444444] ; [24.44444444 25.55555556],0
p5,1,0.90375,0.014623,[ 7 76] ; [ 4 47],[ 6.81343284 76.18656716] ; [ 4.18656716 46.81343284],0
p12,1,0.909638,0.012881,[ 7 78] ; [ 4 48],[ 6.82481752 78.17518248] ; [ 4.17518248 47.82481752],0
p6,1,0.914954,0.011405,[19 66] ; [11 40],[18.75 66.25] ; [11.25 39.75],0
n1,1,0.920167,0.010045,[10 13] ; [ 9 11],[10.1627907 12.8372093] ; [ 8.8372093 11.1627907],0
s8,1,0.92789,0.00819,[34 51] ; [20 31],[33.75 51.25] ; [20.25 30.75],0
a4,1,0.974571,0.001016,[36 48] ; [22 29],[36.08888889 47.91111111] ; [21.91111111 29.08888889],0
s4,1,0.98012,0.000621,[19 64] ; [12 40],[19.05925926 63.94074074] ; [11.94074074 40.05925926],0
p11,1,0.993611,6.4e-05,[54 31] ; [33 19],[53.97810219 31.02189781] ; [33.02189781 18.97810219],0
n2,1,1.0,0.0,[18  6] ; [15  5],[18.  6.] ; [15.  5.],0
