Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.014442,5.983264,[19  6] ; [ 9 13],[14.89361702 10.10638298] ; [13.10638298  8.89361702],0
d3,1,0.040004,4.217695,[15 10] ; [ 7 16],[11.45833333 13.54166667] ; [10.54166667 12.45833333],0
p2,1,0.044922,4.021551,[17  8] ; [ 9 14],[13.54166667 11.45833333] ; [12.45833333 10.54166667],0
a5,1,0.045249,4.009342,[ 7 18] ; [13 10],[10.41666667 14.58333333] ; [ 9.58333333 13.41666667],0
p4,1,0.057373,3.611742,[12 13] ; [ 5 18],[ 8.85416667 16.14583333] ; [ 8.14583333 14.85416667],0
b4,1,0.057373,3.611742,[13 12] ; [18  5],[16.14583333  8.85416667] ; [14.85416667  8.14583333],0
d5,1,0.087107,2.927039,[17  8] ; [10 13],[14.0625 10.9375] ; [12.9375 10.0625],0
u2,1,0.093216,2.817937,[8 5] ; [3 8],[5.95833333 7.04166667] ; [5.04166667 5.95833333],0
s6,1,0.117206,2.454261,[12 13] ; [ 6 17],[ 9.375 15.625] ; [ 8.625 14.375],0
n1,1,0.123778,2.368852,[ 2 13] ; [3 4],[ 3.40909091 11.59090909] ; [1.59090909 5.40909091],0
p1,1,0.129203,2.302059,[ 1 24] ; [ 4 19],[ 2.60416667 22.39583333] ; [ 2.39583333 20.60416667],0
a4,1,0.133277,2.253913,[ 4 21] ; [ 8 15],[ 6.25 18.75] ; [ 5.75 17.25],0
s8,1,0.155221,2.020174,[ 6 19] ; [ 2 21],[ 4.16666667 20.83333333] ; [ 3.83333333 19.16666667],0
v3,1,0.155221,2.020174,[ 6 19] ; [ 2 21],[ 4.16666667 20.83333333] ; [ 3.83333333 19.16666667],0
n3,1,0.169686,1.885714,[9 6] ; [2 5],[7.5 7.5] ; [3.5 3.5],0
p7,1,0.172707,1.859289,[10 15] ; [ 5 18],[ 7.8125 17.1875] ; [ 7.1875 15.8125],0
v2,1,0.204953,1.606723,[10 15] ; [ 5 17],[ 7.9787234 17.0212766] ; [ 7.0212766 14.9787234],0
n6,1,0.20958,1.574323,[17  8] ; [11 11],[14.89361702 10.10638298] ; [13.10638298  8.89361702],0
n4,1,0.213803,1.545484,[13 12] ; [16  7],[15.10416667  9.89583333] ; [13.89583333  9.10416667],0
a7,1,0.242501,1.365995,[14 11] ; [ 9 14],[11.97916667 13.02083333] ; [11.02083333 11.97916667],0
s5,1,0.26762,1.228905,[ 5 20] ; [ 2 21],[ 3.64583333 21.35416667] ; [ 3.35416667 19.64583333],0
d1,1,0.277515,1.179218,[ 9 16] ; [ 5 18],[ 7.29166667 17.70833333] ; [ 6.70833333 16.29166667],0
p3,1,0.297698,1.084477,[ 6 18] ; [ 3 20],[ 4.59574468 19.40425532] ; [ 4.40425532 18.59574468],0
b2,1,0.315814,1.006203,[6 9] ; [ 4 13],[ 4.6875 10.3125] ; [ 5.3125 11.6875],0
b3,1,0.315814,1.006203,[6 9] ; [ 4 13],[ 4.6875 10.3125] ; [ 5.3125 11.6875],0
p5,1,0.337932,0.918261,[ 3 22] ; [ 1 22],[ 2.08333333 22.91666667] ; [ 1.91666667 21.08333333],0
