Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,38.19302,[77 13] ; [ 2 14],[67.0754717 22.9245283] ; [11.9245283  4.0754717],1
r3,1,0.0,29.165721,[89  1] ; [10  6],[84.05660377  5.94339623] ; [14.94339623  1.05660377],1
d1,1,7.3e-05,15.721444,[54 36] ; [ 1 15],[46.69811321 43.30188679] ; [8.30188679 7.69811321],1
a5,1,0.000107,15.016785,[67 23] ; [ 4 12],[60.28301887 29.71698113] ; [10.71698113  5.28301887],1
r2,1,0.000756,11.345605,[84  5] ; [10  5],[80.44230769  8.55769231] ; [13.55769231  1.44230769],1
d4,1,0.002876,8.884233,[75 15] ; [8 8],[70.47169811 19.52830189] ; [12.52830189  3.47169811],0
d5,1,0.004543,8.052936,[74 16] ; [8 8],[69.62264151 20.37735849] ; [12.37735849  3.62264151],0
v4,1,0.00685,7.311921,[85  5] ; [11  4],[82.28571429  7.71428571] ; [13.71428571  1.28571429],0
a3,1,0.007381,7.177946,[55 35] ; [ 4 12],[50.09433962 39.90566038] ; [8.90566038 7.09433962],0
p9,1,0.010171,6.604615,[72 18] ; [8 8],[67.9245283 22.0754717] ; [12.0754717  3.9245283],0
s1,1,0.013935,6.046417,[ 3 87] ; [ 3 13],[ 5.09433962 84.90566038] ; [ 0.90566038 15.09433962],0
d3,1,0.020221,5.392755,[70 20] ; [8 8],[66.22641509 23.77358491] ; [11.77358491  4.22641509],0
v2,1,0.032843,4.553939,[47 40] ; [ 4 12],[43.0776699 43.9223301] ; [7.9223301 8.0776699],0
d2,1,0.041304,4.163511,[35 55] ; [ 2 14],[31.41509434 58.58490566] ; [ 5.58490566 10.41509434],0
p10,1,0.047299,3.934733,[68 22] ; [7 7],[64.90384615 25.09615385] ; [10.09615385  3.90384615],0
s6,1,0.050003,3.841363,[56 32] ; [ 6 10],[52.46153846 35.53846154] ; [9.53846154 6.46153846],0
p3,1,0.072978,3.214745,[50 40] ; [ 5 11],[46.69811321 43.30188679] ; [8.30188679 7.69811321],0
v3,1,0.083505,2.995326,[31 55] ; [ 2 13],[28.0990099 57.9009901] ; [ 4.9009901 10.0990099],0
b4,1,0.140017,2.177772,[57 33] ; [7 9],[54.33962264 35.66037736] ; [9.66037736 6.33962264],0
n3,1,0.16962,1.886299,[13  3] ; [5 4],[11.52  4.48] ; [6.48 2.52],0
s5,1,0.184627,1.759979,[26 61] ; [ 2 13],[23.88235294 63.11764706] ; [ 4.11764706 10.88235294],0
s8,1,0.1878,1.734793,[32 58] ; [ 3 13],[29.71698113 60.28301887] ; [ 5.28301887 10.71698113],0
a7,1,0.190613,1.712874,[70 20] ; [10  6],[67.9245283 22.0754717] ; [12.0754717  3.9245283],0
p2,1,0.242617,1.365324,[76 13] ; [11  4],[74.45192308 14.54807692] ; [12.54807692  2.45192308],0
n6,1,0.247647,1.336529,[58 31] ; [8 8],[55.94285714 33.05714286] ; [10.05714286  5.94285714],0
n4,1,0.288449,1.126844,[35 55] ; [ 4 12],[33.11320755 56.88679245] ; [ 5.88679245 10.11320755],0
n2,1,0.317113,1.000817,[12  4] ; [5 4],[10.88  5.12] ; [6.12 2.88],0
s7,1,0.336701,0.922953,[33 55] ; [ 4 12],[31.30769231 56.69230769] ; [ 5.69230769 10.30769231],0
b5,1,0.404258,0.695624,[55 35] ; [8 8],[53.49056604 36.50943396] ; [9.50943396 6.49056604],0
v1,1,0.446819,0.57871,[36 51] ; [ 5 11],[34.63106796 52.36893204] ; [6.36893204 9.63106796],0
p6,1,0.499374,0.456266,[31 56] ; [ 4 11],[29.85294118 57.14705882] ; [5.14705882 9.85294118],0
b1,1,0.550505,0.356413,[27 63] ; [ 6 10],[28.01886792 61.98113208] ; [ 4.98113208 11.01886792],0
s4,1,0.566783,0.328095,[12 78] ; [ 3 13],[12.73584906 77.26415094] ; [ 2.26415094 13.73584906],0
p1,1,0.607984,0.263122,[ 8 80] ; [ 2 13],[ 8.54368932 79.45631068] ; [ 1.45631068 13.54368932],0
n1,1,0.656005,0.198413,[ 4 12] ; [3 6],[ 4.48 11.52] ; [2.52 6.48],0
s2,1,0.675378,0.175376,[34 55] ; [7 9],[34.75238095 54.24761905] ; [6.24761905 9.75238095],0
a6,1,0.71413,0.134187,[55 35] ; [9 7],[54.33962264 35.66037736] ; [9.66037736 6.33962264],0
p4,1,0.742487,0.107952,[49 41] ; [8 8],[48.39622642 41.60377358] ; [8.60377358 7.39622642],0
a1,1,0.753593,0.098537,[ 4 86] ; [ 1 15],[ 4.24528302 85.75471698] ; [ 0.75471698 15.24528302],0
u2,1,0.807715,0.059232,[19 16] ; [7 5],[19.36170213 15.63829787] ; [6.63829787 5.36170213],0
p7,1,0.841864,0.039804,[67 21] ; [11  3],[67.29411765 20.70588235] ; [10.70588235  3.29411765],0
u3,1,0.860802,0.030749,[18 16] ; [6 6],[17.73913043 16.26086957] ; [6.26086957 5.73913043],0
p5,1,0.880629,0.022552,[ 7 83] ; [ 1 14],[ 6.85714286 83.14285714] ; [ 1.14285714 13.85714286],0
p12,1,0.950692,0.003824,[ 6 84] ; [ 1 15],[ 5.94339623 84.05660377] ; [ 1.05660377 14.94339623],0
p11,1,0.962516,0.002209,[67 23] ; [12  4],[67.0754717 22.9245283] ; [11.9245283  4.0754717],0
s3,1,0.965648,0.001855,[41 48] ; [7 8],[41.07692308 47.92307692] ; [6.92307692 8.07692308],0
b2,1,0.976687,0.000854,[10 39] ; [2 8],[ 9.96610169 39.03389831] ; [2.03389831 7.96610169],0
b3,1,0.976687,0.000854,[10 39] ; [2 8],[ 9.96610169 39.03389831] ; [2.03389831 7.96610169],0
