Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,6e-06,20.639903,[25 77] ; [50 38],[40.26315789 61.73684211] ; [34.73684211 53.26315789],1
v2,1,2.1e-05,18.135561,[28 71] ; [50 34],[42.19672131 56.80327869] ; [35.80327869 48.19672131],1
v3,1,7.9e-05,15.571664,[19 80] ; [39 45],[31.37704918 67.62295082] ; [26.62295082 57.37704918],1
s8,1,9.9e-05,15.146853,[22 82] ; [42 46],[34.66666667 69.33333333] ; [29.33333333 58.66666667],1
p10,1,0.000112,14.931066,[54 49] ; [69 18],[66.67894737 36.32105263] ; [56.32105263 30.67894737],1
a3,1,0.000602,11.770048,[57 47] ; [69 19],[68.25 35.75] ; [57.75 30.25],1
r1,1,0.001138,10.588797,[57 47] ; [68 20],[67.70833333 36.29166667] ; [57.29166667 30.70833333],0
p9,1,0.001164,10.547141,[59 42] ; [70 17],[69.30319149 31.69680851] ; [59.69680851 27.30319149],0
s3,1,0.004671,8.002552,[40 61] ; [53 35],[49.6984127 51.3015873] ; [43.3015873 44.6984127],0
r3,1,0.005383,7.7461,[77 27] ; [79  9],[84.5 19.5] ; [71.5 16.5],0
s7,1,0.009172,6.789094,[29 68] ; [41 43],[37.51381215 59.48618785] ; [32.48618785 51.51381215],0
p7,1,0.009241,6.775732,[37 65] ; [48 39],[45.87301587 56.12698413] ; [39.12698413 47.87301587],0
d4,1,0.011622,6.367694,[62 41] ; [68 20],[70.10471204 32.89528796] ; [59.89528796 28.10471204],0
n3,1,0.015234,5.88925,[21 19] ; [22  5],[25.67164179 14.32835821] ; [17.32835821  9.67164179],0
v4,1,0.016015,5.801215,[80 23] ; [78  8],[86.10582011 16.89417989] ; [71.89417989 14.10582011],0
p2,1,0.019662,5.441619,[61 43] ; [65 22],[68.60732984 35.39267016] ; [57.39267016 29.60732984],0
r4,1,0.020925,5.333031,[67 37] ; [70 18],[74.20833333 29.79166667] ; [62.79166667 25.20833333],0
s6,1,0.023165,5.156064,[44 59] ; [51 35],[51.77248677 51.22751323] ; [43.22751323 42.77248677],0
b5,1,0.024485,5.059975,[41 63] ; [49 39],[48.75 55.25] ; [41.25 46.75],0
s5,1,0.025618,4.981646,[20 80] ; [30 57],[26.73796791 73.26203209] ; [23.26203209 63.73796791],0
r2,1,0.028068,4.823879,[79 23] ; [77  9],[84.63829787 17.36170213] ; [71.36170213 14.63829787],0
p3,1,0.031917,4.60295,[31 73] ; [39 48],[38.11518325 65.88481675] ; [31.88481675 55.11518325],0
d1,1,0.050956,3.809734,[33 71] ; [40 48],[39.54166667 64.45833333] ; [33.45833333 54.54166667],0
d5,1,0.053981,3.713289,[58 46] ; [61 27],[64.45833333 39.54166667] ; [54.54166667 33.45833333],0
p5,1,0.078376,3.09827,[ 5 99] ; [10 75],[ 8.25396825 95.74603175] ; [ 6.74603175 78.25396825],0
a5,1,0.103394,2.652394,[59 45] ; [60 28],[64.45833333 39.54166667] ; [54.54166667 33.45833333],0
a4,1,0.105541,2.619756,[35 68] ; [40 48],[40.44502618 62.55497382] ; [34.55497382 53.44502618],0
u3,1,0.1162,2.467812,[15 32] ; [10  9],[17.8030303 29.1969697] ; [ 7.1969697 11.8030303],0
p11,1,0.122949,2.379348,[66 38] ; [65 23],[70.95833333 33.04166667] ; [60.04166667 27.95833333],0
b4,1,0.141517,2.16139,[63 41] ; [44 44],[57.95833333 46.04166667] ; [49.04166667 38.95833333],0
a2,1,0.162269,1.952956,[ 6 98] ; [10 78],[ 8.66666667 95.33333333] ; [ 7.33333333 80.66666667],0
n1,1,0.172245,1.863294,[14 28] ; [13 13],[16.67647059 25.32352941] ; [10.32352941 15.67647059],0
n2,1,0.222209,1.49005,[27 16] ; [20  6],[29.28985507 13.71014493] ; [17.71014493  8.28985507],0
b2,1,0.240594,1.377108,[19 38] ; [28 36],[22.14049587 34.85950413] ; [24.85950413 39.14049587],0
b3,1,0.240594,1.377108,[19 38] ; [28 36],[22.14049587 34.85950413] ; [24.85950413 39.14049587],0
d3,1,0.281854,1.158128,[37 67] ; [38 50],[40.625 63.375] ; [34.375 53.625],0
n5,1,0.306608,1.045229,[70 33] ; [65 22],[73.18421053 29.81578947] ; [61.81578947 25.18421053],0
a1,1,0.355759,0.852809,[  4 100] ; [ 6 82],[ 5.41666667 98.58333333] ; [ 4.58333333 83.41666667],0
p4,1,0.415971,0.661669,[37 65] ; [37 51],[39.72631579 62.27368421] ; [34.27368421 53.72631579],0
d2,1,0.453068,0.562965,[42 60] ; [41 47],[44.55789474 57.44210526] ; [38.44210526 49.55789474],0
n4,1,0.533008,0.388654,[71 33] ; [63 24],[72.96335079 31.03664921] ; [61.03664921 25.96335079],0
a6,1,0.536378,0.382294,[45 59] ; [42 46],[47.125 56.875] ; [39.875 48.125],0
u1,1,0.548779,0.359509,[  4 100] ; [ 5 83],[ 4.875 99.125] ; [ 4.125 83.875],0
a8,1,0.588809,0.292208,[ 9 87] ; [ 6 78],[ 8. 88.] ; [ 7. 77.],0
n6,1,0.694481,0.154278,[76 28] ; [65 21],[77.17894737 26.82105263] ; [63.82105263 22.17894737],0
p8,1,0.72856,0.120438,[33 71] ; [30 58],[34.125 69.875] ; [28.875 59.125],0
s4,1,0.736925,0.112848,[17 87] ; [16 72],[17.875 86.125] ; [15.125 72.875],0
s1,1,0.778027,0.079463,[ 6 97] ; [ 6 82],[ 6.47120419 96.52879581] ; [ 5.52879581 82.47120419],0
p12,1,0.796242,0.066674,[  4 100] ; [ 4 83],[ 4.35602094 99.64397906] ; [ 3.64397906 83.35602094],0
p1,1,0.816446,0.053879,[ 8 96] ; [ 6 82],[ 7.58333333 96.41666667] ; [ 6.41666667 81.58333333],0
u2,1,0.899542,0.015937,[21 25] ; [ 9 10],[21.23076923 24.76923077] ; [ 8.76923077 10.23076923],0
u4,1,0.905368,0.014133,[  1 103] ; [ 1 87],[  1.08333333 102.91666667] ; [ 0.91666667 87.08333333],0
b1,1,0.961459,0.002335,[50 54] ; [42 46],[49.83333333 54.16666667] ; [42.16666667 45.83333333],0
