Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,21.8484,[58  5] ; [75 52],[44.1 18.9] ; [88.9 38.1],1
s2,1,8.2e-05,15.50178,[44 20] ; [49 78],[31.16230366 32.83769634] ; [61.83769634 65.16230366],1
s3,1,0.000247,13.436828,[46 17] ; [56 69],[34.18085106 28.81914894] ; [67.81914894 57.18085106],1
p6,1,0.00128,10.370792,[42 22] ; [52 75],[31.4973822 32.5026178] ; [62.5026178 64.4973822],0
r1,1,0.002417,9.20259,[57  8] ; [85 41],[48.32460733 16.67539267] ; [93.67539267 32.32460733],0
b5,1,0.004127,8.227227,[29 36] ; [84 43],[38.25520833 26.74479167] ; [74.74479167 52.25520833],0
r4,1,0.007062,7.257116,[62  3] ; [103  24],[55.859375  9.140625] ; [109.140625  17.859375],0
v1,1,0.00734,7.187722,[35 29] ; [43 82],[26.41269841 37.58730159] ; [51.58730159 73.41269841],0
a1,1,0.011998,6.311179,[ 6 59] ; [  2 125],[ 2.70833333 62.29166667] ; [  5.29166667 121.70833333],0
p5,1,0.012221,6.278548,[16 48] ; [ 14 113],[10.05235602 53.94764398] ; [ 19.94764398 107.05235602],0
a4,1,0.01815,5.581566,[32 33] ; [40 86],[24.5026178 40.4973822] ; [47.4973822 78.5026178],0
b4,1,0.037384,4.332842,[40 25] ; [58 69],[33.17708333 31.82291667] ; [64.82291667 62.17708333],0
s4,1,0.037953,4.307118,[20 45] ; [ 22 103],[14.36842105 50.63157895] ; [27.63157895 97.36842105],0
b2,1,0.040091,4.214026,[18 24] ; [17 53],[13.125 28.875] ; [21.875 48.125],0
b3,1,0.040091,4.214026,[18 24] ; [17 53],[13.125 28.875] ; [21.875 48.125],0
d4,1,0.041794,4.143546,[56  8] ; [95 32],[50.59685864 13.40314136] ; [100.40314136  26.59685864],0
p9,1,0.041826,4.142243,[59  5] ; [102  24],[54.23157895  9.76842105] ; [106.76842105  19.23157895],0
s8,1,0.044885,4.022964,[36 29] ; [51 76],[29.453125 35.546875] ; [57.546875 69.453125],0
p10,1,0.049981,3.842092,[58  6] ; [100  26],[53.22105263 10.77894737] ; [104.77894737  21.22105263],0
p3,1,0.068576,3.316787,[42 23] ; [64 62],[36.07329843 28.92670157] ; [69.92670157 56.07329843],0
s7,1,0.06945,3.295979,[37 26] ; [54 67],[31.1576087 31.8423913] ; [59.8423913 61.1576087],0
n2,1,0.075355,3.162353,[14  3] ; [14 11],[11.33333333  5.66666667] ; [16.66666667  8.33333333],0
p11,1,0.080113,3.0626,[57  8] ; [98 29],[52.47395833 12.52604167] ; [102.52604167  24.47395833],0
a5,1,0.103656,2.648379,[49 16] ; [81 46],[44.01041667 20.98958333] ; [85.98958333 41.01041667],0
n1,1,0.105168,2.625367,[10  7] ; [ 8 16],[7.46341463 9.53658537] ; [10.53658537 13.46341463],0
a7,1,0.116435,2.464626,[41 24] ; [94 33],[45.703125 19.296875] ; [89.296875 37.703125],0
p4,1,0.131107,2.279346,[48 17] ; [80 47],[43.33333333 21.66666667] ; [84.66666667 42.33333333],0
p12,1,0.131498,2.274733,[ 6 58] ; [  5 121],[ 3.70526316 60.29473684] ; [  7.29473684 118.70526316],0
p7,1,0.143762,2.137217,[54  9] ; [95 29],[50.19786096 12.80213904] ; [98.80213904 25.19786096],0
a3,1,0.145052,2.123526,[44 21] ; [71 54],[39.34210526 25.65789474] ; [75.65789474 49.34210526],0
d1,1,0.172479,1.861263,[40 25] ; [65 62],[35.546875 29.453125] ; [69.453125 57.546875],0
r3,1,0.248252,1.333115,[61  3] ; [115  12],[58.97382199  5.02617801] ; [117.02617801   9.97382199],0
n3,1,0.288256,1.127751,[11  5] ; [13 12],[9.36585366 6.63414634] ; [14.63414634 10.36585366],0
r2,1,0.294903,1.097103,[62  3] ; [114  11],[60.21052632  4.78947368] ; [115.78947368   9.21052632],0
a8,1,0.30828,1.038032,[10 51] ; [ 13 105],[ 7.83798883 53.16201117] ; [ 15.16201117 102.83798883],0
d5,1,0.3179,0.997567,[52 12] ; [95 32],[49.2565445 14.7434555] ; [97.7434555 29.2565445],0
v4,1,0.352568,0.864193,[62  2] ; [119   8],[60.64921466  3.35078534] ; [120.35078534   6.64921466],0
u1,1,0.355576,0.853458,[ 9 56] ; [ 12 115],[ 7.109375 57.890625] ; [ 13.890625 113.109375],0
p2,1,0.361132,0.833953,[60  4] ; [114  13],[58.30366492  5.69633508] ; [115.69633508  11.30366492],0
d2,1,0.366925,0.814052,[30 35] ; [50 77],[27.08333333 37.91666667] ; [52.91666667 74.08333333],0
a6,1,0.420578,0.648699,[36 29] ; [78 49],[38.59375 26.40625] ; [75.40625 51.59375],0
b1,1,0.425947,0.63385,[30 35] ; [51 76],[27.421875 37.578125] ; [53.578125 73.421875],0
u2,1,0.544452,0.36735,[10 11] ; [31 25],[11.18181818  9.81818182] ; [29.81818182 26.18181818],0
d3,1,0.589751,0.290733,[45 20] ; [83 44],[43.33333333 21.66666667] ; [84.66666667 42.33333333],0
a2,1,0.614592,0.253542,[11 54] ; [ 18 109],[ 9.81770833 55.18229167] ; [ 19.18229167 107.81770833],0
n6,1,0.711494,0.136789,[56  9] ; [106  20],[55.13089005  9.86910995] ; [106.86910995  19.13089005],0
u3,1,0.729831,0.119267,[12  9] ; [29 26],[11.32894737  9.67105263] ; [29.67105263 25.32894737],0
p1,1,0.734113,0.115368,[ 8 55] ; [ 14 113],[ 7.29473684 55.70526316] ; [ 14.70526316 112.29473684],0
n4,1,0.747325,0.103792,[49 16] ; [93 34],[48.07291667 16.92708333] ; [93.92708333 33.07291667],0
v3,1,0.770287,0.085264,[12 51] ; [ 22 105],[11.27368421 51.72631579] ; [ 22.72631579 104.27368421],0
s1,1,0.800069,0.06414,[ 3 61] ; [  7 119],[ 3.36842105 60.63157895] ; [  6.63157895 119.36842105],0
n5,1,0.824084,0.049415,[47 18] ; [93 33],[47.64397906 17.35602094] ; [92.35602094 33.64397906],0
