Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000772,11.30729,[ 5 35] ; [8 6],[ 9.62962963 30.37037037] ; [ 3.37037037 10.62962963],1
d5,1,0.002315,9.281016,[19 22] ; [13  1],[23.85454545 17.14545455] ; [8.14545455 5.85454545],0
p8,1,0.002613,9.059988,[ 8 31] ; [9 5],[12.50943396 26.49056604] ; [4.49056604 9.50943396],0
p4,1,0.003178,8.702433,[10 31] ; [9 4],[14.42592593 26.57407407] ; [4.57407407 8.42592593],0
u2,1,0.009823,6.666667,[ 2 14] ; [3 1],[ 4. 12.] ; [1. 3.],0
p7,1,0.010461,6.554622,[ 9 30] ; [8 5],[12.75 26.25] ; [4.25 8.75],0
p3,1,0.016929,5.70375,[ 7 33] ; [7 7],[10.37037037 29.62962963] ; [ 3.62962963 10.37037037],0
u1,1,0.018161,5.580507,[ 1 40] ; [ 3 11],[ 2.98181818 38.01818182] ; [ 1.01818182 12.98181818],0
d1,1,0.019887,5.421815,[12 29] ; [9 5],[15.65454545 25.34545455] ; [5.34545455 8.65454545],0
d4,1,0.024876,5.032521,[18 23] ; [11  3],[21.61818182 19.38181818] ; [7.38181818 6.61818182],0
v3,1,0.049925,3.843984,[ 7 34] ; [6 8],[ 9.69090909 31.30909091] ; [ 3.30909091 10.69090909],0
r4,1,0.049925,3.843984,[ 7 34] ; [6 8],[ 9.69090909 31.30909091] ; [ 3.30909091 10.69090909],0
n6,1,0.057092,3.619914,[23 17] ; [12  2],[25.92592593 14.07407407] ; [9.07407407 4.92592593],0
b5,1,0.075276,3.164049,[18 23] ; [10  4],[20.87272727 20.12727273] ; [7.12727273 6.87272727],0
p2,1,0.082579,3.013393,[15 25] ; [9 5],[17.77777778 22.22222222] ; [6.22222222 7.77777778],0
p12,1,0.091935,2.840168,[ 1 40] ; [ 2 12],[ 2.23636364 38.76363636] ; [ 0.76363636 13.23636364],0
u3,1,0.093533,2.8125,[ 2 14] ; [2 2],[ 3.2 12.8] ; [0.8 3.2],0
p10,1,0.101226,2.686121,[16 25] ; [9 5],[18.63636364 22.36363636] ; [6.36363636 7.63636364],0
s2,1,0.129403,2.299652,[ 9 32] ; [6 8],[11.18181818 29.81818182] ; [ 3.81818182 10.18181818],0
n2,1,0.205483,1.602968,[15 10] ; [6 1],[16.40625  8.59375] ; [4.59375 2.40625],0
a1,1,0.214852,1.538424,[ 9 32] ; [ 1 13],[ 7.45454545 33.54545455] ; [ 2.54545455 11.45454545],0
r1,1,0.237903,1.392979,[16 25] ; [8 6],[17.89090909 23.10909091] ; [6.10909091 7.89090909],0
d3,1,0.237903,1.392979,[16 25] ; [8 6],[17.89090909 23.10909091] ; [6.10909091 7.89090909],0
b4,1,0.244496,1.354482,[22 19] ; [10  4],[23.85454545 17.14545455] ; [8.14545455 5.85454545],0
a2,1,0.257871,1.280151,[ 4 37] ; [ 3 11],[ 5.21818182 35.78181818] ; [ 1.78181818 12.21818182],0
v1,1,0.262517,1.255434,[11 30] ; [6 8],[12.67272727 28.32727273] ; [4.32727273 9.67272727],0
a4,1,0.269767,1.217929,[13 26] ; [7 7],[14.71698113 24.28301887] ; [5.28301887 8.71698113],0
a7,1,0.309024,1.034843,[17 24] ; [8 6],[18.63636364 22.36363636] ; [6.36363636 7.63636364],0
b1,1,0.312029,1.022067,[23 18] ; [10  4],[24.6 16.4] ; [8.4 5.6],0
a5,1,0.448756,0.573792,[28 13] ; [8 6],[26.83636364 14.16363636] ; [9.16363636 4.83636364],0
s6,1,0.484911,0.487798,[13 27] ; [6 8],[14.07407407 25.92592593] ; [4.92592593 9.07407407],0
s8,1,0.506729,0.440816,[ 8 32] ; [ 4 10],[ 8.88888889 31.11111111] ; [ 3.11111111 10.88888889],0
s3,1,0.508009,0.438166,[15 24] ; [ 4 10],[13.98113208 25.01886792] ; [5.01886792 8.98113208],0
p9,1,0.531786,0.390977,[18 20] ; [8 6],[19. 19.] ; [7. 7.],0
p11,1,0.558556,0.34221,[14 27] ; [6 8],[14.90909091 26.09090909] ; [5.09090909 8.90909091],0
a6,1,0.578158,0.309222,[24 17] ; [7 7],[23.10909091 17.89090909] ; [7.89090909 6.10909091],0
n3,1,0.598309,0.277555,[11 13] ; [4 3],[11.61290323 12.38709677] ; [3.38709677 3.61290323],0
s1,1,0.600599,0.274094,[ 5 36] ; [ 1 13],[ 4.47272727 36.52727273] ; [ 1.52727273 12.47272727],0
p5,1,0.605391,0.266941,[ 6 33] ; [ 3 11],[ 6.62264151 32.37735849] ; [ 2.37735849 11.62264151],0
s7,1,0.608623,0.262185,[12 27] ; [5 8],[12.75 26.25] ; [4.25 8.75],0
a3,1,0.619532,0.246526,[25 14] ; [10  4],[25.75471698 13.24528302] ; [9.24528302 4.75471698],0
b2,1,0.641581,0.21668,[12 20] ; [5 6],[12.65116279 19.34883721] ; [4.34883721 6.65116279],0
b3,1,0.641581,0.21668,[12 20] ; [5 6],[12.65116279 19.34883721] ; [4.34883721 6.65116279],0
s5,1,0.792978,0.068878,[10 30] ; [ 4 10],[10.37037037 29.62962963] ; [ 3.62962963 10.37037037],0
p1,1,0.807685,0.05925,[ 7 34] ; [ 2 12],[ 6.70909091 34.29090909] ; [ 2.29090909 11.70909091],0
n1,1,0.80955,0.058084,[13 12] ; [4 3],[13.28125 11.71875] ; [3.71875 3.28125],0
r2,1,0.820171,0.051677,[29 11] ; [9 4],[28.67924528 11.32075472] ; [9.32075472 3.67924528],0
s4,1,0.877,0.023955,[ 8 33] ; [ 3 11],[ 8.2 32.8] ; [ 2.8 11.2],0
n4,1,0.967391,0.001671,[32  9] ; [11  3],[32.05454545  8.94545455] ; [10.94545455  3.05454545],0
d2,1,1.0,0.0,[20 20] ; [7 7],[20. 20.] ; [7. 7.],0
