Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.009108,6.801432,[ 6 11] ; [8 1],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
s5,1,0.011072,6.453782,[ 2 14] ; [5 3],[ 4.66666667 11.33333333] ; [2.33333333 5.66666667],0
s6,1,0.020479,5.370629,[ 6 10] ; [7 1],[8.66666667 7.33333333] ; [4.33333333 3.66666667],0
v3,1,0.036789,4.360165,[ 2 15] ; [4 4],[ 4.08 12.92] ; [1.92 6.08],0
v1,1,0.059894,3.540305,[ 2 15] ; [4 5],[ 3.92307692 13.07692308] ; [2.07692308 6.92307692],0
b1,1,0.074905,3.172113,[ 7 10] ; [7 2],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
n2,1,0.186858,1.742222,[4 1] ; [1 2],[3.125 1.875] ; [1.875 1.125],0
p6,1,0.192373,1.699346,[ 5 12] ; [5 4],[ 6.53846154 10.46153846] ; [3.46153846 5.53846154],0
p1,1,0.214728,1.539263,[ 1 16] ; [2 7],[ 1.96153846 15.03846154] ; [1.03846154 7.96153846],0
p10,1,0.215564,1.53366,[9 8] ; [7 2],[10.46153846  6.53846154] ; [5.53846154 3.46153846],0
s2,1,0.216201,1.529412,[ 7 10] ; [6 3],[8.5 8.5] ; [4.5 4.5],0
a4,1,0.271644,1.208424,[ 4 13] ; [4 5],[ 5.23076923 11.76923077] ; [2.76923077 6.23076923],0
s8,1,0.271644,1.208424,[ 4 13] ; [4 5],[ 5.23076923 11.76923077] ; [2.76923077 6.23076923],0
r3,1,0.29203,1.11024,[12  5] ; [8 1],[13.07692308  3.92307692] ; [6.92307692 2.07692308],0
d5,1,0.333804,0.934085,[10  7] ; [7 2],[11.11538462  5.88461538] ; [5.88461538 3.11538462],0
b4,1,0.333804,0.934085,[10  7] ; [7 2],[11.11538462  5.88461538] ; [5.88461538 3.11538462],0
n6,1,0.333804,0.934085,[10  7] ; [7 2],[11.11538462  5.88461538] ; [5.88461538 3.11538462],0
d1,1,0.340018,0.910364,[8 9] ; [6 3],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
p7,1,0.340018,0.910364,[8 9] ; [6 3],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
a5,1,0.340018,0.910364,[8 9] ; [6 3],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
p11,1,0.340018,0.910364,[8 9] ; [6 3],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
r2,1,0.431847,0.617851,[10  6] ; [7 2],[10.88  5.12] ; [6.12 2.88],0
r1,1,0.484118,0.489574,[ 7 10] ; [5 4],[7.84615385 9.15384615] ; [4.15384615 4.84615385],0
p3,1,0.484118,0.489574,[ 7 10] ; [5 4],[7.84615385 9.15384615] ; [4.15384615 4.84615385],0
a6,1,0.484118,0.489574,[10  7] ; [4 5],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
p8,1,0.540291,0.375,[ 6 10] ; [2 6],[ 5.33333333 10.66666667] ; [2.66666667 5.33333333],0
p4,1,0.648206,0.20817,[ 6 11] ; [4 5],[ 6.53846154 10.46153846] ; [3.46153846 5.53846154],0
p5,1,0.667167,0.184934,[ 1 15] ; [1 8],[ 1.28 14.72] ; [0.72 8.28],0
p12,1,0.667167,0.184934,[ 1 15] ; [1 8],[ 1.28 14.72] ; [0.72 8.28],0
n1,1,0.67329,0.177778,[4 1] ; [2 1],[3.75 1.25] ; [2.25 0.75],0
d3,1,0.68017,0.169935,[9 8] ; [4 5],[8.5 8.5] ; [4.5 4.5],0
a7,1,0.68017,0.169935,[9 8] ; [4 5],[8.5 8.5] ; [4.5 4.5],0
d2,1,0.69574,0.152941,[10  7] ; [6 3],[10.46153846  6.53846154] ; [5.53846154 3.46153846],0
p9,1,0.69574,0.152941,[10  7] ; [6 3],[10.46153846  6.53846154] ; [5.53846154 3.46153846],0
b2,1,0.713628,0.13468,[4 7] ; [4 5],[4.4 6.6] ; [3.6 5.4],0
b3,1,0.713628,0.13468,[4 7] ; [4 5],[4.4 6.6] ; [3.6 5.4],0
n3,1,0.80915,0.058333,[3 2] ; [1 1],[2.85714286 2.14285714] ; [1.14285714 0.85714286],0
n5,1,0.836701,0.042484,[12  5] ; [6 3],[11.76923077  5.23076923] ; [6.23076923 2.76923077],0
b5,1,0.872518,0.025748,[10  7] ; [5 4],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
p2,1,0.898768,0.016184,[9 8] ; [5 4],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
r4,1,0.898768,0.016184,[8 9] ; [4 5],[7.84615385 9.15384615] ; [4.15384615 4.84615385],0
n4,1,0.92036,0.009996,[11  6] ; [6 3],[11.11538462  5.88461538] ; [5.88461538 3.11538462],0
d4,1,0.940006,0.005664,[13  4] ; [7 2],[13.07692308  3.92307692] ; [6.92307692 2.07692308],0
a8,1,0.940006,0.005664,[ 4 13] ; [2 7],[ 3.92307692 13.07692308] ; [2.07692308 6.92307692],0
s1,1,0.96042,0.002463,[ 2 15] ; [1 8],[ 1.96153846 15.03846154] ; [1.03846154 7.96153846],0
