Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000151,14.364621,[20 61] ; [18 10],[28.23853211 52.76146789] ; [ 9.76146789 18.23853211],1
s6,1,0.000193,13.893823,[31 51] ; [22  6],[39.50909091 42.49090909] ; [13.49090909 14.50909091],1
s4,1,0.016053,5.797038,[12 70] ; [10 18],[16.4 65.6] ; [ 5.6 22.4],0
s3,1,0.016761,5.721215,[26 56] ; [16 12],[31.30909091 50.69090909] ; [10.69090909 17.30909091],0
d4,1,0.017346,5.661032,[58 24] ; [26  2],[62.61818182 19.38181818] ; [21.38181818  6.61818182],0
s7,1,0.025101,5.016931,[13 66] ; [10 17],[17.14150943 61.85849057] ; [ 5.85849057 21.14150943],0
d2,1,0.046386,3.967515,[24 58] ; [14 14],[28.32727273 53.67272727] ; [ 9.67272727 18.32727273],0
s8,1,0.057527,3.607297,[15 67] ; [10 18],[18.63636364 63.36363636] ; [ 6.36363636 21.63636364],0
n5,1,0.066207,3.374647,[30 52] ; [ 5 23],[26.09090909 55.90909091] ; [ 8.90909091 19.09090909],0
n1,1,0.080254,3.059753,[ 9 33] ; [6 7],[11.45454545 30.54545455] ; [3.54545455 9.45454545],0
p10,1,0.081276,3.039191,[42 38] ; [20  8],[45.92592593 34.07407407] ; [16.07407407 11.92592593],0
a1,1,0.096616,2.760537,[ 1 81] ; [ 2 26],[ 2.23636364 79.76363636] ; [ 0.76363636 27.23636364],0
a4,1,0.130365,2.288149,[20 62] ; [11 17],[23.10909091 58.89090909] ; [ 7.89090909 20.10909091],0
d1,1,0.154169,2.03051,[37 45] ; [17 11],[40.25454545 41.74545455] ; [13.74545455 14.25454545],0
r2,1,0.158765,1.985953,[67 15] ; [26  2],[69.32727273 12.67272727] ; [23.67272727  4.32727273],0
b4,1,0.159743,1.976657,[56 26] ; [15 13],[52.92727273 29.07272727] ; [18.07272727  9.92727273],0
v1,1,0.215216,1.535986,[27 54] ; [13 15],[29.72477064 51.27522936] ; [10.27522936 17.72477064],0
