Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,7e-06,20.213103,[ 9 37] ; [185 152],[23.3002611 22.6997389] ; [170.6997389 166.3002611],1
s7,1,1.9e-05,18.310196,[22 26] ; [256  83],[34.48062016 13.51937984] ; [243.51937984  95.48062016],1
r4,1,4e-05,16.875446,[38 11] ; [331  20],[45.2025  3.7975] ; [323.7975  27.2025],1
s8,1,4.5e-05,16.628047,[19 30] ; [239 110],[31.7638191 17.2361809] ; [226.2361809 122.7638191],1
s3,1,9.9e-05,15.156887,[35 14] ; [317  33],[43.22807018  5.77192982] ; [308.77192982  41.22807018],1
r1,1,0.001263,10.395973,[32 17] ; [294  55],[40.13567839  8.86432161] ; [285.86432161  63.13567839],0
p4,1,0.001584,9.978596,[23 26] ; [243 106],[32.74874372 16.25125628] ; [233.25125628 115.74874372],0
a5,1,0.002987,8.815121,[30 19] ; [281  70],[38.0975 10.9025] ; [272.9025  78.0975],0
d5,1,0.003828,8.363793,[33 15] ; [297  51],[40.  8.] ; [290.  58.],0
n6,1,0.018878,5.512784,[37 11] ; [308  38],[42.03045685  5.96954315] ; [302.96954315  43.03045685],0
a2,1,0.022462,5.209605,[ 7 42] ; [105 246],[13.72 35.28] ; [ 98.28 252.72],0
r3,1,0.03946,4.24096,[45  4] ; [340   9],[47.39949749  1.60050251] ; [337.60050251  11.39949749],0
d1,1,0.045706,3.992382,[26 23] ; [237 114],[32.2175 16.7825] ; [230.7825 120.2175],0
p5,1,0.049568,3.85601,[ 2 44] ; [ 52 296],[ 6.30456853 39.69543147] ; [ 47.69543147 300.30456853],0
a3,1,0.049868,3.8459,[32 17] ; [273  77],[37.45614035 11.54385965] ; [267.54385965  82.45614035],0
p6,1,0.052096,3.772674,[16 33] ; [165 183],[22.34005038 26.65994962] ; [158.65994962 189.34005038],0
d2,1,0.067684,3.338308,[20 29] ; [191 158],[25.97738693 23.02261307] ; [185.02261307 163.97738693],0
p3,1,0.076994,3.127243,[21 28] ; [197 153],[26.77192982 22.22807018] ; [191.22807018 158.77192982],0
v4,1,0.078502,3.095652,[45  3] ; [342   7],[46.79093199  1.20906801] ; [340.20906801   8.79093199],0
p7,1,0.108766,2.572057,[27 20] ; [235 105],[31.81912145 15.18087855] ; [230.18087855 109.81912145],0
a4,1,0.10896,2.569246,[19 30] ; [179 172],[24.255 24.745] ; [173.745 177.255],0
p8,1,0.109372,2.563276,[21 28] ; [191 156],[26.23232323 22.76767677] ; [185.76767677 161.23232323],0
b5,1,0.156641,2.006356,[26 23] ; [223 128],[30.5025 18.4975] ; [218.4975 132.5025],0
