Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,7e-06,20.213103,[ 9 37] ; [185 152],[23.3002611 22.6997389] ; [170.6997389 166.3002611],1
p1,1,0.160184,1.972485,[ 2 46] ; [ 37 312],[ 4.71536524 43.28463476] ; [ 34.28463476 314.71536524],0
r2,1,0.166549,1.913731,[45  3] ; [338   9],[46.54177215  1.45822785] ; [336.45822785  10.54177215],0
a6,1,0.183982,1.765161,[29 20] ; [239 109],[33.07808564 15.92191436] ; [234.92191436 113.07808564],0
v1,1,0.218513,1.514112,[24 23] ; [205 134],[27.88341969 19.11658031] ; [201.11658031 137.88341969],0
a1,1,0.222215,1.490009,[ 5 44] ; [ 20 331],[ 3.0625 45.9375] ; [ 21.9375 329.0625],0
n1,1,0.243809,1.358435,[3 8] ; [34 40],[4.78823529 6.21176471] ; [32.21176471 41.78823529],0
d3,1,0.254861,1.296459,[31 17] ; [253  96],[34.33753149 13.66246851] ; [249.66246851  99.33753149],0
b2,1,0.263444,1.250566,[14 14] ; [ 85 133],[11.26829268 16.73170732] ; [ 87.73170732 130.26829268],0
b3,1,0.263444,1.250566,[14 14] ; [ 85 133],[11.26829268 16.73170732] ; [ 87.73170732 130.26829268],0
n4,1,0.273269,1.200263,[36 13] ; [280  69],[38.90452261 10.09547739] ; [277.09547739  71.90452261],0
s4,1,0.345266,0.89078,[ 9 40] ; [ 85 262],[11.63131313 37.36868687] ; [ 82.36868687 264.63131313],0
p12,1,0.348449,0.879096,[ 4 45] ; [ 45 305],[ 6.01754386 42.98245614] ; [ 42.98245614 307.01754386],0
p2,1,0.350309,0.872339,[39  9] ; [302  48],[41.12562814  6.87437186] ; [299.87437186  50.12562814],0
p11,1,0.373644,0.791509,[37 12] ; [284  67],[39.3225  9.6775] ; [281.6775  69.3225],0
v2,1,0.373853,0.790819,[25 22] ; [201 134],[27.80628272 19.19371728] ; [198.19371728 136.80628272],0
s1,1,0.404281,0.695557,[ 1 48] ; [ 16 330],[ 2.10886076 46.89113924] ; [ 14.89113924 331.10886076],0
u1,1,0.45958,0.546919,[ 9 40] ; [ 81 270],[11.025 37.975] ; [ 78.975 272.025],0
u4,1,0.501408,0.451954,[ 1 48] ; [ 14 337],[ 1.8375 47.1625] ; [ 13.1625 337.8375],0
u2,1,0.593553,0.28483,[9 8] ; [45 30],[9.97826087 7.02173913] ; [44.02173913 30.97826087],0
a7,1,0.646342,0.210543,[37 11] ; [259  91],[35.69849246 12.30150754] ; [260.30150754  89.69849246],0
a8,1,0.654468,0.200313,[ 8 38] ; [ 48 275],[ 6.98102981 39.01897019] ; [ 49.01897019 273.98102981],0
n5,1,0.668438,0.183434,[38 11] ; [279  69],[39.12594458  9.87405542] ; [277.87405542  70.12594458],0
b4,1,0.716991,0.131394,[27 22] ; [203 148],[28.175 20.825] ; [201.825 149.175],0
d4,1,0.747741,0.103439,[42  7] ; [304  44],[42.70528967  6.29471033] ; [303.29471033  44.70528967],0
u3,1,0.767059,0.087749,[11  6] ; [52 24],[11.51612903  5.48387097] ; [51.48387097 24.51612903],0
n2,1,0.794444,0.067883,[9 2] ; [58 16],[8.67058824 2.32941176] ; [58.32941176 15.67058824],0
p10,1,0.820557,0.051451,[45  3] ; [325  25],[44.62311558  3.37688442] ; [325.37688442  24.62311558],0
b1,1,0.874391,0.02499,[19 30] ; [132 219],[18.4975 30.5025] ; [132.5025 218.4975],0
v3,1,0.876707,0.02407,[18 26] ; [142 195],[18.47769029 25.52230971] ; [141.52230971 195.47769029],0
n3,1,0.910158,0.012733,[8 3] ; [55 19],[8.15294118 2.84705882] ; [54.84705882 19.15294118],0
