Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1.6e-05,18.556057,[51 16] ; [15 28],[40.2 26.8] ; [25.8 17.2],1
s5,1,0.000223,13.629808,[33 30] ; [ 7 35],[24. 39.] ; [16. 26.],1
s8,1,0.000555,11.922589,[38 29] ; [10 33],[29.23636364 37.76363636] ; [18.76363636 24.23636364],1
n3,1,0.021186,5.311408,[11 12] ; [12  2],[14.2972973  8.7027027] ; [8.7027027 5.2972973],0
s7,1,0.053221,3.736969,[37 28] ; [15 25],[32.19047619 32.80952381] ; [19.80952381 20.19047619],0
a7,1,0.054131,3.708664,[36 31] ; [31 12],[40.80909091 26.19090909] ; [26.19090909 16.80909091],0
a2,1,0.078645,3.092676,[ 4 63] ; [ 7 36],[ 6.7 60.3] ; [ 4.3 38.7],0
a6,1,0.084126,2.983329,[34 33] ; [29 14],[38.37272727 28.62727273] ; [24.62727273 18.37272727],0
a5,1,0.0933,2.816489,[45 22] ; [22 21],[40.80909091 26.19090909] ; [26.19090909 16.80909091],0
b5,1,0.108401,2.577385,[46 21] ; [23 20],[42.02727273 24.97272727] ; [26.97272727 16.02727273],0
d1,1,0.122973,2.379047,[35 32] ; [16 27],[31.06363636 35.93636364] ; [19.93636364 23.06363636],0
s4,1,0.138976,2.189266,[21 46] ; [ 8 35],[17.66363636 49.33636364] ; [11.33636364 31.66363636],0
u3,1,0.268129,1.226296,[14 11] ; [ 7 11],[12.20930233 12.79069767] ; [8.79069767 9.20930233],0
p7,1,0.315138,1.009019,[37 29] ; [27 14],[39.47663551 26.52336449] ; [24.52336449 16.47663551],0
u1,1,0.320973,0.984979,[ 1 66] ; [ 2 41],[ 1.82727273 65.17272727] ; [ 1.17272727 41.82727273],0
r2,1,0.347539,0.882423,[54 11] ; [31 10],[52.12264151 12.87735849] ; [32.87735849  8.12264151],0
v3,1,0.367965,0.810526,[19 45] ; [16 26],[21.13207547 42.86792453] ; [13.86792453 28.13207547],0
d4,1,0.37325,0.792816,[56 11] ; [33 10],[54.20909091 12.79090909] ; [34.79090909  8.20909091],0
a1,1,0.397144,0.716958,[ 8 59] ; [ 3 40],[ 6.7 60.3] ; [ 4.3 38.7],0
p11,1,0.43445,0.610899,[52 15] ; [36  7],[53.6 13.4] ; [34.4  8.6],0
a3,1,0.472791,0.515446,[42 25] ; [24 19],[40.2 26.8] ; [25.8 17.2],0
p10,1,0.478005,0.50341,[53 14] ; [30 11],[51.49074074 15.50925926] ; [31.50925926  9.49074074],0
n6,1,0.494038,0.46772,[55 12] ; [33 10],[53.6 13.4] ; [34.4  8.6],0
v1,1,0.502337,0.449996,[34 30] ; [20 23],[32.29906542 31.70093458] ; [21.70093458 21.29906542],0
p8,1,0.504651,0.445143,[29 36] ; [22 21],[30.69444444 34.30555556] ; [20.30555556 22.69444444],0
p2,1,0.513271,0.427393,[51 16] ; [35  8],[52.38181818 14.61818182] ; [33.61818182  9.38181818],0
p4,1,0.520371,0.413159,[40 27] ; [23 20],[38.37272727 28.62727273] ; [24.62727273 18.37272727],0
p6,1,0.524888,0.404278,[26 40] ; [14 28],[24.44444444 41.55555556] ; [15.55555556 26.44444444],0
b1,1,0.527213,0.39976,[29 38] ; [16 27],[27.40909091 39.59090909] ; [17.59090909 25.40909091],0
p5,1,0.537989,0.379279,[ 8 58] ; [ 7 36],[ 9.08256881 56.91743119] ; [ 5.91743119 37.08256881],0
