Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.000196,13.865849,[22 12] ; [ 4 21],[14.98305085 19.01694915] ; [11.01694915 13.98305085],1
d3,1,0.000293,13.117261,[25  8] ; [ 7 18],[18.20689655 14.79310345] ; [13.79310345 11.20689655],1
d4,1,0.00211,9.451381,[29  5] ; [12 13],[23.62711864 10.37288136] ; [17.37288136  7.62711864],0
v2,1,0.003369,8.59585,[16 17] ; [ 3 22],[10.81034483 22.18965517] ; [ 8.18965517 16.81034483],0
a5,1,0.025338,5.000622,[18 16] ; [ 6 19],[13.83050847 20.16949153] ; [10.16949153 14.83050847],0
u3,1,0.033754,4.507119,[10  6] ; [ 3 10],[7.17241379 8.82758621] ; [5.82758621 7.17241379],0
u2,1,0.033754,4.507119,[10  6] ; [ 3 10],[7.17241379 8.82758621] ; [5.82758621 7.17241379],0
v4,1,0.037875,4.310625,[25  7] ; [13 12],[21.33333333 10.66666667] ; [16.66666667  8.33333333],0
a7,1,0.039937,4.220566,[24 10] ; [11 14],[20.16949153 13.83050847] ; [14.83050847 10.16949153],0
s5,1,0.050966,3.809392,[10 24] ; [ 2 22],[ 7.03448276 26.96551724] ; [ 4.96551724 19.03448276],0
r2,1,0.084304,2.979911,[22 11] ; [11 14],[18.77586207 14.22413793] ; [14.22413793 10.77586207],0
s6,1,0.085394,2.959133,[14 20] ; [ 5 20],[10.94915254 23.05084746] ; [ 8.05084746 16.94915254],0
n3,1,0.095882,2.772736,[ 6 11] ; [8 4],[8.20689655 8.79310345] ; [5.79310345 6.20689655],0
p7,1,0.115746,2.473958,[11 22] ; [13 11],[13.89473684 19.10526316] ; [10.10526316 13.89473684],0
d2,1,0.132785,2.259645,[13 21] ; [ 5 20],[10.37288136 23.62711864] ; [ 7.62711864 17.37288136],0
v3,1,0.168747,1.894037,[ 7 26] ; [ 2 23],[ 5.12068966 27.87931034] ; [ 3.87931034 21.12068966],0
r3,1,0.199421,1.64661,[22 12] ; [12 13],[19.59322034 14.40677966] ; [14.40677966 10.59322034],0
n6,1,0.227878,1.454057,[19 15] ; [10 15],[16.71186441 17.28813559] ; [12.28813559 12.71186441],0
a4,1,0.23146,1.431866,[10 24] ; [ 4 21],[ 8.06779661 25.93220339] ; [ 5.93220339 19.06779661],0
b5,1,0.284468,1.145618,[17 17] ; [16  9],[19.01694915 14.98305085] ; [13.98305085 11.01694915],0
n2,1,0.295642,1.09375,[ 7 11] ; [7 5],[8.4 9.6] ; [5.6 6.4],0
p3,1,0.30796,1.039403,[ 9 24] ; [ 4 21],[ 7.39655172 25.60344828] ; [ 5.60344828 19.39655172],0
s7,1,0.31487,1.010137,[ 9 23] ; [ 4 20],[ 7.42857143 24.57142857] ; [ 5.57142857 18.42857143],0
p8,1,0.374773,0.787776,[10 23] ; [10 14],[11.57894737 21.42105263] ; [ 8.42105263 15.57894737],0
s8,1,0.384641,0.755817,[ 4 30] ; [ 5 20],[ 5.18644068 28.81355932] ; [ 3.81355932 21.18644068],0
p6,1,0.394622,0.724652,[ 5 28] ; [ 6 19],[ 6.25862069 26.74137931] ; [ 4.74137931 20.25862069],0
n5,1,0.395877,0.720814,[10 24] ; [10 15],[11.52542373 22.47457627] ; [ 8.47457627 16.52542373],0
p1,1,0.39738,0.716239,[ 1 32] ; [ 2 23],[ 1.70689655 31.29310345] ; [ 1.29310345 23.70689655],0
s1,1,0.40442,0.695146,[ 2 32] ; [ 3 22],[ 2.88135593 31.11864407] ; [ 2.11864407 22.88135593],0
b3,1,0.423925,0.639408,[ 6 13] ; [2 9],[ 5.06666667 13.93333333] ; [2.93333333 8.06666667],0
b2,1,0.423925,0.639408,[ 6 13] ; [2 9],[ 5.06666667 13.93333333] ; [2.93333333 8.06666667],0
b1,1,0.44614,0.58044,[17 17] ; [15 10],[18.44067797 15.55932203] ; [13.55932203 11.44067797],0
p10,1,0.469053,0.524207,[19 14] ; [12 13],[17.63793103 15.36206897] ; [13.36206897 11.63793103],0
v1,1,0.474214,0.512139,[13 21] ; [ 7 17],[11.72413793 22.27586207] ; [ 8.27586207 15.72413793],0
p11,1,0.497236,0.46083,[18 16] ; [11 14],[16.71186441 17.28813559] ; [12.28813559 12.71186441],0
r1,1,0.644052,0.213482,[10 24] ; [ 6 19],[ 9.22033898 24.77966102] ; [ 6.77966102 18.22033898],0
p4,1,0.687051,0.162296,[14 20] ; [ 9 16],[13.25423729 20.74576271] ; [ 9.74576271 15.25423729],0
s2,1,0.719721,0.12876,[11 23] ; [ 7 18],[10.37288136 23.62711864] ; [ 7.62711864 17.37288136],0
p9,1,0.734535,0.114988,[17 16] ; [14 11],[17.63793103 15.36206897] ; [13.36206897 11.63793103],0
b4,1,0.767396,0.087488,[19 15] ; [13 12],[18.44067797 15.55932203] ; [13.55932203 11.44067797],0
p2,1,0.79193,0.069593,[20 13] ; [16  9],[20.48275862 12.51724138] ; [15.51724138  9.48275862],0
a1,1,0.824253,0.049319,[ 1 33] ; [ 1 24],[ 1.15254237 32.84745763] ; [ 0.84745763 24.15254237],0
a3,1,0.825271,0.048739,[18 16] ; [12 12],[17.5862069 16.4137931] ; [12.4137931 11.5862069],0
n1,1,0.860116,0.031056,[ 4 14] ; [3 9],[ 4.2 13.8] ; [2.8 9.2],0
s4,1,0.955765,0.003077,[ 7 27] ; [ 5 20],[ 6.91525424 27.08474576] ; [ 5.08474576 19.91525424],0
s3,1,0.977234,0.000814,[12 21] ; [ 9 16],[11.94827586 21.05172414] ; [ 9.05172414 15.94827586],0
