Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000284,13.171806,[18 21] ; [28  4],[25.26760563 13.73239437] ; [20.73239437 11.26760563],1
p10,1,0.001307,10.332002,[10 27] ; [21 11],[16.62318841 20.37681159] ; [14.37681159 17.62318841],0
b4,1,0.001639,9.915181,[16 23] ; [25  7],[22.52112676 16.47887324] ; [18.47887324 13.52112676],0
p9,1,0.001869,9.673812,[11 23] ; [22  9],[17.26153846 16.73846154] ; [15.73846154 15.26153846],0
n6,1,0.003232,8.671847,[18 21] ; [25  6],[23.95714286 15.04285714] ; [19.04285714 11.95714286],0
r4,1,0.004011,8.278672,[10 29] ; [19 13],[15.92957746 23.07042254] ; [13.07042254 18.92957746],0
s6,1,0.008963,6.830151,[ 8 31] ; [16 16],[13.18309859 25.81690141] ; [10.81690141 21.18309859],0
b3,1,0.014048,6.032082,[16 11] ; [ 5 16],[11.8125 15.1875] ; [ 9.1875 11.8125],0
b2,1,0.014048,6.032082,[16 11] ; [ 5 16],[11.8125 15.1875] ; [ 9.1875 11.8125],0
a1,1,0.028444,4.80097,[ 8 31] ; [ 1 31],[ 4.94366197 34.05633803] ; [ 4.05633803 27.94366197],0
p6,1,0.028698,4.785617,[ 3 34] ; [ 9 23],[ 6.43478261 30.56521739] ; [ 5.56521739 26.43478261],0
u2,1,0.029345,4.747253,[ 2 12] ; [7 6],[4.66666667 9.33333333] ; [4.33333333 8.66666667],0
s2,1,0.034556,4.467005,[ 7 32] ; [13 19],[10.98591549 28.01408451] ; [ 9.01408451 22.98591549],0
b1,1,0.043816,4.063645,[24 15] ; [12 20],[19.77464789 19.22535211] ; [16.22535211 15.77464789],0
n2,1,0.05818,3.588517,[7 8] ; [12  3],[9.5 5.5] ; [9.5 5.5],0
n3,1,0.067889,3.333333,[ 5 10] ; [10  5],[7.5 7.5] ; [7.5 7.5],0
s7,1,0.072097,3.234623,[ 5 31] ; [10 21],[ 8.05970149 27.94029851] ; [ 6.94029851 24.05970149],0
v1,1,0.076944,3.128289,[ 8 31] ; [12 18],[11.30434783 27.69565217] ; [ 8.69565217 21.30434783],0
v4,1,0.077293,3.120926,[20 19] ; [23  9],[23.61971831 15.38028169] ; [19.38028169 12.61971831],0
s5,1,0.095774,2.774551,[ 4 34] ; [ 8 23],[ 6.60869565 31.39130435] ; [ 5.39130435 25.60869565],0
p8,1,0.124893,2.354867,[ 6 32] ; [10 22],[ 8.68571429 29.31428571] ; [ 7.31428571 24.68571429],0
