Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,26.757596,[68 11] ; [ 5 13],[59.45360825 19.54639175] ; [13.54639175  4.45360825],1
s6,1,0.002753,8.964138,[58 19] ; [ 7 11],[52.68421053 24.31578947] ; [12.31578947  5.68421053],0
p2,1,0.008441,6.937542,[67 13] ; [10  8],[62.85714286 17.14285714] ; [14.14285714  3.85714286],0
n6,1,0.011404,6.401212,[64 17] ; [9 9],[59.72727273 21.27272727] ; [13.27272727  4.72727273],0
p11,1,0.016685,5.729167,[63 18] ; [9 9],[58.90909091 22.09090909] ; [13.09090909  4.90909091],0
n4,1,0.019814,5.428172,[59 22] ; [ 8 10],[54.81818182 26.18181818] ; [12.18181818  5.81818182],0
r4,1,0.021372,5.296207,[55 26] ; [ 7 11],[50.72727273 30.27272727] ; [11.27272727  6.72727273],0
r3,1,0.024446,5.062739,[74  7] ; [13  5],[71.18181818  9.81818182] ; [15.81818182  2.18181818],0
s1,1,0.02925,4.752865,[ 3 78] ; [ 3 14],[ 4.95918367 76.04081633] ; [ 1.04081633 15.95918367],0
a7,1,0.06071,3.517872,[51 30] ; [ 7 11],[47.45454545 33.54545455] ; [10.54545455  7.45454545],0
v3,1,0.066267,3.37315,[25 51] ; [ 2 16],[21.82978723 54.17021277] ; [ 5.17021277 12.82978723],0
n5,1,0.092346,2.832998,[61 20] ; [10  8],[58.09090909 22.90909091] ; [12.90909091  5.09090909],0
s2,1,0.097254,2.75,[57 24] ; [9 9],[54. 27.] ; [12.  6.],0
b5,1,0.097688,2.742882,[53 28] ; [ 8 10],[49.90909091 31.09090909] ; [11.09090909  6.90909091],0
r2,1,0.127766,2.319441,[66 10] ; [13  5],[63.87234043 12.12765957] ; [15.12765957  2.87234043],0
v1,1,0.140822,2.168955,[40 36] ; [ 6 12],[37.19148936 38.80851064] ; [8.80851064 9.19148936],0
d2,1,0.178114,1.813288,[31 50] ; [10  8],[33.54545455 47.45454545] ; [ 7.45454545 10.54545455],0
u1,1,0.194247,1.685106,[ 3 78] ; [ 2 16],[ 4.09090909 76.90909091] ; [ 0.90909091 17.09090909],0
s7,1,0.319106,0.992609,[41 38] ; [ 7 11],[39.09278351 39.90721649] ; [8.90721649 9.09278351],0
d3,1,0.341351,0.90535,[46 35] ; [ 8 10],[44.18181818 36.81818182] ; [9.81818182 8.18181818],0
s5,1,0.362087,0.830641,[27 46] ; [ 4 12],[25.42696629 47.57303371] ; [ 5.57303371 10.42696629],0
s8,1,0.367804,0.81107,[41 40] ; [ 7 11],[39.27272727 41.72727273] ; [8.72727273 9.27272727],0
v4,1,0.379537,0.772202,[68 11] ; [14  4],[66.78350515 12.21649485] ; [15.21649485  2.78350515],0
a4,1,0.380875,0.767874,[23 58] ; [ 7 11],[24.54545455 56.45454545] ; [ 5.45454545 12.54545455],0
d5,1,0.380875,0.767874,[58 23] ; [11  7],[56.45454545 24.54545455] ; [12.54545455  5.45454545],0
b1,1,0.413603,0.668419,[32 49] ; [9 9],[33.54545455 47.45454545] ; [ 7.45454545 10.54545455],0
p3,1,0.423522,0.640523,[42 39] ; [ 7 10],[40.5 40.5] ; [8.5 8.5],0
a6,1,0.44161,0.592094,[46 35] ; [12  6],[47.45454545 33.54545455] ; [10.54545455  7.45454545],0
n3,1,0.460967,0.543545,[16  5] ; [5 3],[15.20689655  5.79310345] ; [5.79310345 2.20689655],0
p8,1,0.556869,0.345155,[34 45] ; [ 6 11],[32.91666667 46.08333333] ; [7.08333333 9.91666667],0
p6,1,0.634817,0.225585,[28 51] ; [ 5 12],[27.15625 51.84375] ; [ 5.84375 11.15625],0
a1,1,0.663856,0.188874,[ 7 74] ; [ 1 17],[ 6.54545455 74.45454545] ; [ 1.45454545 16.54545455],0
d1,1,0.667104,0.185008,[36 45] ; [ 7 11],[35.18181818 45.81818182] ; [ 7.81818182 10.18181818],0
s4,1,0.698801,0.149722,[19 62] ; [ 5 13],[19.63636364 61.36363636] ; [ 4.36363636 13.63636364],0
b2,1,0.721204,0.127342,[16 37] ; [3 9],[15.49230769 37.50769231] ; [3.50769231 8.49230769],0
b3,1,0.721204,0.127342,[16 37] ; [3 9],[15.49230769 37.50769231] ; [3.50769231 8.49230769],0
n2,1,0.723582,0.125086,[17  4] ; [6 2],[16.65517241  4.34482759] ; [6.34482759 1.65517241],0
u3,1,0.731989,0.117293,[16 16] ; [3 4],[15.58974359 16.41025641] ; [3.41025641 3.58974359],0
u2,1,0.731989,0.117293,[16 16] ; [3 4],[15.58974359 16.41025641] ; [3.41025641 3.58974359],0
p1,1,0.753979,0.098218,[ 7 73] ; [ 2 16],[ 7.34693878 72.65306122] ; [ 1.65306122 16.34693878],0
a5,1,0.772923,0.083263,[48 33] ; [10  8],[47.45454545 33.54545455] ; [10.54545455  7.45454545],0
p4,1,0.812508,0.05626,[43 38] ; [9 9],[42.54545455 38.45454545] ; [9.45454545 8.54545455],0
p7,1,0.835792,0.042965,[45 32] ; [11  7],[45.38947368 31.61052632] ; [10.61052632  7.38947368],0
n1,1,0.918011,0.010597,[10 11] ; [3 3],[10.11111111 10.88888889] ; [2.88888889 3.11111111],0
v2,1,0.938216,0.006008,[35 42] ; [ 8 10],[34.85263158 42.14736842] ; [8.14736842 9.85263158],0
d4,1,0.958052,0.002767,[58 23] ; [13  5],[58.09090909 22.90909091] ; [12.90909091  5.09090909],0
b4,1,0.96115,0.002373,[50 31] ; [11  7],[49.90909091 31.09090909] ; [11.09090909  6.90909091],0
a3,1,0.991282,0.000119,[49 31] ; [11  7],[48.97959184 31.02040816] ; [11.02040816  6.97959184],0
a2,1,1.0,0.0,[ 9 72] ; [ 2 16],[ 9. 72.] ; [ 2. 16.],0
