Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,7.2e-05,15.754661,[14 95] ; [14 17],[21.8 87.2] ; [ 6.2 24.8],1
p11,1,0.00469,7.99523,[46 63] ; [22  9],[52.94285714 56.05714286] ; [15.05714286 15.94285714],0
p2,1,0.008142,7.002072,[48 61] ; [22  9],[54.5 54.5] ; [15.5 15.5],0
p4,1,0.2939,1.101668,[26 83] ; [10 20],[28.23021583 80.76978417] ; [ 7.76978417 22.23021583],0
b1,1,0.353564,0.860625,[53 56] ; [18 13],[55.27857143 53.72142857] ; [15.72142857 15.27857143],0
