Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,114.894713,[326  38] ; [38 58],[288.03478261  75.96521739] ; [75.96521739 20.03478261],1
n6,1,0.0,44.133381,[337  27] ; [63 31],[317.90393013  46.09606987] ; [82.09606987 11.90393013],1
a3,1,7.5e-05,15.691735,[268  94] ; [51 45],[252.13537118 109.86462882] ; [66.86462882 29.13537118],1
a4,1,0.000248,13.429909,[170 193] ; [25 71],[154.21568627 208.78431373] ; [40.78431373 55.21568627],1
v1,1,0.000395,12.555254,[226 134] ; [39 53],[211.0619469 148.9380531] ; [53.9380531 38.0619469],1
a8,1,0.000463,12.258622,[ 58 276] ; [ 2 82],[ 47.94258373 286.05741627] ; [12.05741627 71.94258373],1
d2,1,0.000527,12.015997,[186 178] ; [30 66],[170.92173913 193.07826087] ; [45.07826087 50.92173913],1
r4,1,0.00055,11.938942,[348  17] ; [82 14],[340.45553145  24.54446855] ; [89.54446855  6.45553145],1
s7,1,0.000777,11.295741,[198 148] ; [35 58],[183.64009112 162.35990888] ; [49.35990888 43.64009112],1
r2,1,0.001196,10.496342,[349  10] ; [86 10],[343.21978022  15.78021978] ; [91.78021978  4.21978022],0
p4,1,0.001818,9.724656,[277  86] ; [58 38],[264.93464052  98.06535948] ; [70.06535948 25.93464052],0
v3,1,0.001869,9.674037,[167 191] ; [26 65],[153.88418708 204.11581292] ; [39.11581292 51.88418708],0
p3,1,0.002012,9.538533,[240 123] ; [47 49],[226.97385621 136.02614379] ; [60.02614379 35.97385621],0
a2,1,0.003024,8.792674,[ 89 276] ; [10 86],[ 78.38394794 286.61605206] ; [20.61605206 75.38394794],0
r1,1,0.003804,8.375057,[311  53] ; [70 26],[301.48695652  62.51304348] ; [79.51304348 16.48695652],0
p9,1,0.004478,8.079114,[329  34] ; [77 19],[321.08496732  41.91503268] ; [84.91503268 11.08496732],0
u1,1,0.007399,7.173406,[ 68 297] ; [ 7 89],[ 59.38177874 305.61822126] ; [15.61822126 80.38177874],0
p2,1,0.008274,6.973205,[339  26] ; [80 15],[332.4673913  32.5326087] ; [86.5326087  8.4673913],0
p5,1,0.008723,6.878646,[ 72 293] ; [ 8 88],[ 63.34056399 301.65943601] ; [16.65943601 79.34056399],0
a5,1,0.009651,6.698196,[286  79] ; [63 33],[276.32321041  88.67678959] ; [72.67678959 23.32321041],0
p6,1,0.011847,6.333571,[187 174] ; [35 59],[176.13626374 184.86373626] ; [45.86373626 48.13626374],0
d1,1,0.014549,5.970327,[236 129] ; [49 47],[225.65075922 139.34924078] ; [59.34924078 36.65075922],0
p10,1,0.017655,5.630026,[324  39] ; [77 19],[317.13071895  45.86928105] ; [83.86928105 12.13071895],0
b1,1,0.020062,5.40646,[150 215] ; [27 69],[140.14099783 224.85900217] ; [36.85900217 59.14099783],0
s8,1,0.042163,4.128665,[185 176] ; [38 58],[176.15536105 184.84463895] ; [46.84463895 49.15536105],0
s3,1,0.047032,3.944235,[212 149] ; [45 50],[203.45833333 157.54166667] ; [53.54166667 41.45833333],0
s2,1,0.051776,3.783,[195 167] ; [41 55],[186.53275109 175.46724891] ; [49.46724891 46.53275109],0
r3,1,0.066848,3.358772,[350  14] ; [88  8],[346.59130435  17.40869565] ; [91.40869565  4.59130435],0
p1,1,0.068223,3.325271,[ 48 316] ; [ 6 88],[ 42.91703057 321.08296943] ; [11.08296943 82.91703057],0
p11,1,0.070214,3.278016,[316  49] ; [76 20],[310.36876356  54.63123644] ; [81.63123644 14.36876356],0
b5,1,0.076698,3.133509,[199 166] ; [62 34],[206.64859002 158.35140998] ; [54.35140998 41.64859002],0
d5,1,0.076965,3.127848,[301  62] ; [72 24],[294.9869281  68.0130719] ; [78.0130719 17.9869281],0
s4,1,0.091055,2.855617,[ 56 303] ; [22 74],[ 61.54285714 297.45714286] ; [16.45714286 79.54285714],0
p7,1,0.187363,1.738228,[300  61] ; [71 21],[295.65342163  65.34657837] ; [75.34657837 16.65342163],0
a6,1,0.266194,1.236255,[245 118] ; [59 37],[240.41830065 122.58169935] ; [63.58169935 32.41830065],0
s1,1,0.277505,1.179268,[ 11 352] ; [ 1 95],[  9.49019608 353.50980392] ; [ 2.50980392 93.49019608],0
u4,1,0.280243,1.165911,[ 11 354] ; [ 1 95],[  9.5010846 355.4989154] ; [ 2.4989154 93.5010846],0
p12,1,0.28734,1.132041,[ 40 324] ; [ 7 89],[ 37.19130435 326.80869565] ; [ 9.80869565 86.19130435],0
n1,1,0.289607,1.121447,[25 28] ; [ 9 17],[22.81012658 30.18987342] ; [11.18987342 14.81012658],0
a1,1,0.302293,1.064053,[ 21 344] ; [ 3 93],[ 19.0021692 345.9978308] ; [ 4.9978308 91.0021692],0
s5,1,0.304725,1.053401,[137 213] ; [31 62],[132.73137698 217.26862302] ; [35.26862302 57.73137698],0
s6,1,0.313882,1.014271,[250 104] ; [62 33],[245.98663697 108.01336303] ; [66.01336303 28.98663697],0
d3,1,0.368179,0.8098,[256 108] ; [72 24],[259.54782609 104.45217391] ; [68.45217391 27.54782609],0
v2,1,0.404852,0.693866,[210 145] ; [50 42],[206.48769575 148.51230425] ; [53.51230425 38.48769575],0
u3,1,0.425303,0.635615,[52 44] ; [27 17],[54.17142857 41.82857143] ; [24.82857143 19.17142857],0
a7,1,0.426482,0.632384,[266  98] ; [74 22],[269.04347826  94.95652174] ; [70.95652174 25.04347826],0
