Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,4e-06,21.399596,[92 18] ; [26 27],[79.63190184 30.36809816] ; [38.36809816 14.63190184],1
s7,1,0.000114,14.881208,[48 57] ; [ 7 43],[37.25806452 67.74193548] ; [17.74193548 32.25806452],1
d1,1,0.001788,9.7558,[50 60] ; [11 43],[40.91463415 69.08536585] ; [20.08536585 33.91463415],0
s6,1,0.004615,8.02458,[59 49] ; [16 36],[50.625 57.375] ; [24.375 27.625],0
p2,1,0.005068,7.855156,[77 32] ; [26 28],[68.87730061 40.12269939] ; [34.12269939 19.87730061],0
v3,1,0.008928,6.837197,[35 71] ; [ 7 45],[28.17721519 77.82278481] ; [13.82278481 38.17721519],0
p6,1,0.009265,6.771011,[31 74] ; [ 6 48],[24.43396226 80.56603774] ; [12.56603774 41.43396226],0
n6,1,0.012429,6.248659,[85 24] ; [32 22],[78.2392638 30.7607362] ; [38.7607362 15.2392638],0
u3,1,0.013769,6.067542,[10 29] ; [15 12],[14.77272727 24.22727273] ; [10.22727273 16.77272727],0
a5,1,0.020139,5.399837,[64 46] ; [21 33],[57.01219512 52.98780488] ; [27.98780488 26.01219512],0
d5,1,0.032582,4.567622,[74 36] ; [27 27],[67.74390244 42.25609756] ; [33.25609756 20.74390244],0
a4,1,0.053998,3.712768,[49 59] ; [16 38],[43.33333333 64.66666667] ; [21.66666667 32.33333333],0
p10,1,0.054029,3.711798,[72 36] ; [27 26],[66.40993789 41.59006211] ; [32.59006211 20.40993789],0
p9,1,0.066076,3.377895,[78 30] ; [30 22],[72.9 35.1] ; [35.1 16.9],0
n1,1,0.090069,2.873132,[19 22] ; [ 7 20],[15.67647059 25.32352941] ; [10.32352941 16.67647059],0
s8,1,0.090996,2.856669,[37 73] ; [11 42],[32.39263804 77.60736196] ; [15.60736196 37.39263804],0
a3,1,0.096642,2.760107,[71 39] ; [27 26],[66.13496933 43.86503067] ; [31.86503067 21.13496933],0
b2,1,0.096869,2.756343,[31 39] ; [ 7 20],[27.42268041 42.57731959] ; [10.57731959 16.42268041],0
b3,1,0.096869,2.756343,[31 39] ; [ 7 20],[27.42268041 42.57731959] ; [10.57731959 16.42268041],0
s5,1,0.107171,2.59545,[30 78] ; [ 8 42],[25.97468354 82.02531646] ; [12.02531646 37.97468354],0
d2,1,0.158928,1.984393,[51 58] ; [19 35],[46.80981595 62.19018405] ; [23.19018405 30.80981595],0
s3,1,0.164378,1.933485,[54 53] ; [21 33],[49.8447205 57.1552795] ; [25.1552795 28.8447205],0
s2,1,0.208154,1.584221,[44 65] ; [16 37],[40.37037037 68.62962963] ; [19.62962963 33.37037037],0
p12,1,0.215221,1.535955,[  7 103] ; [ 1 52],[  5.39877301 104.60122699] ; [ 2.60122699 50.39877301],0
p8,1,0.217924,1.517991,[34 74] ; [12 42],[30.66666667 77.33333333] ; [15.33333333 38.66666667],0
r2,1,0.238027,1.392241,[92 14] ; [43 11],[89.4375 16.5625] ; [45.5625  8.4375],0
d3,1,0.247757,1.33591,[47 63] ; [18 36],[43.59756098 66.40243902] ; [21.40243902 32.59756098],0
v1,1,0.275899,1.187179,[51 58] ; [20 33],[47.77160494 61.22839506] ; [23.22839506 29.77160494],0
p1,1,0.283444,1.150502,[  6 104] ; [ 1 53],[  4.69512195 105.30487805] ; [ 2.30487805 51.69512195],0
r1,1,0.318781,0.993939,[70 40] ; [30 24],[67.07317073 42.92682927] ; [32.92682927 21.07317073],0
d4,1,0.327194,0.959973,[73 37] ; [31 22],[70.18404908 39.81595092] ; [33.81595092 19.18404908],0
b5,1,0.37683,0.781018,[51 59] ; [29 25],[53.65853659 56.34146341] ; [26.34146341 27.65853659],0
u1,1,0.387882,0.745571,[  5 105] ; [ 1 53],[  4.02439024 105.97560976] ; [ 1.97560976 52.02439024],0
r4,1,0.428161,0.627807,[78 32] ; [35 19],[75.79268293 34.20731707] ; [37.20731707 16.79268293],0
v2,1,0.428679,0.626401,[44 61] ; [18 33],[41.73076923 63.26923077] ; [20.26923077 30.73076923],0
r3,1,0.446778,0.578814,[91 19] ; [42 12],[89.20731707 20.79268293] ; [43.79268293 10.20731707],0
a1,1,0.449473,0.57198,[  5 105] ; [ 4 50],[  6.03658537 103.96341463] ; [ 2.96341463 51.03658537],0
p11,1,0.50247,0.449715,[77 33] ; [35 19],[75.12195122 34.87804878] ; [36.87804878 17.12195122],0
p4,1,0.51901,0.415861,[36 72] ; [15 38],[34.21118012 73.78881988] ; [16.78881988 36.21118012],0
p7,1,0.534863,0.385145,[52 55] ; [23 30],[50.15625 56.84375] ; [24.84375 28.15625],0
a2,1,0.543895,0.368368,[  9 101] ; [ 3 51],[  8.04878049 101.95121951] ; [ 3.95121951 50.04878049],0
v4,1,0.569021,0.324323,[90 18] ; [46  7],[91.22981366 16.77018634] ; [44.77018634  8.22981366],0
s1,1,0.593458,0.284976,[  4 103] ; [ 3 51],[  4.65217391 102.34782609] ; [ 2.34782609 51.65217391],0
p5,1,0.633298,0.227616,[  6 103] ; [ 2 51],[  5.38271605 103.61728395] ; [ 2.61728395 50.38271605],0
a8,1,0.691705,0.157246,[10 92] ; [ 4 47],[ 9.33333333 92.66666667] ; [ 4.66666667 46.33333333],0
n2,1,0.69672,0.151906,[29 12] ; [21  7],[29.71014493 11.28985507] ; [20.28985507  7.71014493],0
b4,1,0.74737,0.103755,[62 48] ; [29 25],[61.03658537 48.96341463] ; [29.96341463 24.03658537],0
s4,1,0.767081,0.087731,[16 93] ; [ 7 47],[15.3803681 93.6196319] ; [ 7.6196319 46.3803681],0
b1,1,0.902769,0.014924,[50 60] ; [24 30],[49.63414634 60.36585366] ; [24.36585366 29.63414634],0
n3,1,0.924612,0.008954,[25 14] ; [17 10],[24.81818182 14.18181818] ; [17.18181818  9.81818182],0
a6,1,0.930284,0.007654,[42 68] ; [21 33],[42.25609756 67.74390244] ; [20.74390244 33.25609756],0
u2,1,0.981355,0.000546,[17 21] ; [12 15],[16.95384615 21.04615385] ; [12.04615385 14.95384615],0
