Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,123.074407,[230  28] ; [46 85],[183.05398458  74.94601542] ; [92.94601542 38.05398458],1
s7,1,0.0,49.114619,[191  59] ; [51 77],[160.05291005  89.94708995] ; [81.94708995 46.05291005],1
s8,1,0.0,26.511059,[174  83] ; [54 79],[150.24615385 106.75384615] ; [77.75384615 55.24615385],1
s5,1,1e-06,24.483696,[142 109] ; [40 93],[118.96354167 132.03645833] ; [63.03645833 69.96354167],1
p6,1,0.002598,9.070147,[148 110] ; [54 77],[133.97429306 124.02570694] ; [68.02570694 62.97429306],0
a3,1,0.005574,7.682981,[202  55] ; [88 46],[190.61381074  66.38618926] ; [99.38618926 34.61381074],0
a2,1,0.00669,7.354389,[ 79 179] ; [ 24 110],[ 67.79081633 190.20918367] ; [35.20918367 98.79081633],0
d1,1,0.007366,7.181371,[167  91] ; [68 66],[154.66836735 103.33163265] ; [80.33163265 53.66836735],0
a4,1,0.008513,6.922194,[130 128] ; [48 84],[117.75384615 140.24615385] ; [60.24615385 71.75384615],0
n6,1,0.028428,4.80191,[226  27] ; [109  25],[219.00516796  33.99483204] ; [115.99483204  18.00516796],0
d4,1,0.035463,4.422746,[224  31] ; [107  27],[216.97943445  38.02056555] ; [114.02056555  19.97943445],0
s4,1,0.045626,3.99534,[ 64 189] ; [ 22 112],[ 56.22222222 196.77777778] ; [ 29.77777778 104.22222222],0
p4,1,0.056985,3.623036,[194  63] ; [89 45],[186.01278772  70.98721228] ; [96.98721228 37.01278772],0
d3,1,0.069283,3.299928,[194  62] ; [90 44],[186.42051282  69.57948718] ; [97.57948718 36.42051282],0
v4,1,0.073296,3.207622,[251   5] ; [126   7],[248.10282776   7.89717224] ; [128.89717224   4.10282776],0
u1,1,0.07856,3.094436,[ 60 198] ; [ 21 113],[ 53.31122449 204.68877551] ; [ 27.68877551 106.31122449],0
p9,1,0.080544,3.053882,[235  22] ; [114  19],[229.98205128  27.01794872] ; [119.01794872  13.98205128],0
r2,1,0.121493,2.397966,[244  10] ; [121  10],[240.80519481  13.19480519] ; [124.19480519   6.80519481],0
r1,1,0.135615,2.227022,[220  37] ; [106  27],[214.82564103  42.17435897] ; [111.17435897  21.82564103],0
