Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,9e-06,19.629116,[27 24] ; [59  7],[37.48717949 13.51282051] ; [48.51282051 17.48717949],1
v4,1,2.3e-05,17.951291,[28 23] ; [59  7],[37.92307692 13.07692308] ; [49.07692308 16.92307692],1
r4,1,3.5e-05,17.110712,[21 31] ; [52 15],[31.89915966 20.10084034] ; [41.10084034 25.89915966],1
p7,1,0.000167,14.175677,[10 41] ; [36 31],[19.88135593 31.11864407] ; [26.11864407 40.88135593],1
p11,1,0.002902,8.868332,[16 36] ; [39 28],[24.03361345 27.96638655] ; [30.96638655 36.03361345],0
p6,1,0.004194,8.197937,[ 4 46] ; [19 45],[10.0877193 39.9122807] ; [12.9122807 51.0877193],0
p9,1,0.006121,7.514254,[ 8 42] ; [26 40],[14.65517241 35.34482759] ; [19.34482759 46.65517241],0
p4,1,0.008076,7.016539,[ 7 45] ; [23 43],[13.22033898 38.77966102] ; [16.77966102 49.22033898],0
n3,1,0.009914,6.650246,[10 15] ; [19  6],[14.5 10.5] ; [14.5 10.5],0
s1,1,0.010139,6.610335,[ 7 44] ; [ 1 64],[ 3.51724138 47.48275862] ; [ 4.48275862 60.51724138],0
p3,1,0.012139,6.290485,[ 6 45] ; [21 46],[11.66949153 39.33050847] ; [15.33050847 51.66949153],0
p8,1,0.016769,5.720397,[ 6 45] ; [20 46],[11.33333333 39.66666667] ; [14.66666667 51.33333333],0
b5,1,0.019339,5.470561,[23 29] ; [44 23],[29.27731092 22.72268908] ; [37.72268908 29.27731092],0
v2,1,0.025251,5.00662,[11 38] ; [28 38],[16.6173913 32.3826087] ; [22.3826087 43.6173913],0
n6,1,0.029781,4.72191,[22 28] ; [43 24],[27.77777778 22.22222222] ; [37.22222222 29.77777778],0
n5,1,0.030992,4.653391,[30 21] ; [26 41],[24.20338983 26.79661017] ; [31.79661017 35.20338983],0
a1,1,0.032039,4.596416,[ 7 45] ; [ 2 65],[ 3.93277311 48.06722689] ; [ 5.06722689 61.93277311],0
s8,1,0.046497,3.963496,[ 2 50] ; [10 57],[ 5.24369748 46.75630252] ; [ 6.75630252 60.24369748],0
n1,1,0.051145,3.803505,[12 16] ; [ 4 19],[ 8.78431373 19.21568627] ; [ 7.21568627 15.78431373],0
d2,1,0.095207,2.784059,[28 23] ; [26 40],[23.53846154 27.46153846] ; [30.46153846 35.53846154],0
r1,1,0.113008,2.511639,[25 26] ; [42 24],[29.20512821 21.79487179] ; [37.79487179 28.20512821],0
d3,1,0.141481,2.161773,[24 28] ; [40 27],[27.96638655 24.03361345] ; [36.03361345 30.96638655],0
n2,1,0.142962,2.145784,[13 15] ; [16  8],[15.61538462 12.38461538] ; [13.38461538 10.61538462],0
s2,1,0.160395,1.970494,[ 3 49] ; [ 9 57],[ 5.28813559 46.71186441] ; [ 6.71186441 59.28813559],0
v1,1,0.160832,1.966387,[11 40] ; [22 44],[14.38461538 36.61538462] ; [18.61538462 47.38461538],0
a2,1,0.174432,1.844432,[10 42] ; [ 7 60],[ 7.42857143 44.57142857] ; [ 9.57142857 57.42857143],0
s4,1,0.176706,1.825111,[ 2 50] ; [ 7 60],[ 3.93277311 48.06722689] ; [ 5.06722689 61.93277311],0
a7,1,0.19547,1.675898,[24 27] ; [39 27],[27.46153846 23.53846154] ; [35.53846154 30.46153846],0
a4,1,0.218299,1.515515,[24 27] ; [24 43],[20.74576271 30.25423729] ; [27.25423729 39.74576271],0
b2,1,0.221013,1.497781,[15 21] ; [11 28],[12.48 23.52] ; [13.52 25.48],0
b3,1,0.221013,1.497781,[15 21] ; [11 28],[12.48 23.52] ; [13.52 25.48],0
a5,1,0.260789,1.264563,[31 21] ; [33 34],[27.96638655 24.03361345] ; [36.03361345 30.96638655],0
b1,1,0.271503,1.209137,[27 25] ; [28 39],[24.03361345 27.96638655] ; [30.96638655 36.03361345],0
a8,1,0.303291,1.059667,[ 3 47] ; [ 7 53],[ 4.54545455 45.45454545] ; [ 5.45454545 54.54545455],0
s3,1,0.335263,0.92846,[10 41] ; [18 48],[12.20512821 38.79487179] ; [15.79487179 50.20512821],0
d1,1,0.351923,0.86651,[23 29] ; [24 43],[20.53781513 31.46218487] ; [26.46218487 40.53781513],0
a3,1,0.433651,0.613025,[33 18] ; [38 28],[30.94871795 20.05128205] ; [40.05128205 25.94871795],0
a6,1,0.471045,0.519523,[30 22] ; [43 24],[31.89915966 20.10084034] ; [41.10084034 25.89915966],0
s7,1,0.501646,0.451452,[ 5 43] ; [ 9 52],[ 6.16513761 41.83486239] ; [ 7.83486239 53.16513761],0
d4,1,0.518008,0.417857,[35 17] ; [40 25],[33.33333333 18.66666667] ; [41.66666667 23.33333333],0
r2,1,0.571585,0.320037,[38 11] ; [54 12],[39.2  9.8] ; [52.8 13.2],0
n4,1,0.618045,0.248625,[32 19] ; [39 28],[30.68644068 20.31355932] ; [40.31355932 26.68644068],0
s5,1,0.649345,0.206727,[ 3 49] ; [ 5 58],[ 3.6173913 48.3826087] ; [ 4.3826087 58.6173913],0
u2,1,0.658258,0.195647,[ 8 10] ; [11 18],[ 7.27659574 10.72340426] ; [11.72340426 17.27659574],0
u1,1,0.674603,0.176264,[ 5 47] ; [ 5 62],[ 4.3697479 47.6302521] ; [ 5.6302521 61.3697479],0
d5,1,0.713445,0.134861,[32 20] ; [39 28],[31.02521008 20.97478992] ; [39.97478992 27.02521008],0
p1,1,0.726311,0.122526,[ 4 48] ; [ 4 62],[ 3.52542373 48.47457627] ; [ 4.47457627 61.52542373],0
b4,1,0.754675,0.097645,[28 24] ; [38 29],[28.84033613 23.15966387] ; [37.15966387 29.84033613],0
v3,1,0.807487,0.059375,[10 40] ; [14 50],[10.52631579 39.47368421] ; [13.47368421 50.52631579],0
u3,1,0.83468,0.043557,[ 6 13] ; [10 19],[ 6.33333333 12.66666667] ; [ 9.66666667 19.33333333],0
p12,1,0.86467,0.029047,[ 1 51] ; [ 1 65],[ 0.88135593 51.11864407] ; [ 1.11864407 64.88135593],0
