Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0101,6.617177,[4 6] ; [33  8],[7.25490196 2.74509804] ; [29.74509804 11.25490196],0
p8,1,0.033169,4.537037,[1 8] ; [20 20],[3.85714286 5.14285714] ; [17.14285714 22.85714286],0
n5,1,0.038869,4.266585,[3 7] ; [27 14],[5.88235294 4.11764706] ; [24.11764706 16.88235294],0
s4,1,0.06825,3.324612,[6 4] ; [12 29],[3.52941176 6.47058824] ; [14.47058824 26.52941176],0
a5,1,0.06825,3.324612,[4 6] ; [29 12],[6.47058824 3.52941176] ; [26.52941176 14.47058824],0
s7,1,0.088842,2.895238,[8 2] ; [19 19],[5.625 4.375] ; [21.375 16.625],0
r2,1,0.11726,2.453542,[6 3] ; [36  5],[7.56 1.44] ; [34.44  6.56],0
v4,1,0.117851,2.445652,[8 2] ; [38  2],[9.2 0.8] ; [36.8  3.2],0
p10,1,0.124471,2.36014,[6 4] ; [33  7],[7.8 2.2] ; [31.2  8.8],0
n1,1,0.133696,2.249053,[3 1] ; [ 5 10],[1.68421053 2.31578947] ; [6.31578947 8.68421053],0
p11,1,0.156814,2.004682,[5 5] ; [30 11],[6.8627451 3.1372549] ; [28.1372549 12.8627451],0
r3,1,0.165091,1.926964,[7 3] ; [36  5],[8.43137255 1.56862745] ; [34.56862745  6.43137255],0
b1,1,0.229817,1.441991,[6 4] ; [16 25],[4.31372549 5.68627451] ; [17.68627451 23.31372549],0
p4,1,0.229817,1.441991,[4 6] ; [25 16],[5.68627451 4.31372549] ; [23.31372549 17.68627451],0
n4,1,0.229817,1.441991,[4 6] ; [25 16],[5.68627451 4.31372549] ; [23.31372549 17.68627451],0
u3,1,0.236724,1.4,[4 1] ; [8 8],[2.85714286 2.14285714] ; [9.14285714 6.85714286],0
s2,1,0.240294,1.378868,[6 4] ; [32  9],[7.45098039 2.54901961] ; [30.54901961 10.45098039],0
v3,1,0.269845,1.217537,[1 8] ; [11 27],[2.29787234 6.70212766] ; [ 9.70212766 28.29787234],0
v1,1,0.298688,1.080042,[6 3] ; [19 21],[4.59183673 4.40816327] ; [20.40816327 19.59183673],0
n3,1,0.313267,1.016852,[1 3] ; [8 7],[1.89473684 2.10526316] ; [7.10526316 7.89473684],0
p5,1,0.376759,0.78125,[1 9] ; [ 9 31],[2. 8.] ; [ 8. 32.],0
a7,1,0.435956,0.606904,[5 5] ; [26 15],[6.07843137 3.92156863] ; [24.92156863 16.07843137],0
d2,1,0.435956,0.606904,[5 5] ; [15 26],[3.92156863 6.07843137] ; [16.07843137 24.92156863],0
a6,1,0.438526,0.600135,[4 6] ; [22 19],[5.09803922 4.90196078] ; [20.90196078 20.09803922],0
a3,1,0.470486,0.520833,[5 5] ; [25 15],[6. 4.] ; [24. 16.],0
a8,1,0.489614,0.477375,[1 8] ; [ 2 38],[0.55102041 8.44897959] ; [ 2.44897959 37.55102041],0
d4,1,0.58132,0.304105,[9 1] ; [34  7],[8.43137255 1.56862745] ; [34.56862745  6.43137255],0
a4,1,0.596647,0.280083,[3 7] ; [16 25],[3.7254902 6.2745098] ; [15.2745098 25.7254902],0
d3,1,0.617935,0.24878,[6 4] ; [28 13],[6.66666667 3.33333333] ; [27.33333333 13.66666667],0
b5,1,0.617935,0.24878,[4 6] ; [20 21],[4.70588235 5.29411765] ; [19.29411765 21.70588235],0
p6,1,0.670379,0.181159,[4 6] ; [19 21],[4.6 5.4] ; [18.4 21.6],0
v2,1,0.677343,0.173132,[4 6] ; [18 20],[4.58333333 5.41666667] ; [17.41666667 20.58333333],0
p9,1,0.699676,0.14881,[8 2] ; [34  6],[8.4 1.6] ; [33.6  6.4],0
p1,1,0.699676,0.14881,[2 8] ; [ 6 34],[1.6 8.4] ; [ 6.4 33.6],0
p7,1,0.716164,0.132198,[5 5] ; [22 17],[5.51020408 4.48979592] ; [21.48979592 17.51020408],0
p2,1,0.740544,0.109649,[8 2] ; [30 10],[7.6 2.4] ; [30.4  9.6],0
d5,1,0.769174,0.086116,[8 2] ; [31 10],[7.64705882 2.35294118] ; [31.35294118  9.64705882],0
u1,1,0.777217,0.08006,[1 9] ; [ 3 38],[0.78431373 9.21568627] ; [ 3.21568627 37.78431373],0
b3,1,0.797923,0.065555,[3 4] ; [ 9 15],[2.70967742 4.29032258] ; [ 9.29032258 14.70967742],0
b2,1,0.797923,0.065555,[3 4] ; [ 9 15],[2.70967742 4.29032258] ; [ 9.29032258 14.70967742],0
n2,1,0.827472,0.0475,[3 1] ; [12  3],[3.15789474 0.84210526] ; [11.84210526  3.15789474],0
b4,1,0.827675,0.047387,[8 2] ; [34  7],[8.23529412 1.76470588] ; [33.76470588  7.23529412],0
s3,1,0.841286,0.040099,[6 4] ; [26 15],[6.2745098 3.7254902] ; [25.7254902 15.2745098],0
p3,1,0.944856,0.004784,[5 5] ; [20 21],[4.90196078 5.09803922] ; [20.09803922 20.90196078],0
d1,1,0.944856,0.004784,[5 5] ; [21 20],[5.09803922 4.90196078] ; [20.90196078 20.09803922],0
s8,1,0.954818,0.00321,[4 6] ; [16 25],[3.92156863 6.07843137] ; [16.07843137 24.92156863],0
s6,1,1.0,0.0,[8 2] ; [32  8],[8. 2.] ; [32.  8.],0
