Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,50.576504,[19 31] ; [120  15],[37.56756757 12.43243243] ; [101.43243243  33.56756757],1
b1,1,0.005189,7.812535,[13 37] ; [66 69],[21.35135135 28.64864865] ; [57.64864865 77.35135135],0
s6,1,0.005827,7.60307,[37 13] ; [118  13],[42.81767956  7.18232044] ; [112.18232044  18.81767956],0
n2,1,0.012866,6.1875,[3 6] ; [19  5],[6. 3.] ; [16.  8.],0
p12,1,0.013826,6.060183,[ 2 47] ; [ 25 109],[ 7.2295082 41.7704918] ; [ 19.7704918 114.2295082],0
b5,1,0.018186,5.578173,[38 12] ; [77 58],[31.08108108 18.91891892] ; [83.91891892 51.08108108],0
n1,1,0.028427,4.80197,[2 7] ; [15  8],[4.78125 4.21875] ; [12.21875 10.78125],0
p2,1,0.055307,3.6728,[41  9] ; [124  11],[44.59459459  5.40540541] ; [120.40540541  14.59459459],0
b4,1,0.060303,3.52903,[34 16] ; [71 64],[28.37837838 21.62162162] ; [76.62162162 58.37837838],0
s7,1,0.067326,3.347042,[34 14] ; [109  22],[38.34636872  9.65363128] ; [104.65363128  26.34636872],0
a1,1,0.081417,3.036395,[ 1 49] ; [ 13 122],[ 3.78378378 46.21621622] ; [ 10.21621622 124.78378378],0
a3,1,0.091057,2.855594,[34 16] ; [107  27],[38.31521739 11.68478261] ; [102.68478261  31.31521739],0
a6,1,0.12056,2.410032,[27 23] ; [89 45],[31.52173913 18.47826087] ; [84.47826087 49.52173913],0
d1,1,0.134195,2.243287,[31 19] ; [99 36],[35.13513514 14.86486486] ; [94.86486486 40.13513514],0
p8,1,0.174484,1.843992,[31 17] ; [101  34],[34.62295082 13.37704918] ; [97.37704918 37.62295082],0
p11,1,0.182733,1.775253,[38 12] ; [114  21],[41.08108108  8.91891892] ; [110.91891892  24.08108108],0
d2,1,0.18891,1.726099,[25 25] ; [82 53],[28.91891892 21.08108108] ; [78.08108108 56.91891892],0
a8,1,0.18917,1.72407,[ 5 39] ; [ 26 103],[ 7.88439306 36.11560694] ; [ 23.11560694 105.88439306],0
p7,1,0.195348,1.676818,[38 11] ; [113  19],[40.87845304  8.12154696] ; [110.12154696  21.87845304],0
v1,1,0.223312,1.482963,[38 12] ; [88 44],[34.61538462 15.38461538] ; [91.38461538 40.61538462],0
d3,1,0.233436,1.419799,[33 17] ; [101  34],[36.21621622 13.78378378] ; [97.78378378 37.21621622],0
p4,1,0.246319,1.34406,[44  6] ; [109  26],[41.35135135  8.64864865] ; [111.64864865  23.35135135],0
p5,1,0.258317,1.277752,[ 8 42] ; [ 32 103],[10.81081081 39.18918919] ; [ 29.18918919 105.81081081],0
a2,1,0.304036,1.056406,[10 40] ; [37 98],[12.7027027 37.2972973] ; [ 34.2972973 100.7027027],0
s5,1,0.312575,1.019766,[22 26] ; [68 57],[24.97109827 23.02890173] ; [65.02890173 59.97109827],0
u2,1,0.336219,0.924795,[12  4] ; [17 11],[10.54545455  5.45454545] ; [18.45454545  9.54545455],0
v2,1,0.339186,0.913505,[34 16] ; [79 52],[31.21546961 18.78453039] ; [81.78453039 49.21546961],0
u3,1,0.381996,0.764268,[10  6] ; [21  7],[11.27272727  4.72727273] ; [19.72727273  8.27272727],0
v4,1,0.439017,0.59885,[49  1] ; [129   6],[48.10810811  1.89189189] ; [129.89189189   5.10810811],0
a4,1,0.47959,0.499794,[23 27] ; [70 65],[25.13513514 24.86486486] ; [67.86486486 67.13513514],0
d4,1,0.500227,0.454454,[43  7] ; [120  14],[44.29347826  5.70652174] ; [118.70652174  15.29347826],0
n5,1,0.508173,0.437826,[41  9] ; [116  19],[42.43243243  7.56756757] ; [114.56756757  20.43243243],0
p9,1,0.513264,0.427407,[47  2] ; [126   9],[46.07065217  2.92934783] ; [126.92934783   8.07065217],0
p1,1,0.53122,0.392058,[ 6 44] ; [ 21 113],[ 7.33695652 42.66304348] ; [ 19.66304348 114.33695652],0
b2,1,0.574158,0.315774,[18 16] ; [44 49],[16.5984252 17.4015748] ; [45.4015748 47.5984252],0
b3,1,0.574158,0.315774,[18 16] ; [44 49],[16.5984252 17.4015748] ; [45.4015748 47.5984252],0
r1,1,0.611236,0.258379,[42  8] ; [109  26],[40.81081081  9.18918919] ; [110.18918919  24.81081081],0
a5,1,0.691089,0.15791,[42  8] ; [110  25],[41.08108108  8.91891892] ; [110.91891892  24.08108108],0
s4,1,0.695321,0.153385,[10 39] ; [ 31 103],[10.97814208 38.02185792] ; [ 30.02185792 103.97814208],0
u1,1,0.698099,0.150457,[14 36] ; [ 34 101],[12.97297297 37.02702703] ; [35.02702703 99.97297297],0
n6,1,0.701301,0.147122,[45  5] ; [123  11],[45.65217391  4.34782609] ; [122.34782609  11.65217391],0
p3,1,0.708093,0.140189,[33 17] ; [93 42],[34.05405405 15.94594595] ; [91.94594595 43.05405405],0
r2,1,0.718862,0.129585,[47  2] ; [129   4],[47.38461538  1.61538462] ; [128.61538462   4.38461538],0
v3,1,0.790864,0.070325,[24 26] ; [60 71],[23.20441989 26.79558011] ; [60.79558011 70.20441989],0
n4,1,0.810567,0.057453,[44  6] ; [117  18],[43.51351351  6.48648649] ; [117.48648649  17.51351351],0
n3,1,0.816571,0.053804,[6 3] ; [17  7],[6.27272727 2.72727273] ; [16.72727273  7.27272727],0
a7,1,0.860846,0.030729,[35 15] ; [92 42],[34.51086957 15.48913043] ; [92.48913043 41.51086957],0
p10,1,0.861295,0.030529,[44  5] ; [120  15],[43.67391304  5.32608696] ; [120.32608696  14.67391304],0
r4,1,0.87012,0.026734,[47  3] ; [126   9],[46.75675676  3.24324324] ; [126.24324324   8.75675676],0
d5,1,0.920438,0.009976,[43  7] ; [116  18],[43.20652174  6.79347826] ; [115.79347826  18.20652174],0
