Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,56.255267,[45 47] ; [ 36 256],[19.40625 72.59375] ; [ 61.59375 230.40625],1
p5,1,9e-06,19.661515,[14 79] ; [  8 282],[ 5.34203655 87.65796345] ; [ 16.65796345 273.34203655],1
s6,1,1.8e-05,18.414455,[54 39] ; [ 96 194],[36.4229765 56.5770235] ; [113.5770235 176.4229765],1
p3,1,9.3e-05,15.270901,[52 41] ; [ 96 193],[36.03141361 56.96858639] ; [111.96858639 177.03141361],1
p6,1,0.001014,10.801061,[34 57] ; [ 58 227],[22.26595745 68.73404255] ; [ 69.73404255 215.26595745],0
p4,1,0.001066,10.70999,[57 36] ; [120 167],[43.31842105 49.68157895] ; [133.68157895 153.31842105],0
v3,1,0.001547,10.021466,[42 49] ; [ 80 203],[29.68449198 61.31550802] ; [ 92.31550802 190.68449198],0
u1,1,0.001777,9.766214,[18 75] ; [ 23 269],[ 9.9038961 83.0961039] ; [ 31.0961039 260.9038961],0
a3,1,0.001916,9.628631,[71 21] ; [172 118],[58.52356021 33.47643979] ; [184.47643979 105.52356021],0
v1,1,0.007382,7.177647,[52 38] ; [120 168],[40.95238095 49.04761905] ; [131.04761905 156.95238095],0
p10,1,0.008588,6.906554,[73 19] ; [185 101],[62.79365079 29.20634921] ; [195.20634921  90.79365079],0
a5,1,0.01412,6.023132,[70 23] ; [179 113],[60.14805195 32.85194805] ; [188.85194805 103.14805195],0
d3,1,0.016602,5.737944,[69 24] ; [176 115],[59.3359375 33.6640625] ; [185.6640625 105.3359375],0
n6,1,0.027286,4.872629,[79 14] ; [214  76],[71.1462141 21.8537859] ; [221.8537859  68.1462141],0
d4,1,0.029407,4.743632,[76 17] ; [205  87],[67.87792208 25.12207792] ; [213.12207792  78.87792208],0
n4,1,0.039383,4.244266,[73 20] ; [195  95],[65.07571802 27.92428198] ; [202.92428198  87.07571802],0
p7,1,0.040924,4.179179,[57 34] ; [143 141],[48.53333333 42.46666667] ; [151.46666667 132.53333333],0
p11,1,0.048989,3.875732,[75 18] ; [205  87],[67.63636364 25.36363636] ; [212.36363636  79.63636364],0
s3,1,0.054743,3.689896,[29 63] ; [ 62 224],[22.14814815 69.85185185] ; [ 68.85185185 217.14814815],0
a2,1,0.060062,3.535672,[23 70] ; [ 47 245],[16.90909091 76.09090909] ; [ 53.09090909 238.90909091],0
p9,1,0.070321,3.275522,[74 17] ; [206  81],[67.40740741 23.59259259] ; [212.59259259  74.40740741],0
p2,1,0.087975,2.911036,[76 17] ; [210  78],[69.81102362 23.18897638] ; [216.18897638  71.81102362],0
n1,1,0.107516,2.590359,[12 12] ; [28 59],[ 8.64864865 15.35135135] ; [31.35135135 55.64864865],0
r1,1,0.119068,2.429538,[71 22] ; [196  93],[65.0026178 27.9973822] ; [201.9973822  87.0026178],0
n5,1,0.119639,2.422044,[69 24] ; [188  99],[62.89736842 30.10263158] ; [194.10263158  92.89736842],0
p8,1,0.123528,2.37201,[48 43] ; [124 161],[41.62765957 49.37234043] ; [130.37234043 154.62765957],0
a1,1,0.12977,2.295259,[ 1 92] ; [ 13 279],[ 3.38181818 89.61818182] ; [ 10.61818182 281.38181818],0
p12,1,0.142101,2.155059,[ 5 86] ; [  7 283],[ 2.86614173 88.13385827] ; [  9.13385827 280.86614173],0
d1,1,0.167081,1.908937,[50 43] ; [133 159],[44.20519481 48.79480519] ; [138.79480519 153.20519481],0
d2,1,0.184891,1.757863,[43 50] ; [112 179],[37.5390625 55.4609375] ; [117.4609375 173.5390625],0
r3,1,0.215193,1.536144,[85  8] ; [251  39],[81.58746736 11.41253264] ; [254.41253264  35.58746736],0
s1,1,0.228499,1.450179,[ 1 92] ; [ 10 277],[ 2.69210526 90.30789474] ; [  8.30789474 278.69210526],0
r2,1,0.230007,1.440819,[84  7] ; [251  35],[80.86206897 10.13793103] ; [254.13793103  31.86206897],0
a8,1,0.247634,1.336603,[11 71] ; [ 24 242],[ 8.24712644 73.75287356] ; [ 26.75287356 239.24712644],0
r4,1,0.268122,1.226327,[77 16] ; [226  66],[73.19220779 19.80779221] ; [229.80779221  62.19220779],0
b5,1,0.272054,1.206363,[54 39] ; [188 104],[58.45714286 34.54285714] ; [183.54285714 108.45714286],0
n2,1,0.281522,1.159728,[18  6] ; [55 32],[15.78378378  8.21621622] ; [57.21621622 29.78378378],0
n3,1,0.291165,1.114225,[14 10] ; [60 26],[16.14545455  7.85454545] ; [57.85454545 28.14545455],0
u3,1,0.299663,1.075695,[13  9] ; [56 63],[10.76595745 11.23404255] ; [58.23404255 60.76595745],0
u2,1,0.334782,0.930311,[13  9] ; [57 62],[10.92198582 11.07801418] ; [59.07801418 59.92198582],0
v4,1,0.335212,0.928658,[84  8] ; [255  36],[81.4308094 10.5691906] ; [257.5691906  33.4308094],0
b4,1,0.35093,0.870091,[50 43] ; [173 119],[53.86753247 39.13246753] ; [169.13246753 122.86753247],0
b2,1,0.353629,0.860391,[28 43] ; [ 53 107],[24.8961039 46.1038961] ; [ 56.1038961 103.8961039],0
b3,1,0.353629,0.860391,[28 43] ; [ 53 107],[24.8961039 46.1038961] ; [ 56.1038961 103.8961039],0
a6,1,0.374504,0.788664,[67 26] ; [196  96],[63.52987013 29.47012987] ; [199.47012987  92.52987013],0
a4,1,0.390994,0.73585,[38 54] ; [105 184],[34.53018373 57.46981627] ; [108.46981627 180.53018373],0
v2,1,0.528326,0.397611,[47 44] ; [133 145],[44.3902439 46.6097561] ; [135.6097561 142.3902439],0
b1,1,0.530908,0.392653,[32 61] ; [111 181],[34.54285714 58.45714286] ; [108.45714286 183.54285714],0
d5,1,0.558278,0.342694,[71 22] ; [214  78],[68.84415584 24.15584416] ; [216.15584416  75.84415584],0
s4,1,0.598748,0.276888,[ 7 86] ; [ 27 263],[ 8.25587467 84.74412533] ; [ 25.74412533 264.25587467],0
a7,1,0.868622,0.02736,[65 28] ; [206  85],[65.6328125 27.3671875] ; [205.3671875  85.6328125],0
u4,1,0.968372,0.001572,[ 1 92] ; [  3 289],[ 0.96623377 92.03376623] ; [  3.03376623 288.96623377],0
p1,1,0.978935,0.000697,[ 6 87] ; [ 19 272],[ 6.0546875 86.9453125] ; [ 18.9453125 272.0546875],0
