Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000638,11.661923,[ 3 28] ; [14 14],[ 8.93220339 22.06779661] ; [ 8.06779661 19.93220339],1
v4,1,0.001434,10.161767,[12 19] ; [23  6],[18.08333333 12.91666667] ; [16.91666667 12.08333333],0
p8,1,0.018845,5.515801,[ 5 25] ; [13 16],[ 9.15254237 20.84745763] ; [ 8.84745763 20.15254237],0
s6,1,0.019771,5.432004,[ 3 28] ; [10 19],[ 6.71666667 24.28333333] ; [ 6.28333333 22.71666667],0
r4,1,0.035225,4.434217,[ 1 30] ; [ 6 23],[ 3.61666667 27.38333333] ; [ 3.38333333 25.61666667],0
r1,1,0.040132,4.212299,[ 9 22] ; [16 13],[12.91666667 18.08333333] ; [12.08333333 16.91666667],0
p10,1,0.050448,3.826503,[ 9 21] ; [16 13],[12.71186441 17.28813559] ; [12.28813559 16.71186441],0
s8,1,0.055202,3.67598,[ 2 29] ; [ 7 22],[ 4.65 26.35] ; [ 4.35 24.65],0
n5,1,0.077076,3.12551,[18 13] ; [23  6],[21.18333333  9.81666667] ; [19.81666667  9.18333333],0
p3,1,0.084489,2.976365,[ 5 26] ; [10 18],[ 7.88135593 23.11864407] ; [ 7.11864407 20.88135593],0
p2,1,0.099146,2.719222,[ 9 22] ; [14 14],[12.08474576 18.91525424] ; [10.91525424 17.08474576],0
p11,1,0.110554,2.546286,[ 6 25] ; [11 18],[ 8.78333333 22.21666667] ; [ 8.21666667 20.78333333],0
a4,1,0.110576,2.545964,[13 18] ; [ 6 21],[10.15517241 20.84482759] ; [ 8.84482759 18.15517241],0
s7,1,0.130495,2.286603,[ 4 23] ; [ 9 19],[ 6.38181818 20.61818182] ; [ 6.61818182 21.38181818],0
s2,1,0.133111,2.25584,[ 3 28] ; [ 7 22],[ 5.16666667 25.83333333] ; [ 4.83333333 24.16666667],0
v2,1,0.152265,2.049413,[ 4 26] ; [ 8 20],[ 6.20689655 23.79310345] ; [ 5.79310345 22.20689655],0
a1,1,0.156009,2.012493,[ 6 25] ; [ 2 27],[ 4.13333333 26.86666667] ; [ 3.86666667 25.13333333],0
a5,1,0.196457,1.668521,[13 18] ; [17 12],[15.5 15.5] ; [14.5 14.5],0
d3,1,0.201485,1.631575,[12 19] ; [16 13],[14.46666667 16.53333333] ; [13.53333333 15.46666667],0
b3,1,0.217594,1.520169,[10  9] ; [ 7 14],[ 8.075 10.925] ; [ 8.925 12.075],0
b2,1,0.217594,1.520169,[10  9] ; [ 7 14],[ 8.075 10.925] ; [ 8.925 12.075],0
a2,1,0.265607,1.239293,[ 5 26] ; [ 2 27],[ 3.61666667 27.38333333] ; [ 3.38333333 25.61666667],0
n4,1,0.274967,1.1918,[16 15] ; [19 10],[18.08333333 12.91666667] ; [16.91666667 12.08333333],0
p7,1,0.298852,1.079308,[ 8 21] ; [11 16],[ 9.83928571 19.16071429] ; [ 9.16071429 17.83928571],0
b5,1,0.305208,1.051298,[13 18] ; [16 13],[14.98333333 16.01666667] ; [14.01666667 14.98333333],0
p6,1,0.359447,0.839825,[ 3 28] ; [ 5 23],[ 4.20338983 26.79661017] ; [ 3.79661017 24.20338983],0
n2,1,0.404239,0.695681,[7 9] ; [11  8],[8.22857143 7.77142857] ; [9.77142857 9.22857143],0
v3,1,0.40599,0.690513,[ 6 25] ; [ 8 20],[ 7.3559322 23.6440678] ; [ 6.6440678 21.3559322],0
s4,1,0.418665,0.65406,[ 4 27] ; [ 6 23],[ 5.16666667 25.83333333] ; [ 4.83333333 24.16666667],0
d5,1,0.427186,0.630462,[15 16] ; [17 12],[16.53333333 14.46666667] ; [15.46666667 13.53333333],0
p1,1,0.438323,0.600667,[ 4 27] ; [ 2 27],[ 3.1 27.9] ; [ 2.9 26.1],0
d1,1,0.463635,0.537105,[ 8 23] ; [10 19],[ 9.3 21.7] ; [ 8.7 20.3],0
s3,1,0.505518,0.443333,[ 9 21] ; [ 6 21],[ 7.89473684 22.10526316] ; [ 7.10526316 19.89473684],0
p9,1,0.535913,0.383167,[12 18] ; [13 14],[13.15789474 16.84210526] ; [11.84210526 15.15789474],0
a7,1,0.570251,0.322263,[14 17] ; [11 18],[12.91666667 18.08333333] ; [12.08333333 16.91666667],0
d4,1,0.599174,0.276243,[15 16] ; [16 13],[16.01666667 14.98333333] ; [14.98333333 14.01666667],0
b1,1,0.638812,0.2203,[20 11] ; [17 12],[19.11666667 11.88333333] ; [17.88333333 11.11666667],0
u2,1,0.68017,0.169935,[5 8] ; [4 9],[4.5 8.5] ; [4.5 8.5],0
v1,1,0.69312,0.155729,[10 21] ; [ 8 21],[ 9.3 21.7] ; [ 8.7 20.3],0
s1,1,0.696932,0.151684,[ 3 28] ; [ 2 27],[ 2.58333333 28.41666667] ; [ 2.41666667 26.58333333],0
r2,1,0.717201,0.13119,[19 11] ; [19  9],[19.65517241 10.34482759] ; [18.34482759  9.65517241],0
n3,1,0.745982,0.104938,[8 8] ; [ 8 10],[7.52941176 8.47058824] ; [8.47058824 9.52941176],0
b4,1,0.767669,0.087276,[17 14] ; [17 12],[17.56666667 13.43333333] ; [16.43333333 12.56666667],0
a3,1,0.825271,0.048739,[18 12] ; [16 12],[17.5862069 12.4137931] ; [16.4137931 11.5862069],0
n1,1,0.876682,0.02408,[8 8] ; [ 9 10],[7.77142857 8.22857143] ; [9.22857143 9.77142857],0
p5,1,0.942987,0.005115,[ 2 28] ; [ 2 26],[ 2.06896552 27.93103448] ; [ 1.93103448 26.06896552],0
a6,1,0.979286,0.000674,[14 17] ; [13 16],[13.95 17.05] ; [13.05 15.95],0
d2,1,0.985273,0.000341,[11 20] ; [10 18],[11.03389831 19.96610169] ; [ 9.96610169 18.03389831],0
u3,1,1.0,0.0,[4 9] ; [4 9],[4. 9.] ; [4. 9.],0
