Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000124,14.729799,[24 28] ; [70 20],[34.42253521 17.57746479] ; [59.57746479 30.42253521],1
s6,1,0.000215,13.697453,[13 38] ; [51 37],[23.48201439 27.51798561] ; [40.51798561 47.48201439],1
p11,1,0.000789,11.266374,[16 36] ; [54 36],[25.63380282 26.36619718] ; [44.36619718 45.63380282],1
v4,1,0.002059,9.495753,[32 20] ; [76 14],[39.54929577 12.45070423] ; [68.45070423 21.54929577],0
s8,1,0.002686,9.009169,[ 7 45] ; [33 56],[14.75177305 37.24822695] ; [25.24822695 63.75177305],0
n4,1,0.003878,8.33989,[23 29] ; [62 28],[31.12676056 20.87323944] ; [53.87323944 36.12676056],0
s4,1,0.004475,8.08029,[ 3 49] ; [22 67],[ 9.21985816 42.78014184] ; [15.78014184 73.21985816],0
s5,1,0.006515,7.401915,[ 4 45] ; [24 62],[10.16296296 38.83703704] ; [17.83703704 68.16296296],0
a1,1,0.010447,6.556958,[ 9 43] ; [ 4 86],[ 4.76056338 47.23943662] ; [ 8.23943662 81.76056338],0
n5,1,0.010664,6.520497,[24 27] ; [62 28],[31.10638298 19.89361702] ; [54.89361702 35.10638298],0
r3,1,0.01245,6.24568,[33 19] ; [74 16],[39.18309859 12.81690141] ; [67.81690141 22.18309859],0
p10,1,0.018709,5.528539,[18 32] ; [50 38],[24.63768116 25.36231884] ; [43.36231884 44.63768116],0
s7,1,0.020025,5.409722,[10 39] ; [34 51],[16.08955224 32.91044776] ; [27.91044776 57.08955224],0
u1,1,0.023377,5.140271,[ 2 50] ; [15 75],[ 6.22535211 45.77464789] ; [10.77464789 79.22535211],0
v3,1,0.033149,4.538085,[10 38] ; [33 52],[15.51879699 32.48120301] ; [27.48120301 57.51879699],0
p9,1,0.042929,4.098214,[21 29] ; [51 34],[26.66666667 23.33333333] ; [45.33333333 39.66666667],0
r2,1,0.062292,3.475294,[39 12] ; [77 10],[42.86956522  8.13043478] ; [73.13043478 13.86956522],0
b5,1,0.07621,3.143937,[25 27] ; [57 33],[30.02816901 21.97183099] ; [51.97183099 38.02816901],0
p6,1,0.08602,2.947331,[ 3 48] ; [14 75],[ 6.19285714 44.80714286] ; [10.80714286 78.19285714],0
d4,1,0.092781,2.825453,[33 18] ; [70 20],[37.25531915 13.74468085] ; [65.74468085 24.25531915],0
b4,1,0.100905,2.691185,[25 27] ; [56 34],[29.66197183 22.33802817] ; [51.33802817 38.66197183],0
d1,1,0.113539,2.504253,[20 32] ; [47 43],[24.53521127 27.46478873] ; [42.46478873 47.53521127],0
p12,1,0.151389,2.058199,[ 1 50] ; [ 7 83],[ 2.89361702 48.10638298] ; [ 5.10638298 84.89361702],0
v2,1,0.180829,1.790802,[16 32] ; [38 46],[19.63636364 28.36363636] ; [34.36363636 49.63636364],0
p5,1,0.219898,1.505039,[ 1 49] ; [ 6 83],[ 2.51798561 47.48201439] ; [ 4.48201439 84.51798561],0
s1,1,0.306923,1.04387,[ 6 45] ; [ 6 83],[ 4.37142857 46.62857143] ; [ 7.62857143 81.37142857],0
p1,1,0.382543,0.762515,[ 3 49] ; [ 9 81],[ 4.3943662 47.6056338] ; [ 7.6056338 82.3943662],0
v1,1,0.387607,0.746435,[15 37] ; [32 57],[17.33333333 34.66666667] ; [29.66666667 59.33333333],0
b1,1,0.409704,0.679658,[28 24] ; [42 48],[25.63380282 26.36619718] ; [44.36619718 45.63380282],0
d3,1,0.435343,0.608528,[26 25] ; [52 38],[28.21276596 22.78723404] ; [49.78723404 40.21276596],0
a7,1,0.474482,0.51152,[28 24] ; [54 36],[30.02816901 21.97183099] ; [51.97183099 38.02816901],0
a8,1,0.507729,0.438744,[ 6 46] ; [ 7 79],[ 4.89855072 47.10144928] ; [ 8.10144928 77.89855072],0
d5,1,0.544533,0.367203,[32 19] ; [61 29],[33.63829787 17.36170213] ; [59.36170213 30.63829787],0
s2,1,0.566213,0.32906,[17 35] ; [33 55],[18.57142857 33.42857143] ; [31.42857143 56.57142857],0
r1,1,0.566518,0.328544,[31 21] ; [58 32],[32.5915493 19.4084507] ; [56.4084507 33.5915493],0
p8,1,0.614583,0.253555,[ 9 42] ; [13 77],[ 7.95744681 43.04255319] ; [14.04255319 75.95744681],0
d2,1,0.620804,0.244739,[23 28] ; [44 45],[24.40714286 26.59285714] ; [42.59285714 46.40714286],0
u4,1,0.624613,0.239437,[ 1 51] ; [ 3 87],[ 1.46478873 50.53521127] ; [ 2.53521127 87.46478873],0
b2,1,0.635706,0.224402,[10 22] ; [21 37],[11.02222222 20.97777778] ; [19.97777778 38.02222222],0
b3,1,0.635706,0.224402,[10 22] ; [21 37],[11.02222222 20.97777778] ; [19.97777778 38.02222222],0
n3,1,0.700935,0.147502,[15 13] ; [17 12],[15.71929825 12.28070175] ; [16.28070175 12.71929825],0
n1,1,0.703234,0.14513,[14 15] ; [13 17],[13.27118644 15.72881356] ; [13.72881356 16.27118644],0
n2,1,0.715973,0.132384,[18 12] ; [20 11],[18.68852459 11.31147541] ; [19.31147541 11.68852459],0
a5,1,0.716926,0.131457,[29 23] ; [53 37],[30.02816901 21.97183099] ; [51.97183099 38.02816901],0
p4,1,0.807611,0.059297,[ 9 42] ; [17 71],[ 9.53956835 41.46043165] ; [16.46043165 71.53956835],0
