Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,51.090371,[211  48] ; [51 63],[181.92493298  77.07506702] ; [80.07506702 33.92493298],1
d3,1,0.0,45.590684,[198  61] ; [46 68],[169.42627346  89.57372654] ; [74.57372654 39.42627346],1
a2,1,0.000181,14.021193,[ 57 202] ; [  7 107],[ 44.43967828 214.56032172] ; [19.56032172 94.43967828],1
u1,1,0.000342,12.82761,[ 44 215] ; [  4 110],[ 33.32975871 225.67024129] ; [14.67024129 99.32975871],1
d5,1,0.000691,11.514103,[212  47] ; [75 39],[199.28418231  59.71581769] ; [87.71581769 26.28418231],1
r4,1,0.001419,10.181324,[237  22] ; [91 23],[227.75335121  31.24664879] ; [100.24664879  13.75335121],0
r3,1,0.001684,9.865772,[252   6] ; [102  11],[246.17789757  11.82210243] ; [107.82210243   5.17789757],0
v2,1,0.002118,9.44467,[151  96] ; [48 62],[137.68347339 109.31652661] ; [61.31652661 48.68347339],0
d4,1,0.002425,9.196491,[210  49] ; [76 38],[198.58981233  60.41018767] ; [87.41018767 26.58981233],0
b1,1,0.00624,7.479779,[ 78 181] ; [51 63],[ 89.57372654 169.42627346] ; [39.42627346 74.57372654],0
v4,1,0.007208,7.220404,[246  12] ; [99 14],[239.91913747  18.08086253] ; [105.08086253   7.91913747],0
p2,1,0.013634,6.084866,[226  32] ; [86 25],[218.14634146  39.85365854] ; [93.85365854 17.14634146],0
s5,1,0.020957,5.330376,[ 39 214] ; [28 81],[ 46.82596685 206.17403315] ; [20.17403315 88.82596685],0
d1,1,0.022472,5.208831,[140 119] ; [47 67],[129.84718499 129.15281501] ; [57.15281501 56.84718499],0
r1,1,0.026727,4.908376,[206  52] ; [79 35],[197.66129032  60.33870968] ; [87.33870968 26.66129032],0
b5,1,0.032557,4.568909,[158 101] ; [56 58],[148.59517426 110.40482574] ; [65.40482574 48.59517426],0
p10,1,0.034278,4.480772,[215  41] ; [82 28],[207.73770492  48.26229508] ; [89.26229508 20.73770492],0
v3,1,0.034837,4.453129,[ 97 155] ; [30 81],[ 88.16528926 163.83471074] ; [38.83471074 72.16528926],0
