Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000535,11.990045,[ 1 17] ; [5 2],[ 4.32 13.68] ; [1.68 5.32],1
p4,1,0.003619,8.465608,[ 4 14] ; [6 1],[ 7.2 10.8] ; [2.8 4.2],0
p11,1,0.018583,5.540293,[ 6 12] ; [6 1],[8.64 9.36] ; [3.36 3.64],0
p8,1,0.018583,5.540293,[ 6 12] ; [6 1],[8.64 9.36] ; [3.36 3.64],0
d1,1,0.021368,5.296517,[ 4 14] ; [5 2],[ 6.48 11.52] ; [2.52 4.48],0
a4,1,0.05773,3.601441,[ 5 12] ; [5 2],[7.08333333 9.91666667] ; [2.91666667 4.08333333],0
p7,1,0.073691,3.198832,[ 5 11] ; [5 2],[6.95652174 9.04347826] ; [3.04347826 3.95652174],0
a2,1,0.074791,3.174603,[ 2 16] ; [3 4],[ 3.6 14.4] ; [1.4 5.6],0
p5,1,0.088233,2.906325,[ 2 15] ; [3 4],[ 3.54166667 13.45833333] ; [1.45833333 5.54166667],0
d5,1,0.101707,2.678571,[9 9] ; [6 1],[10.8  7.2] ; [4.2 2.8],0
d3,1,0.101707,2.678571,[9 9] ; [6 1],[10.8  7.2] ; [4.2 2.8],0
r2,1,0.168598,1.895363,[15  3] ; [4 3],[13.68  4.32] ; [5.32 1.68],0
s7,1,0.202134,1.626891,[ 5 12] ; [4 3],[ 6.375 10.625] ; [2.625 4.375],0
n6,1,0.2253,1.470289,[ 8 10] ; [5 2],[9.36 8.64] ; [3.64 3.36],0
a5,1,0.236386,1.402019,[11  7] ; [6 1],[12.24  5.76] ; [4.76 2.24],0
n5,1,0.236386,1.402019,[11  7] ; [6 1],[12.24  5.76] ; [4.76 2.24],0
v4,1,0.236386,1.402019,[11  7] ; [6 1],[12.24  5.76] ; [4.76 2.24],0
s2,1,0.275234,1.190476,[ 6 12] ; [4 3],[ 7.2 10.8] ; [2.8 4.2],0
r4,1,0.302191,1.0645,[ 4 14] ; [3 4],[ 5.04 12.96] ; [1.96 5.04],0
n3,1,0.316565,1.003086,[7 2] ; [2 2],[6.23076923 2.76923077] ; [2.76923077 1.23076923],0
p3,1,0.323727,0.97383,[ 6 11] ; [4 3],[7.08333333 9.91666667] ; [2.91666667 4.08333333],0
a7,1,0.332474,0.939239,[9 9] ; [5 2],[10.08  7.92] ; [3.92 3.08],0
b1,1,0.340904,0.907029,[12  6] ; [6 1],[12.96  5.04] ; [5.04 1.96],0
p2,1,0.403713,0.697239,[9 8] ; [5 2],[9.91666667 7.08333333] ; [4.08333333 2.91666667],0
v3,1,0.40905,0.681561,[ 7 11] ; [4 3],[ 7.92 10.08] ; [3.08 3.92],0
u2,1,0.427355,0.63,[1 4] ; [1 1],[1.42857143 3.57142857] ; [0.57142857 1.42857143],0
b5,1,0.466985,0.529101,[10  8] ; [5 2],[10.8  7.2] ; [4.2 2.8],0
a6,1,0.466985,0.529101,[10  8] ; [5 2],[10.8  7.2] ; [4.2 2.8],0
d2,1,0.468011,0.526669,[ 5 13] ; [3 4],[ 5.76 12.24] ; [2.24 4.76],0
s8,1,0.504036,0.446429,[ 3 15] ; [2 5],[ 3.6 14.4] ; [1.4 5.6],0
n1,1,0.505985,0.442361,[5 4] ; [3 1],[5.53846154 3.46153846] ; [2.46153846 1.53846154],0
s6,1,0.568261,0.3256,[10  8] ; [3 4],[9.36 8.64] ; [3.64 3.36],0
d4,1,0.629412,0.232859,[11  7] ; [5 2],[11.52  6.48] ; [4.48 2.52],0
b4,1,0.629412,0.232859,[11  7] ; [5 2],[11.52  6.48] ; [4.48 2.52],0
p9,1,0.738568,0.11139,[14  4] ; [5 2],[13.68  4.32] ; [5.32 1.68],0
a3,1,0.795418,0.067227,[13  4] ; [5 2],[12.75  4.25] ; [5.25 1.75],0
u3,1,0.80915,0.058333,[2 3] ; [1 1],[2.14285714 2.85714286] ; [0.85714286 1.14285714],0
p10,1,0.818733,0.052521,[12  6] ; [5 2],[12.24  5.76] ; [4.76 2.24],0
s4,1,0.826403,0.0481,[ 2 16] ; [1 6],[ 2.16 15.84] ; [0.84 6.16],0
b3,1,0.832662,0.044643,[4 5] ; [3 3],[4.2 4.8] ; [2.8 3.2],0
b2,1,0.832662,0.044643,[4 5] ; [3 3],[4.2 4.8] ; [2.8 3.2],0
n4,1,0.855702,0.033069,[11  7] ; [4 3],[10.8  7.2] ; [4.2 2.8],0
p1,1,0.884077,0.021259,[ 3 15] ; [1 6],[ 2.88 15.12] ; [1.12 5.88],0
s3,1,0.897785,0.016502,[ 5 11] ; [2 5],[ 4.86956522 11.13043478] ; [2.13043478 4.86956522],0
r1,1,0.94277,0.005154,[ 8 10] ; [3 4],[ 7.92 10.08] ; [3.08 3.92],0
s5,1,0.968346,0.001575,[ 5 13] ; [2 5],[ 5.04 12.96] ; [1.96 5.04],0
