Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5.3e-05,16.326231,[30  2] ; [3 6],[25.75609756  6.24390244] ; [7.24390244 1.75609756],1
p6,1,0.000205,13.789174,[26  6] ; [1 7],[21.6 10.4] ; [5.4 2.6],1
p3,1,0.002264,9.322064,[27  5] ; [3 6],[23.41463415  8.58536585] ; [6.58536585 2.41463415],0
s1,1,0.00697,7.280617,[ 1 31] ; [3 6],[ 3.12195122 28.87804878] ; [0.87804878 8.12195122],0
n5,1,0.013505,6.101789,[29  3] ; [5 4],[26.53658537  5.46341463] ; [7.46341463 1.53658537],0
v2,1,0.024753,5.041092,[20 11] ; [2 7],[17.05 13.95] ; [4.95 4.05],0
r3,1,0.051944,3.777565,[31  1] ; [7 2],[29.65853659  2.34146341] ; [8.34146341 0.65853659],0
a5,1,0.052,3.775773,[17 15] ; [8 1],[19.51219512 12.48780488] ; [5.48780488 3.51219512],0
b5,1,0.071192,3.255324,[14 18] ; [7 2],[16.3902439 15.6097561] ; [4.6097561 4.3902439],0
p2,1,0.07241,3.22753,[29  3] ; [6 3],[27.31707317  4.68292683] ; [7.68292683 1.31707317],0
r4,1,0.153676,2.035379,[30  2] ; [7 2],[28.87804878  3.12195122] ; [8.12195122 0.87804878],0
s3,1,0.154213,2.030075,[17 15] ; [2 6],[15.2 16.8] ; [3.8 4.2],0
r1,1,0.176998,1.822654,[25  7] ; [5 4],[23.41463415  8.58536585] ; [6.58536585 2.41463415],0
u3,1,0.21289,1.551667,[9 6] ; [1 3],[7.89473684 7.10526316] ; [2.10526316 1.89473684],0
p10,1,0.231998,1.428571,[29  3] ; [6 2],[28.  4.] ; [7. 1.],0
r2,1,0.231998,1.428571,[29  3] ; [6 2],[28.  4.] ; [7. 1.],0
b1,1,0.249819,1.324314,[11 21] ; [5 4],[12.48780488 19.51219512] ; [3.51219512 5.48780488],0
p1,1,0.293694,1.10261,[ 9 23] ; [1 8],[ 7.80487805 24.19512195] ; [2.19512195 6.80487805],0
b4,1,0.31125,1.025365,[19 13] ; [7 2],[20.29268293 11.70731707] ; [5.70731707 3.29268293],0
d3,1,0.393165,0.72913,[12 20] ; [2 7],[10.92682927 21.07317073] ; [3.07317073 5.92682927],0
s6,1,0.421357,0.646528,[26  4] ; [6 2],[25.26315789  4.73684211] ; [6.73684211 1.26315789],0
d2,1,0.465985,0.531481,[ 4 28] ; [2 7],[ 4.68292683 27.31707317] ; [1.31707317 7.68292683],0
a7,1,0.48883,0.4791,[21 11] ; [7 2],[21.85365854 10.14634146] ; [6.14634146 2.85365854],0
p9,1,0.548306,0.36036,[30  2] ; [7 1],[29.6  2.4] ; [7.4 0.6],0
n2,1,0.57075,0.321429,[5 1] ; [2 1],[4.66666667 1.33333333] ; [2.33333333 0.66666667],0
s2,1,0.575217,0.314032,[14 18] ; [3 6],[13.26829268 18.73170732] ; [3.73170732 5.26829268],0
p11,1,0.590536,0.289507,[26  6] ; [8 1],[26.53658537  5.46341463] ; [7.46341463 1.53658537],0
b3,1,0.606089,0.265909,[ 8 14] ; [2 2],[ 8.46153846 13.53846154] ; [1.53846154 2.46153846],0
b2,1,0.606089,0.265909,[ 8 14] ; [2 2],[ 8.46153846 13.53846154] ; [1.53846154 2.46153846],0
a4,1,0.618144,0.248485,[ 8 24] ; [3 6],[ 8.58536585 23.41463415] ; [2.41463415 6.58536585],0
n6,1,0.620788,0.244761,[30  2] ; [8 1],[29.65853659  2.34146341] ; [8.34146341 0.65853659],0
v4,1,0.620788,0.244761,[30  2] ; [8 1],[29.65853659  2.34146341] ; [8.34146341 0.65853659],0
v1,1,0.633553,0.227273,[17 15] ; [5 3],[17.6 14.4] ; [4.4 3.6],0
n1,1,0.635256,0.225,[3 3] ; [1 2],[2.66666667 3.33333333] ; [1.33333333 1.66666667],0
n4,1,0.642155,0.215934,[27  5] ; [7 2],[26.53658537  5.46341463] ; [7.46341463 1.53658537],0
a6,1,0.645324,0.211847,[17 15] ; [4 5],[16.3902439 15.6097561] ; [4.6097561 4.3902439],0
v3,1,0.704954,0.143369,[16 15] ; [4 5],[15.5 15.5] ; [4.5 4.5],0
u2,1,0.718904,0.129545,[9 6] ; [2 2],[8.68421053 6.31578947] ; [2.31578947 1.68421053],0
d5,1,0.768321,0.086772,[16 16] ; [5 4],[16.3902439 15.6097561] ; [4.6097561 4.3902439],0
s7,1,0.776814,0.080357,[19  9] ; [5 3],[18.66666667  9.33333333] ; [5.33333333 2.66666667],0
a8,1,0.799774,0.064333,[ 5 26] ; [1 7],[ 4.76923077 26.23076923] ; [1.23076923 6.76923077],0
s5,1,0.820119,0.051707,[18 13] ; [5 3],[18.28205128 12.71794872] ; [4.71794872 3.28205128],0
d4,1,0.837201,0.04222,[19 13] ; [5 4],[18.73170732 13.26829268] ; [5.26829268 3.73170732],0
p8,1,0.849842,0.035842,[25  7] ; [6 2],[24.8  7.2] ; [6.2 1.8],0
s8,1,0.874211,0.025063,[17 15] ; [4 4],[16.8 15.2] ; [4.2 3.8],0
a3,1,0.897213,0.016688,[17 15] ; [5 4],[17.17073171 14.82926829] ; [4.82926829 4.17073171],0
