Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,84.795934,[193 143] ; [ 40 181],[140.5529623 195.4470377] ; [ 92.4470377 128.5529623],1
b4,1,0.44904,0.573075,[207 139] ; [128  98],[202.63986014 143.36013986] ; [132.36013986  93.63986014],0
n4,1,0.471819,0.517713,[286  59] ; [182  44],[282.76707531  62.23292469] ; [185.23292469  40.76707531],0
n1,1,0.498261,0.458638,[19 41] ; [20 33],[20.7079646 39.2920354] ; [18.2920354 34.7079646],0
r4,1,0.543535,0.369028,[316  30] ; [203  23],[313.94055944  32.05944056] ; [205.05944056  20.94055944],0
a6,1,0.56045,0.338925,[243 102] ; [154  72],[239.86865149 105.13134851] ; [157.13134851  68.86865149],0
s2,1,0.561746,0.336691,[178 164] ; [111 113],[174.6254417 167.3745583] ; [114.3745583 109.6254417],0
n6,1,0.570739,0.321447,[301  40] ; [195  30],[298.82685512  42.17314488] ; [197.17314488  27.82685512],0
b5,1,0.583925,0.299932,[207 139] ; [130  96],[203.84965035 142.15034965] ; [133.15034965  92.84965035],0
u3,1,0.633069,0.227922,[46 31] ; [42 24],[47.38461538 29.61538462] ; [40.61538462 25.38461538],0
a4,1,0.752122,0.099756,[168 177] ; [107 119],[166.1558669 178.8441331] ; [108.8441331 117.1558669],0
s6,1,0.76121,0.09235,[231 107] ; [149  73],[229.35714286 108.64285714] ; [150.64285714  71.35714286],0
p2,1,0.76134,0.092247,[306  37] ; [198  26],[304.88888889  38.11111111] ; [199.11111111  24.88888889],0
v4,1,0.782198,0.076428,[325  17] ; [214  10],[325.68551237  16.31448763] ; [213.31448763  10.68551237],0
s3,1,0.870997,0.026371,[189 147] ; [125 100],[188.06417112 147.93582888] ; [125.93582888  99.06417112],0
p6,1,0.947918,0.004267,[129 207] ; [ 87 138],[129.36898396 206.63101604] ; [ 86.63101604 138.36898396],0
r2,1,0.955678,0.003089,[322  17] ; [213  11],[322.14031972  16.85968028] ; [212.85968028  11.14031972],0
p1,1,0.974353,0.001034,[ 25 320] ; [ 16 207],[ 24.90316901 320.09683099] ; [ 16.09683099 206.90316901],0
