Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,2e-06,22.372252,[25 32] ; [273  93],[40.15602837 16.84397163] ; [257.84397163 108.15602837],1
s5,1,4e-06,21.453064,[12 46] ; [196 171],[28.38588235 29.61411765] ; [179.61411765 187.38588235],1
s8,1,1.5e-05,18.757859,[22 38] ; [251 130],[37.14285714 22.85714286] ; [235.85714286 145.14285714],1
s3,1,6.9e-05,15.841378,[43 17] ; [341  38],[52.48291572  7.51708428] ; [331.51708428  47.48291572],1
p4,1,0.000236,13.523119,[25 34] ; [255 125],[37.6309795 21.3690205] ; [242.3690205 137.6309795],1
n6,1,0.00067,11.571261,[43 17] ; [334  45],[51.5261959  8.4738041] ; [325.4738041  53.5261959],1
r4,1,0.001211,10.473307,[51  9] ; [366  17],[56.4785553  3.5214447] ; [360.5214447  22.4785553],0
d5,1,0.001658,9.893898,[41 18] ; [326  54],[49.32346241  9.67653759] ; [317.67653759  62.32346241],0
p9,1,0.002712,8.991584,[45 14] ; [338  38],[51.94712644  7.05287356] ; [331.05287356  44.94712644],0
a2,1,0.008067,7.018637,[ 8 52] ; [114 269],[16.52370203 43.47629797] ; [105.47629797 277.52370203],0
d1,1,0.011221,6.429985,[30 30] ; [256 127],[38.73589165 21.26410835] ; [247.26410835 135.73589165],0
v4,1,0.012189,6.283163,[55  4] ; [377   6],[57.66515837  1.33484163] ; [374.33484163   8.66515837],0
a4,1,0.013235,6.137408,[20 40] ; [193 189],[28.91402715 31.08597285] ; [184.08597285 197.91402715],0
r1,1,0.013835,6.059082,[44 16] ; [327  54],[50.47619048  9.52380952] ; [320.52380952  60.47619048],0
a5,1,0.015375,5.872988,[38 22] ; [297  85],[45.47511312 14.52488688] ; [289.52488688  92.47511312],0
p5,1,0.028632,4.789611,[ 2 54] ; [ 53 326],[ 7.08045977 48.91954023] ; [ 47.91954023 331.08045977],0
b5,1,0.031236,4.639925,[29 31] ; [241 142],[36.56884876 23.43115124] ; [233.43115124 149.56884876],0
s4,1,0.04429,4.045481,[ 8 52] ; [ 95 282],[14.14187643 45.85812357] ; [ 88.85812357 288.14187643],0
a3,1,0.046958,3.946889,[39 21] ; [293  88],[45.17006803 14.82993197] ; [286.82993197  94.17006803],0
p6,1,0.066201,3.374786,[19 40] ; [169 207],[25.49885057 33.50114943] ; [162.50114943 213.49885057],0
p8,1,0.0967,2.759136,[25 34] ; [203 173],[30.92413793 28.07586207] ; [197.07586207 178.92413793],0
r3,1,0.09694,2.755183,[56  4] ; [371  10],[58.0952381  1.9047619] ; [368.9047619  12.0952381],0
d2,1,0.09995,2.706334,[26 34] ; [208 172],[31.90909091 28.09090909] ; [202.09090909 177.90909091],0
n5,1,0.118979,2.430709,[42 18] ; [301  80],[46.66666667 13.33333333] ; [296.33333333  84.66666667],0
d4,1,0.1412,2.164834,[48 12] ; [330  49],[51.66287016  8.33712984] ; [326.33712984  52.66287016],0
p3,1,0.176687,1.82527,[26 32] ; [207 174],[30.78359909 27.21640091] ; [202.21640091 178.78359909],0
p1,1,0.18906,1.724925,[ 3 56] ; [ 40 339],[ 5.79223744 53.20776256] ; [ 37.20776256 341.79223744],0
v1,1,0.195356,1.676759,[29 29] ; [219 152],[33.52913753 24.47086247] ; [214.47086247 156.52913753],0
n4,1,0.220581,1.500591,[43 17] ; [300  81],[46.66666667 13.33333333] ; [296.33333333  84.66666667],0
u1,1,0.223338,1.482796,[10 50] ; [ 91 292],[13.67945824 46.32054176] ; [ 87.32054176 295.67945824],0
d3,1,0.242349,1.366878,[38 21] ; [273 107],[41.79726651 17.20273349] ; [269.20273349 110.79726651],0
p12,1,0.29704,1.087437,[ 4 55] ; [ 43 338],[ 6.30227273 52.69772727] ; [ 40.69772727 340.30227273],0
p2,1,0.372603,0.794966,[46 12] ; [320  61],[48.35535308  9.64464692] ; [317.64464692  63.35535308],0
u4,1,0.38515,0.754201,[ 1 59] ; [ 15 368],[ 2.16704289 57.83295711] ; [ 13.83295711 369.16704289],0
a8,1,0.44175,0.591733,[10 46] ; [ 49 302],[ 8.11793612 47.88206388] ; [ 50.88206388 300.11793612],0
b2,1,0.476806,0.506161,[15 18] ; [ 92 144],[13.12639405 19.87360595] ; [ 93.87360595 142.12639405],0
b3,1,0.476806,0.506161,[15 18] ; [ 92 144],[13.12639405 19.87360595] ; [ 93.87360595 142.12639405],0
a6,1,0.489613,0.477378,[37 23] ; [251 128],[39.36218679 20.63781321] ; [248.63781321 130.36218679],0
u3,1,0.513252,0.427431,[13  8] ; [61 27],[14.25688073  6.74311927] ; [59.74311927 28.25688073],0
p11,1,0.578341,0.308924,[48 12] ; [294  89],[46.32054176 13.67945824] ; [295.67945824  87.32054176],0
p10,1,0.586414,0.295979,[48 10] ; [324  55],[49.37299771  8.62700229] ; [322.62700229  56.37299771],0
n1,1,0.599916,0.275122,[5 9] ; [35 46],[5.89473684 8.10526316] ; [34.10526316 46.89473684],0
v2,1,0.603683,0.269477,[32 26] ; [214 150],[33.81042654 24.18957346] ; [212.18957346 151.81042654],0
p7,1,0.62168,0.243513,[36 21] ; [244 123],[37.64150943 19.35849057] ; [242.35849057 124.64150943],0
b4,1,0.674829,0.176005,[34 26] ; [228 155],[35.48532731 24.51467269] ; [226.51467269 156.48532731],0
a1,1,0.758064,0.094879,[ 3 57] ; [ 23 360],[ 3.5214447 56.4785553] ; [ 22.4785553 360.5214447],0
b1,1,0.77094,0.084766,[25 35] ; [152 231],[23.97291196 36.02708804] ; [153.02708804 229.97291196],0
n3,1,0.781866,0.076667,[12  4] ; [58 23],[11.54639175  4.45360825] ; [58.45360825 22.54639175],0
u2,1,0.795748,0.067005,[12  9] ; [53 35],[12.52293578  8.47706422] ; [52.47706422 35.52293578],0
s1,1,0.921707,0.00966,[ 3 57] ; [ 20 357],[ 3.15789474 56.84210526] ; [ 19.84210526 357.15789474],0
v3,1,0.934936,0.006664,[24 31] ; [158 209],[23.72037915 31.27962085] ; [158.27962085 208.72037915],0
a7,1,0.961107,0.002378,[44 15] ; [283  98],[43.84772727 15.15227273] ; [283.15227273  97.84772727],0
n2,1,0.982411,0.000486,[12  3] ; [65 16],[12.03125  2.96875] ; [64.96875 16.03125],0
