Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,83.329673,[68 26] ; [ 7 88],[37.3015873 56.6984127] ; [37.6984127 57.3015873],1
s6,1,0.0,43.008857,[74 19] ; [30 64],[51.72192513 41.27807487] ; [52.27807487 41.72192513],1
s7,1,0.00016,14.253641,[43 43] ; [21 71],[30.92134831 55.07865169] ; [33.07865169 58.92134831],1
s8,1,0.000318,12.963326,[43 51] ; [20 75],[31.33333333 62.66666667] ; [31.66666667 63.33333333],1
s4,1,0.004809,7.949798,[26 68] ; [11 85],[18.30526316 75.69473684] ; [18.69473684 77.30526316],0
s5,1,0.011507,6.385316,[30 58] ; [16 75],[22.61452514 65.38547486] ; [23.38547486 67.61452514],0
p10,1,0.032067,4.594921,[67 25] ; [55 40],[60.02139037 31.97860963] ; [61.97860963 33.02139037],0
r2,1,0.033936,4.497947,[91  2] ; [87  9],[87.58730159  5.41269841] ; [90.41269841  5.58730159],0
d2,1,0.058638,3.575497,[45 49] ; [33 63],[38.58947368 55.41052632] ; [39.41052632 56.58947368],0
u2,1,0.080513,3.054511,[21  9] ; [17 18],[17.53846154 12.46153846] ; [20.46153846 14.53846154],0
u1,1,0.107222,2.5947,[15 79] ; [ 8 88],[11.37894737 82.62105263] ; [11.62105263 84.37894737],0
p2,1,0.140829,2.168878,[75 19] ; [67 28],[70.62433862 23.37566138] ; [71.37566138 23.62433862],0
p9,1,0.146131,2.112175,[69 23] ; [62 33],[64.44919786 27.55080214] ; [66.55080214 28.44919786],0
a8,1,0.155629,2.016194,[ 4 83] ; [ 9 79],[ 6.46285714 80.53714286] ; [ 6.53714286 81.46285714],0
p5,1,0.157178,2.001172,[ 2 91] ; [ 6 89],[ 3.95744681 89.04255319] ; [ 4.04255319 90.95744681],0
r3,1,0.15718,2.001147,[92  2] ; [90  6],[90.04210526  3.95789474] ; [91.95789474  4.04210526],0
u3,1,0.194214,1.685357,[21  9] ; [19 16],[18.46153846 11.53846154] ; [21.53846154 13.46153846],0
p12,1,0.23047,1.437956,[ 5 87] ; [ 2 93],[ 3.44385027 88.55614973] ; [ 3.55614973 91.44385027],0
a5,1,0.244358,1.355273,[69 25] ; [63 33],[65.30526316 28.69473684] ; [66.69473684 29.30526316],0
s1,1,0.290524,1.117193,[ 6 88] ; [ 3 93],[ 4.45263158 89.54736842] ; [ 4.54736842 91.45263158],0
a2,1,0.305797,1.048741,[19 75] ; [14 82],[16.32631579 77.67368421] ; [16.67368421 79.32631579],0
a7,1,0.360325,0.836762,[67 27] ; [74 22],[69.75789474 24.24210526] ; [71.24210526 24.75789474],0
n2,1,0.366909,0.814108,[21 10] ; [14 11],[19.375 11.625] ; [15.625  9.375],0
p11,1,0.382802,0.761684,[60 34] ; [67 29],[62.83157895 31.16842105] ; [64.16842105 31.83157895],0
n3,1,0.385423,0.753334,[24  5] ; [19  7],[22.67272727  6.32727273] ; [20.32727273  5.67272727],0
a1,1,0.392025,0.732652,[ 4 90] ; [ 2 94],[ 2.96842105 91.03157895] ; [ 3.03157895 92.96842105],0
p7,1,0.414495,0.66587,[51 41] ; [47 48],[48.21390374 43.78609626] ; [49.78609626 45.21390374],0
b1,1,0.418862,0.653507,[30 64] ; [36 60],[32.65263158 61.34736842] ; [33.34736842 62.65263158],0
n4,1,0.45178,0.566183,[38 56] ; [44 52],[40.56842105 53.43157895] ; [41.43157895 54.56842105],0
v4,1,0.45729,0.55252,[87  6] ; [87  9],[85.61904762  7.38095238] ; [88.38095238  7.61904762],0
b5,1,0.477067,0.50556,[53 41] ; [59 37],[55.41052632 38.58947368] ; [56.58947368 39.41052632],0
d3,1,0.479406,0.500215,[69 25] ; [66 30],[66.78947368 27.21052632] ; [68.21052632 27.78947368],0
v3,1,0.509703,0.434676,[28 61] ; [24 65],[26. 63.] ; [26. 63.],0
p3,1,0.511686,0.430618,[38 56] ; [34 61],[35.80952381 58.19047619] ; [36.19047619 58.80952381],0
p1,1,0.525538,0.403011,[ 7 86] ; [ 5 90],[ 5.93617021 87.06382979] ; [ 6.06382979 88.93617021],0
v1,1,0.565212,0.33076,[38 51] ; [37 59],[36.08108108 52.91891892] ; [38.91891892 57.08108108],0
r4,1,0.632287,0.228973,[87  7] ; [87  9],[86.08421053  7.91578947] ; [87.91578947  8.08421053],0
d4,1,0.644967,0.212304,[78 16] ; [82 14],[79.15789474 14.84210526] ; [80.84210526 15.15789474],0
p4,1,0.720928,0.127605,[42 52] ; [40 55],[40.78306878 53.21693122] ; [41.21693122 53.78306878],0
p8,1,0.721484,0.127076,[40 54] ; [38 57],[38.79365079 55.20634921] ; [39.20634921 55.79365079],0
a3,1,0.7275,0.121419,[62 32] ; [61 35],[60.85263158 33.14736842] ; [62.14736842 33.85263158],0
b4,1,0.731587,0.11766,[61 33] ; [60 36],[59.86315789 34.13684211] ; [61.13684211 34.86315789],0
a4,1,0.790539,0.070549,[38 56] ; [37 59],[37.10526316 56.89473684] ; [37.89473684 58.10526316],0
d5,1,0.801147,0.063435,[72 22] ; [75 21],[72.72631579 21.27368421] ; [74.27368421 21.72631579],0
n1,1,0.859894,0.031155,[ 9 22] ; [ 7 19],[ 8.70175439 22.29824561] ; [ 7.29824561 18.70175439],0
p6,1,0.866007,0.028471,[23 70] ; [24 69],[23.5 69.5] ; [23.5 69.5],0
n6,1,0.906264,0.013866,[56 37] ; [57 39],[55.6031746 37.3968254] ; [57.3968254 38.6031746],0
a6,1,0.915692,0.011207,[61 33] ; [63 33],[61.34736842 32.65263158] ; [62.65263158 33.34736842],0
b2,1,0.91837,0.010504,[13 34] ; [16 40],[13.23300971 33.76699029] ; [15.76699029 40.23300971],0
b3,1,0.91837,0.010504,[13 34] ; [16 40],[13.23300971 33.76699029] ; [15.76699029 40.23300971],0
v2,1,0.979906,0.000634,[47 39] ; [51 42],[47.08379888 38.91620112] ; [50.91620112 42.08379888],0
d1,1,0.987745,0.000236,[52 42] ; [53 43],[51.94736842 42.05263158] ; [53.05263158 42.94736842],0
