Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,95.936878,[ 3 59] ; [243 100],[37.65925926 24.34074074] ; [208.34074074 134.65925926],1
d5,1,0.0,51.815182,[30 32] ; [299  44],[50.3654321 11.6345679] ; [278.6345679  64.3654321],1
d3,1,0.0,47.496259,[20 42] ; [261  82],[43.01728395 18.98271605] ; [237.98271605 105.01728395],1
a3,1,0.0,28.370171,[30 32] ; [274  68],[46.65346535 15.34653465] ; [257.34653465  84.65346535],1
d2,1,7.8e-05,15.609552,[16 46] ; [182 161],[30.31111111 31.68888889] ; [167.68888889 175.31111111],1
a5,1,7.8e-05,15.602024,[33 29] ; [265  78],[45.61975309 16.38024691] ; [252.38024691  90.61975309],1
a2,1,8.2e-05,15.516712,[ 3 59] ; [ 97 246],[15.30864198 46.69135802] ; [ 84.69135802 258.30864198],1
a4,1,0.00012,14.788201,[14 47] ; [170 173],[27.78217822 33.21782178] ; [156.21782178 186.78217822],1
s2,1,0.000557,11.913361,[39 23] ; [282  61],[49.14074074 12.85925926] ; [271.85925926  71.14074074],1
u3,1,0.000696,11.499982,[13 19] ; [52 17],[20.59405941 11.40594059] ; [44.40594059 24.59405941],1
u1,1,0.000756,11.346357,[ 2 60] ; [ 73 270],[11.48148148 50.51851852] ; [ 63.51851852 279.48148148],1
p4,1,0.001628,9.927871,[28 34] ; [225 115],[39.0199005 22.9800995] ; [213.9800995 126.0199005],0
b3,1,0.002458,9.171489,[ 8 35] ; [ 96 126],[16.8754717 26.1245283] ; [ 87.1245283 134.8754717],0
b2,1,0.002458,9.171489,[ 8 35] ; [ 96 126],[16.8754717 26.1245283] ; [ 87.1245283 134.8754717],0
u2,1,0.00252,9.125949,[13 19] ; [49 19],[19.84 12.16] ; [42.16 25.84],0
v2,1,0.002839,8.907877,[23 35] ; [199 129],[33.35751295 24.64248705] ; [188.64248705 139.35751295],0
s5,1,0.003069,8.766183,[15 46] ; [147 180],[25.46907216 35.53092784] ; [136.53092784 190.46907216],0
p9,1,0.005809,7.608609,[49 13] ; [310  31],[55.23076923  6.76923077] ; [303.76923077  37.23076923],0
a7,1,0.009513,6.723914,[35 27] ; [249  93],[43.58415842 18.41584158] ; [240.41584158 101.58415842],0
r1,1,0.009975,6.639385,[43 18] ; [288  54],[50.10173697 10.89826303] ; [280.89826303  61.10173697],0
s8,1,0.010058,6.624553,[28 34] ; [214 128],[37.13861386 24.86138614] ; [204.86138614 137.13861386],0
s6,1,0.015588,5.848719,[45 16] ; [290  47],[51.34422111  9.65577889] ; [283.65577889  53.34422111],0
a6,1,0.052937,3.745922,[35 27] ; [236 106],[41.58910891 20.41089109] ; [229.41089109 112.58910891],0
p8,1,0.055532,3.666033,[28 34] ; [197 141],[34.875 27.125] ; [190.125 147.875],0
p6,1,0.056109,3.648819,[18 44] ; [141 195],[24.76884422 37.23115578] ; [134.23115578 201.76884422],0
p12,1,0.06692,3.357004,[ 3 59] ; [ 44 295],[ 7.26683292 54.73316708] ; [ 39.73316708 299.26683292],0
p3,1,0.086214,2.943674,[27 34] ; [192 150],[33.14888337 27.85111663] ; [185.85111663 156.14888337],0
v1,1,0.087656,2.916895,[27 32] ; [190 139],[32.99742268 26.00257732] ; [184.00257732 144.99742268],0
v3,1,0.097465,2.746543,[20 41] ; [145 183],[25.87403599 35.12596401] ; [139.12596401 188.87403599],0
p1,1,0.106335,2.60786,[ 8 53] ; [ 24 317],[ 4.85572139 56.14427861] ; [ 27.14427861 313.85572139],0
s7,1,0.121566,2.397022,[33 26] ; [223 113],[38.23797468 20.76202532] ; [217.76202532 118.23797468],0
p10,1,0.147346,2.099514,[50 10] ; [306  35],[53.26683292  6.73316708] ; [302.73316708  38.26683292],0
a1,1,0.149371,2.078667,[ 1 61] ; [ 21 322],[ 3.36790123 58.63209877] ; [ 18.63209877 324.36790123],0
n2,1,0.167339,1.906622,[14  1] ; [45 13],[12.12328767  2.87671233] ; [46.87671233 11.12328767],0
p2,1,0.173141,1.855538,[50 11] ; [301  40],[53.26119403  7.73880597] ; [297.73880597  43.26119403],0
r3,1,0.192973,1.69477,[59  3] ; [335   7],[60.46534653  1.53465347] ; [333.53465347   8.46534653],0
n3,1,0.208746,1.580105,[13  2] ; [41 17],[11.09589041  3.90410959] ; [42.90410959 15.09589041],0
s1,1,0.209966,1.571664,[ 4 57] ; [ 11 328],[ 2.2875 58.7125] ; [ 12.7125 326.2875],0
b1,1,0.257418,1.28259,[19 43] ; [131 212],[22.96296296 39.03703704] ; [127.03703704 215.96296296],0
b5,1,0.266306,1.235675,[32 30] ; [203 140],[35.97530864 26.02469136] ; [199.02469136 143.97530864],0
s4,1,0.306532,1.045558,[16 46] ; [ 68 271],[12.98753117 49.01246883] ; [ 71.01246883 267.98753117],0
r4,1,0.325742,0.965754,[55  7] ; [317  26],[56.94814815  5.05185185] ; [315.05185185  27.94814815],0
a8,1,0.334748,0.930444,[ 6 50] ; [ 51 274],[ 8.37795276 47.62204724] ; [ 48.62204724 276.37795276],0
n4,1,0.340046,0.910257,[48 14] ; [283  60],[50.67160494 11.32839506] ; [280.32839506  62.67160494],0
p7,1,0.355274,0.854528,[39 21] ; [232  95],[42.01550388 17.98449612] ; [228.98449612  98.01550388],0
p5,1,0.449515,0.571874,[ 6 55] ; [ 45 292],[ 7.81658291 53.18341709] ; [ 43.18341709 293.81658291],0
r2,1,0.512718,0.428516,[58  3] ; [328  11],[58.865  2.135] ; [327.135  11.865],0
n6,1,0.542018,0.371812,[52 10] ; [295  45],[53.51741294  8.48258706] ; [293.48258706  46.51741294],0
n5,1,0.776752,0.080403,[49 13] ; [274  66],[49.8159204 12.1840796] ; [273.1840796  66.8159204],0
v4,1,0.877791,0.023645,[57  2] ; [329  13],[56.79301746  2.20698254] ; [329.20698254  12.79301746],0
b4,1,0.920689,0.009913,[37 25] ; [207 136],[37.35308642 24.64691358] ; [206.64691358 136.35308642],0
n1,1,0.945973,0.004592,[6 8] ; [25 32],[6.11267606 7.88732394] ; [24.88732394 32.11267606],0
