Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,129.58703,[ 23 130] ; [196  74],[79.21276596 73.78723404] ; [139.78723404 130.21276596],1
d5,1,0.0,116.013043,[84 69] ; [261   8],[125.08293839  27.91706161] ; [219.91706161  49.08293839],1
d3,1,0.0,114.342821,[61 92] ; [240  30],[108.87234043  44.12765957] ; [192.12765957  77.87234043],1
d4,1,0.0,107.903811,[93 60] ; [265   4],[129.79620853  23.20379147] ; [228.20379147  40.79620853],1
a4,1,0.0,46.67447,[ 36 117] ; [157 114],[69.64386792 83.35613208] ; [123.35613208 147.64386792],1
a2,1,0.0,43.820611,[ 11 142] ; [ 99 172],[ 39.69339623 113.30660377] ; [ 70.30660377 200.69339623],1
a5,1,0.0,36.493682,[88 65] ; [228  43],[114.02830189  38.97169811] ; [201.97169811  69.02830189],1
u1,1,0.0,31.945048,[  7 146] ; [ 73 198],[ 28.86792453 124.13207547] ; [ 51.13207547 219.86792453],1
a3,1,0.0,31.340894,[92 61] ; [228  42],[115.74468085  37.25531915] ; [204.25531915  65.74468085],1
a7,1,0.0003,13.06856,[94 58] ; [212  59],[109.95744681  42.04255319] ; [196.04255319  74.95744681],1
p3,1,0.000861,11.105795,[67 86] ; [163 106],[83.38862559 69.61137441] ; [146.61137441 122.38862559],1
s8,1,0.000942,10.938452,[78 75] ; [181  88],[93.9028436 59.0971564] ; [165.0971564 103.9028436],1
p4,1,0.001178,10.524617,[81 71] ; [186  83],[96.39904988 55.60095012] ; [170.60095012  98.39904988],0
r1,1,0.001699,9.849421,[114  38] ; [235  35],[125.70616114  26.29383886] ; [223.29383886  46.70616114],0
s5,1,0.002085,9.47296,[51 98] ; [127 127],[65.81141439 83.18858561] ; [112.18858561 141.81141439],0
a6,1,0.004597,8.031536,[91 62] ; [196  73],[104.05450237  48.94549763] ; [182.94549763  86.05450237],0
r2,1,0.010216,6.596851,[143   8] ; [265   3],[147.03579952   3.96420048] ; [260.96420048   7.03579952],0
