Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,42.255385,[53  5] ; [30 52],[34.38571429 23.61428571] ; [48.61428571 33.38571429],1
d2,1,0.0,34.352625,[39 19] ; [15 67],[22.37142857 35.62857143] ; [31.62857143 50.37142857],1
d4,1,0.0,31.836742,[56  1] ; [45 37],[41.41726619 15.58273381] ; [59.58273381 22.41726619],1
d5,1,0.0,31.676463,[55  3] ; [41 41],[39.77142857 18.22857143] ; [56.22857143 25.77142857],1
a2,1,0.000246,13.445563,[17 42] ; [ 5 77],[ 9.20567376 49.79432624] ; [12.79432624 69.20567376],1
u1,1,0.003107,8.743503,[ 8 51] ; [ 1 81],[ 3.76595745 55.23404255] ; [ 5.23404255 76.76595745],0
a4,1,0.003943,8.309776,[29 30] ; [21 61],[20.92198582 38.07801418] ; [29.07801418 52.92198582],0
a7,1,0.007143,7.236702,[46 13] ; [46 36],[38.4964539 20.5035461] ; [53.5035461 28.4964539],0
b5,1,0.011475,6.390176,[40 19] ; [38 44],[32.63829787 26.36170213] ; [45.36170213 36.63829787],0
r2,1,0.016285,5.77182,[53  4] ; [63 18],[47.91304348  9.08695652] ; [68.08695652 12.91304348],0
s6,1,0.019903,5.420397,[32 26] ; [29 53],[25.27142857 32.72857143] ; [35.72857143 46.27142857],0
r1,1,0.030583,4.676219,[46 12] ; [51 31],[40.18571429 17.81428571] ; [56.81428571 25.18571429],0
b4,1,0.040939,4.17852,[39 20] ; [40 42],[33.05673759 25.94326241] ; [45.94326241 36.05673759],0
s2,1,0.044579,4.034478,[25 33] ; [22 60],[19.47142857 38.52857143] ; [27.52857143 54.47142857],0
v2,1,0.049785,3.848684,[27 27] ; [25 51],[21.6 32.4] ; [30.4 45.6],0
a5,1,0.057772,3.600232,[43 16] ; [47 35],[37.65957447 21.34042553] ; [52.34042553 29.65957447],0
s5,1,0.057846,3.598087,[13 43] ; [ 9 72],[ 8.99270073 47.00729927] ; [13.00729927 67.99270073],0
n2,1,0.061993,3.483254,[12 12] ; [21  7],[15.23076923  8.76923077] ; [17.76923077 10.23076923],0
s8,1,0.085267,2.96153,[19 40] ; [16 66],[14.64539007 44.35460993] ; [20.35460993 61.64539007],0
a3,1,0.110052,2.553478,[42 17] ; [47 34],[37.50714286 21.49285714] ; [51.49285714 29.50714286],0
s7,1,0.132846,2.25893,[19 34] ; [18 58],[15.20155039 37.79844961] ; [21.79844961 54.20155039],0
p1,1,0.141133,2.165564,[ 2 57] ; [ 8 73],[ 4.21428571 54.78571429] ; [ 5.78571429 75.21428571],0
b1,1,0.142906,2.146385,[25 34] ; [45 37],[29.29078014 29.70921986] ; [40.70921986 41.29078014],0
u2,1,0.151697,2.055099,[13  4] ; [19 15],[10.66666667  6.33333333] ; [21.33333333 12.66666667],0
p10,1,0.15528,2.019603,[35 23] ; [39 42],[30.87769784 27.12230216] ; [43.12230216 37.87769784],0
p9,1,0.164736,1.93021,[39 19] ; [45 36],[35.05035971 22.94964029] ; [48.94964029 32.05035971],0
r3,1,0.167061,1.909117,[49 10] ; [60 22],[45.60992908 13.39007092] ; [63.39007092 18.60992908],0
a8,1,0.193462,1.691053,[ 3 50] ; [10 70],[ 5.18045113 47.81954887] ; [ 7.81954887 72.18045113],0
n5,1,0.231599,1.431012,[21 38] ; [37 44],[24.44285714 34.55714286] ; [33.55714286 47.44285714],0
a6,1,0.264672,1.244154,[40 18] ; [49 33],[36.87142857 21.12857143] ; [52.12857143 29.87142857],0
a1,1,0.307598,1.04096,[ 3 56] ; [ 8 74],[ 4.60283688 54.39716312] ; [ 6.39716312 75.60283688],0
n3,1,0.309259,1.033839,[13 10] ; [19  8],[14.72  8.28] ; [17.28  9.72],0
r4,1,0.334184,0.932617,[42 17] ; [52 30],[39.33333333 19.66666667] ; [54.66666667 27.33333333],0
v4,1,0.354264,0.858125,[48 10] ; [61 19],[45.8115942 12.1884058] ; [63.1884058 16.8115942],0
