Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.174047,[51 29] ; [ 98 191],[32.30352304 47.69647696] ; [116.69647696 172.30352304],1
s7,1,2e-06,22.47521,[54 26] ; [105 174],[35.43175487 44.56824513] ; [123.56824513 155.43175487],1
p4,1,1.2e-05,19.156321,[51 31] ; [103 189],[33.76470588 48.23529412] ; [120.23529412 171.76470588],1
s8,1,0.000173,14.098449,[44 37] ; [ 93 201],[29.592 51.408] ; [107.408 186.592],1
s2,1,0.000276,13.2289,[54 27] ; [128 164],[39.5227882 41.4772118] ; [142.4772118 149.5227882],1
u1,1,0.000575,11.856227,[29 53] ; [ 52 242],[17.66489362 64.33510638] ; [ 63.33510638 230.66489362],1
p2,1,0.000998,10.830671,[69 13] ; [191 102],[56.85333333 25.14666667] ; [203.14666667  89.85333333],1
n4,1,0.002292,9.299945,[70 12] ; [200  93],[59.04 22.96] ; [210.96  82.04],0
a2,1,0.00252,9.126373,[33 49] ; [ 69 225],[22.24468085 59.75531915] ; [ 79.75531915 214.24468085],0
s6,1,0.006895,7.300218,[60 21] ; [168 124],[49.51206434 31.48793566] ; [178.48793566 113.51206434],0
p9,1,0.007564,7.133978,[72 10] ; [213  76],[62.99191375 19.00808625] ; [222.00808625  66.99191375],0
p3,1,0.008348,6.957151,[38 44] ; [ 90 203],[27.98933333 54.01066667] ; [100.01066667 192.98933333],0
r2,1,0.008493,6.926429,[80  1] ; [258  30],[74.19512195  6.80487805] ; [263.80487805  24.19512195],0
a4,1,0.012302,6.266841,[52 30] ; [140 153],[41.984 40.016] ; [150.016 142.984],0
r4,1,0.012989,6.170675,[75  7] ; [234  60],[67.38829787 14.61170213] ; [241.61170213  52.38829787],0
s5,1,0.013325,6.125458,[32 43] ; [ 79 205],[23.18941504 51.81058496] ; [ 87.81058496 196.18941504],0
b2,1,0.021374,5.296013,[29 25] ; [ 64 113],[21.74025974 32.25974026] ; [ 71.25974026 105.74025974],0
b3,1,0.021374,5.296013,[29 25] ; [ 64 113],[21.74025974 32.25974026] ; [ 71.25974026 105.74025974],0
v1,1,0.034553,4.467135,[44 36] ; [118 165],[35.70247934 44.29752066] ; [126.29752066 156.70247934],0
s3,1,0.041356,4.16136,[51 30] ; [146 145],[42.89516129 38.10483871] ; [154.10483871 136.89516129],0
r3,1,0.042311,4.122726,[80  2] ; [266  27],[75.65866667  6.34133333] ; [270.34133333  22.65866667],0
p1,1,0.043754,4.066018,[ 8 74] ; [ 12 281],[ 4.37333333 77.62666667] ; [ 15.62666667 277.37333333],0
n6,1,0.046269,3.971764,[70 12] ; [218  73],[63.31367292 18.68632708] ; [224.68632708  66.31367292],0
v2,1,0.051103,3.804904,[49 29] ; [141 139],[41.39664804 36.60335196] ; [148.60335196 131.39664804],0
p10,1,0.071379,3.251029,[65 17] ; [201  90],[58.4772118 23.5227882] ; [207.5227882  83.4772118],0
a5,1,0.079529,3.074497,[65 17] ; [204  90],[58.66489362 23.33510638] ; [210.33510638  83.66489362],0
u3,1,0.079961,3.065693,[14  4] ; [46 37],[10.69306931  7.30693069] ; [49.30693069 33.69306931],0
a8,1,0.084803,2.970366,[ 4 68] ; [ 35 239],[ 8.11560694 63.88439306] ; [ 30.88439306 243.11560694],0
v4,1,0.085181,2.963166,[78  4] ; [259  33],[73.88770053  8.11229947] ; [263.11229947  28.88770053],0
d2,1,0.12334,2.374386,[50 32] ; [150 142],[43.85026738 38.14973262] ; [156.14973262 135.85026738],0
a7,1,0.139771,2.180482,[64 18] ; [205  89],[58.66489362 23.33510638] ; [210.33510638  83.66489362],0
a6,1,0.168568,1.895636,[62 20] ; [199  95],[56.92021277 25.07978723] ; [204.07978723  89.92021277],0
d5,1,0.207074,1.591768,[73  9] ; [245  49],[69.35106383 12.64893617] ; [248.64893617  45.35106383],0
d1,1,0.21036,1.568946,[58 24] ; [186 108],[53.21276596 28.78723404] ; [190.78723404 103.21276596],0
n3,1,0.230663,1.436768,[22  6] ; [62 31],[19.43801653  8.56198347] ; [64.56198347 28.43801653],0
b5,1,0.231066,1.434285,[58 24] ; [187 107],[53.43085106 28.56914894] ; [191.56914894 102.43085106],0
u2,1,0.233398,1.420035,[13  5] ; [45 34],[10.7628866  7.2371134] ; [47.2371134 31.7628866],0
a3,1,0.249926,1.323718,[64 18] ; [210  83],[59.91466667 22.08533333] ; [214.08533333  78.91466667],0
n5,1,0.284204,1.146874,[57 25] ; [183 107],[52.90322581 29.09677419] ; [187.09677419 102.90322581],0
s1,1,0.42375,0.63989,[ 4 77] ; [  9 282],[ 2.83064516 78.16935484] ; [ 10.16935484 280.83064516],0
p12,1,0.441658,0.591972,[ 3 79] ; [ 17 275],[ 4.38502674 77.61497326] ; [ 15.61497326 276.38502674],0
b1,1,0.443793,0.586457,[31 51] ; [125 169],[34.0212766 47.9787234] ; [121.9787234 172.0212766],0
d3,1,0.46262,0.539547,[63 19] ; [214  80],[60.40957447 21.59042553] ; [216.59042553  77.40957447],0
s4,1,0.572515,0.318493,[15 65] ; [ 47 245],[13.33333333 66.66666667] ; [ 48.66666667 243.33333333],0
b4,1,0.579998,0.306237,[48 34] ; [182 112],[50.15957447 31.84042553] ; [179.84042553 114.15957447],0
n1,1,0.617773,0.24901,[11 16] ; [33 60],[ 9.9 17.1] ; [34.1 58.9],0
p5,1,0.646316,0.210576,[ 3 79] ; [ 14 274],[ 3.76756757 78.23243243] ; [ 13.23243243 274.76756757],0
a1,1,0.752522,0.099424,[ 4 78] ; [ 17 277],[ 4.57978723 77.42021277] ; [ 16.42021277 277.57978723],0
n2,1,0.815482,0.054457,[18 10] ; [62 31],[18.51239669  9.48760331] ; [61.48760331 31.51239669],0
r1,1,0.842328,0.039568,[63 19] ; [222  71],[62.32 19.68] ; [222.68  70.32],0
v3,1,0.936886,0.00627,[26 52] ; [ 94 184],[26.29213483 51.70786517] ; [ 93.70786517 184.29213483],0
p11,1,0.962733,0.002183,[55 27] ; [198  96],[55.17553191 26.82446809] ; [197.82446809  96.17553191],0
