Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,50.247521,[89 41] ; [ 6 48],[67.11956522 62.88043478] ; [27.88043478 26.11956522],1
a3,1,0.0,41.471481,[113  18] ; [21 32],[95.40217391 35.59782609] ; [38.59782609 14.40217391],1
d2,1,2e-06,22.340761,[90 40] ; [17 37],[75.59782609 54.40217391] ; [31.40217391 22.59782609],1
u1,1,0.000693,11.508919,[33 98] ; [ 2 52],[ 24.78378378 106.21621622] ; [10.21621622 43.78378378],1
a6,1,0.001486,10.095682,[93 38] ; [25 29],[83.55675676 47.44324324] ; [34.44324324 19.55675676],0
n4,1,0.002729,8.980414,[90 39] ; [25 29],[81.06557377 47.93442623] ; [33.93442623 20.06557377],0
r2,1,0.002732,8.978328,[123   5] ; [44  9],[118.09944751   9.90055249] ; [48.90055249  4.09944751],0
p7,1,0.003004,8.805295,[65 62] ; [14 38],[56.05027933 70.94972067] ; [22.94972067 29.05027933],0
d1,1,0.003299,8.634513,[95 36] ; [27 27],[86.38918919 44.61081081] ; [35.61081081 18.38918919],0
p9,1,0.027938,4.8319,[85 42] ; [24 25],[78.65340909 48.34659091] ; [30.34659091 18.65340909],0
d3,1,0.02947,4.739941,[100  31] ; [32 21],[93.97826087 37.02173913] ; [38.02173913 14.97826087],0
u2,1,0.031824,4.607928,[ 5 13] ; [19 13],[8.64 9.36] ; [15.36 16.64],0
p6,1,0.051636,3.78751,[42 84] ; [10 43],[36.60335196 89.39664804] ; [15.39664804 37.60335196],0
v2,1,0.068221,3.325305,[69 58] ; [20 31],[63.5 63.5] ; [25.5 25.5],0
a8,1,0.109192,2.565875,[ 14 103] ; [ 2 48],[ 11.20958084 105.79041916] ; [ 4.79041916 45.20958084],0
s5,1,0.113987,2.498052,[46 75] ; [13 38],[41.50581395 79.49418605] ; [17.49418605 33.50581395],0
u3,1,0.129621,2.297035,[ 7 10] ; [21 12],[9.52 7.48] ; [18.48 14.52],0
b4,1,0.169061,1.891248,[73 58] ; [36 18],[77.18378378 53.81621622] ; [31.81621622 22.18378378],0
n1,1,0.172718,1.859191,[23 27] ; [ 6 15],[20.42253521 29.57746479] ; [ 8.57746479 12.42253521],0
n6,1,0.17592,1.831761,[92 37] ; [33 21],[88.1147541 40.8852459] ; [36.8852459 17.1147541],0
n5,1,0.202294,1.625733,[80 49] ; [28 26],[76.13114754 52.86885246] ; [31.86885246 22.13114754],0
v1,1,0.21679,1.525494,[60 71] ; [19 34],[56.24456522 74.75543478] ; [22.75543478 30.24456522],0
s6,1,0.285879,1.138928,[84 43] ; [30 22],[80.88268156 46.11731844] ; [33.11731844 18.88268156],0
p4,1,0.29902,1.07856,[62 67] ; [21 32],[58.82967033 70.17032967] ; [24.17032967 28.82967033],0
a1,1,0.32379,0.973574,[ 10 121] ; [ 2 52],[  8.4972973 122.5027027] ; [ 3.5027027 50.4972973],0
n2,1,0.329521,0.95078,[33 18] ; [11 10],[31.16666667 19.83333333] ; [12.83333333  8.16666667],0
v4,1,0.338497,0.916116,[115  16] ; [50  4],[116.83783784  14.16216216] ; [48.16216216  5.83783784],0
r3,1,0.352114,0.865825,[113  18] ; [42 10],[110.95628415  20.04371585] ; [44.04371585  7.95628415],0
d4,1,0.420565,0.648736,[115  16] ; [45  9],[113.2972973  17.7027027] ; [46.7027027  7.2972973],0
s8,1,0.429832,0.623277,[51 78] ; [18 36],[48.63934426 80.36065574] ; [20.36065574 33.63934426],0
p1,1,0.453592,0.561661,[ 10 120] ; [ 6 48],[ 11.30434783 118.69565217] ; [ 4.69565217 49.30434783],0
p8,1,0.454717,0.558868,[41 87] ; [14 39],[38.89502762 89.10497238] ; [16.10497238 36.89502762],0
p2,1,0.55139,0.354834,[80 49] ; [36 18],[81.7704918 47.2295082] ; [34.2295082 19.7704918],0
s7,1,0.569273,0.3239,[55 64] ; [19 27],[53.36969697 65.63030303] ; [20.63030303 25.36969697],0
p3,1,0.582751,0.301809,[53 75] ; [20 34],[51.34065934 76.65934066] ; [21.65934066 32.34065934],0
b1,1,0.58499,0.298237,[67 64] ; [30 24],[68.68648649 62.31351351] ; [28.31351351 25.68648649],0
r4,1,0.602895,0.270652,[104  27] ; [41 13],[102.67567568  28.32432432] ; [42.32432432 11.67567568],0
r1,1,0.61612,0.251359,[100  29] ; [40 14],[98.68852459 30.31147541] ; [41.31147541 12.68852459],0
p5,1,0.616122,0.251356,[  7 121] ; [ 4 50],[  7.73626374 120.26373626] ; [ 3.26373626 50.73626374],0
p12,1,0.64896,0.207214,[  4 125] ; [ 1 52],[  3.54395604 125.45604396] ; [ 1.45604396 51.54395604],0
b5,1,0.669382,0.182326,[83 48] ; [36 18],[84.26486486 46.73513514] ; [34.73513514 19.26486486],0
p10,1,0.67618,0.174457,[71 57] ; [26 24],[69.75280899 58.24719101] ; [27.24719101 22.75280899],0
s4,1,0.679934,0.1702,[ 30 100] ; [14 40],[31.08695652 98.91304348] ; [12.91304348 41.08695652],0
b2,1,0.69415,0.154629,[23 45] ; [ 8 19],[22.18947368 45.81052632] ; [ 8.81052632 18.18947368],0
b3,1,0.69415,0.154629,[23 45] ; [ 8 19],[22.18947368 45.81052632] ; [ 8.81052632 18.18947368],0
n3,1,0.781627,0.07684,[35 15] ; [14  7],[34.50704225 15.49295775] ; [14.49295775  6.50704225],0
s2,1,0.788902,0.071683,[63 67] ; [25 29],[62.17391304 67.82608696] ; [25.82608696 28.17391304],0
s3,1,0.800257,0.064016,[64 66] ; [25 28],[63.22404372 66.77595628] ; [25.77595628 27.22404372],0
v3,1,0.865237,0.028802,[42 84] ; [16 34],[41.52272727 84.47727273] ; [16.47727273 33.52272727],0
a7,1,0.916839,0.010903,[98 33] ; [40 14],[97.71891892 33.28108108] ; [40.28108108 13.71891892],0
s1,1,0.921642,0.009676,[  8 122] ; [ 3 49],[  7.85714286 122.14285714] ; [ 3.14285714 48.85714286],0
