Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,85.733463,[204  82] ; [28 98],[161.04854369 124.95145631] ; [70.95145631 55.04854369],1
p8,1,0.0,48.329812,[196  89] ; [39 84],[164.15441176 120.84558824] ; [70.84558824 52.15441176],1
p6,1,0.0,41.508803,[150 132] ; [ 24 102],[120.26470588 161.73529412] ; [53.73529412 72.26470588],1
p2,1,0.0,35.912056,[263  23] ; [87 39],[242.96116505  43.03883495] ; [107.03883495  18.96116505],1
p7,1,1e-06,23.165663,[209  75] ; [58 61],[188.15880893  95.84119107] ; [78.84119107 40.15880893],1
v1,1,4e-06,21.212431,[192  88] ; [55 69],[171.18811881 108.81188119] ; [75.81188119 48.18811881],1
s6,1,8e-06,19.900086,[217  62] ; [70 55],[198.20049505  80.79950495] ; [88.79950495 36.20049505],1
p9,1,2.7e-05,17.601438,[264  21] ; [96 27],[251.47058824  33.52941176] ; [108.52941176  14.47058824],1
p5,1,3.6e-05,17.095495,[ 56 228] ; [  5 121],[ 42.25365854 241.74634146] ; [ 18.74634146 107.25365854],1
p10,1,0.000824,11.185542,[256  30] ; [97 29],[245.04368932  40.95631068] ; [107.95631068  18.04368932],1
s2,1,0.001402,10.203043,[179 102] ; [59 67],[164.31941032 116.68058968] ; [73.68058968 52.31941032],0
p11,1,0.002762,8.958446,[249  38] ; [95 32],[238.47342995  48.52657005] ; [105.52657005  21.47342995],0
r4,1,0.003298,8.634758,[271  16] ; [109  18],[263.42995169  23.57004831] ; [116.57004831  10.42995169],0
s4,1,0.003537,8.507251,[ 52 229] ; [  9 115],[ 42.32345679 238.67654321] ; [ 18.67654321 105.32345679],0
s5,1,0.003901,8.329447,[119 153] ; [35 88],[106.04556962 165.95443038] ; [47.95443038 75.04556962],0
n6,1,0.008863,6.850196,[271  15] ; [111  16],[264.53268765  21.46731235] ; [117.46731235   9.53268765],0
s7,1,0.01217,6.286001,[165 107] ; [58 65],[153.55949367 118.44050633] ; [69.44050633 53.55949367],0
s8,1,0.020327,5.383551,[162 121] ; [57 70],[151.16341463 131.83658537] ; [67.83658537 59.16341463],0
v3,1,0.03964,4.233217,[136 135] ; [48 75],[126.55837563 144.44162437] ; [57.44162437 65.55837563],0
u1,1,0.041709,4.146992,[ 94 193] ; [29 98],[ 85.26811594 201.73188406] ; [37.73188406 89.26811594],0
v4,1,0.04182,4.142462,[277   8] ; [117   9],[273.21167883  11.78832117] ; [120.78832117   5.21167883],0
n4,1,0.048608,3.888846,[271  16] ; [113  14],[266.20289855  20.79710145] ; [117.79710145   9.20289855],0
p12,1,0.063432,3.445308,[ 36 251] ; [  8 117],[ 30.65048544 256.34951456] ; [ 13.34951456 111.65048544],0
r1,1,0.086742,2.933815,[250  36] ; [102  24],[244.34951456  41.65048544] ; [107.65048544  18.34951456],0
v2,1,0.094931,2.788701,[176 103] ; [65 55],[168.51879699 110.48120301] ; [72.48120301 47.51879699],0
s3,1,0.108995,2.568736,[179 101] ; [70 56],[171.72413793 108.27586207] ; [77.27586207 48.72413793],0
d3,1,0.120001,2.417314,[257  30] ; [106  20],[252.25423729  34.74576271] ; [110.74576271  15.25423729],0
b5,1,0.143699,2.137891,[168 119] ; [84 43],[174.69565217 112.30434783] ; [77.30434783 49.69565217],0
r3,1,0.156181,2.010815,[273  11] ; [117   9],[270.14634146  13.85365854] ; [119.85365854   6.14634146],0
a5,1,0.162608,1.949801,[252  35] ; [105  22],[247.48550725  39.51449275] ; [109.51449275  17.48550725],0
a6,1,0.193839,1.688195,[210  77] ; [99 26],[215.25  71.75] ; [93.75 31.25],0
a7,1,0.262491,1.25557,[222  65] ; [91 35],[217.50847458  69.49152542] ; [95.49152542 30.50847458],0
u3,1,0.276394,1.184735,[30 16] ; [13 12],[27.85915493 18.14084507] ; [15.14084507  9.85915493],0
n2,1,0.29391,1.101625,[32 10] ; [29 15],[29.79069767 12.20930233] ; [31.20930233 12.79069767],0
s1,1,0.29405,1.100987,[ 10 274] ; [  2 122],[  8.35294118 275.64705882] ; [  3.64705882 120.35294118],0
a3,1,0.406609,0.688694,[241  45] ; [102  24],[238.10194175  47.89805825] ; [104.89805825  21.10194175],0
a8,1,0.452004,0.565621,[ 36 215] ; [20 95],[ 38.40437158 212.59562842] ; [17.59562842 97.40437158],0
d4,1,0.46366,0.537044,[282   4] ; [121   3],[281.11707317   4.88292683] ; [121.88292683   2.11707317],0
