Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,4e-05,16.858022,[22  8] ; [28 63],[12.39669421 17.60330579] ; [37.60330579 53.39669421],1
p4,1,0.000906,11.011381,[22  8] ; [35 56],[14.1322314 15.8677686] ; [42.8677686 48.1322314],1
p7,1,0.001642,9.912401,[23  5] ; [43 46],[15.79487179 12.20512821] ; [50.20512821 38.79487179],0
b1,1,0.009452,6.735321,[16 14] ; [25 66],[10.16528926 19.83471074] ; [30.83471074 60.16528926],0
s7,1,0.011217,6.430634,[20  9] ; [35 49],[14.11504425 14.88495575] ; [40.88495575 43.11504425],0
s8,1,0.012905,6.18202,[19 11] ; [34 57],[13.14049587 16.85950413] ; [39.85950413 51.14049587],0
d4,1,0.019366,5.468132,[29  1] ; [71 20],[24.79338843  5.20661157] ; [75.20661157 15.79338843],0
d2,1,0.023342,5.142869,[19 11] ; [36 55],[13.63636364 16.36363636] ; [41.36363636 49.63636364],0
d1,1,0.023372,5.140628,[21  9] ; [42 49],[15.61983471 14.38016529] ; [47.38016529 43.61983471],0
p1,1,0.023412,5.137646,[ 5 24] ; [ 4 86],[ 2.19327731 26.80672269] ; [ 6.80672269 83.19327731],0
s1,1,0.041149,4.169855,[ 4 26] ; [ 3 88],[ 1.73553719 28.26446281] ; [ 5.26446281 85.73553719],0
p8,1,0.05103,3.807286,[16 14] ; [30 60],[11.5 18.5] ; [34.5 55.5],0
a2,1,0.052958,3.745238,[ 9 21] ; [13 78],[ 5.45454545 24.54545455] ; [16.54545455 74.45454545],0
n3,1,0.053282,3.735051,[6 4] ; [23  3],[8.05555556 1.94444444] ; [20.94444444  5.05555556],0
u1,1,0.059423,3.553412,[ 7 23] ; [ 9 82],[ 3.96694215 26.03305785] ; [12.03305785 78.96694215],0
a5,1,0.063925,3.432495,[24  6] ; [56 35],[19.83471074 10.16528926] ; [60.16528926 30.83471074],0
p10,1,0.071174,3.255724,[25  5] ; [58 30],[21.10169492  8.89830508] ; [61.89830508 26.10169492],0
n1,1,0.076963,3.127891,[6 4] ; [ 8 20],[3.68421053 6.31578947] ; [10.31578947 17.68421053],0
