Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,4e-06,21.490579,[73  2] ; [3 3],[70.37037037  4.62962963] ; [5.62962963 0.37037037],1
r2,1,0.000179,14.038958,[71  4] ; [3 3],[68.51851852  6.48148148] ; [5.48148148 0.51851852],1
s6,1,0.01664,5.733929,[61  9] ; [3 3],[58.94736842 11.05263158] ; [5.05263158 0.94736842],0
r1,1,0.057999,3.593693,[64 11] ; [4 3],[62.19512195 12.80487805] ; [5.80487805 1.19512195],0
s8,1,0.058986,3.565655,[48 26] ; [2 5],[45.67901235 28.32098765] ; [4.32098765 2.67901235],0
s7,1,0.06273,3.46369,[53 17] ; [3 4],[50.90909091 19.09090909] ; [5.09090909 1.90909091],0
s1,1,0.076099,3.146303,[ 5 70] ; [2 6],[ 6.3253012 68.6746988] ; [0.6746988 7.3253012],0
n5,1,0.121436,2.3987,[69  6] ; [6 2],[67.77108434  7.22891566] ; [7.22891566 0.77108434],0
n4,1,0.121436,2.3987,[69  6] ; [6 2],[67.77108434  7.22891566] ; [7.22891566 0.77108434],0
a6,1,0.203319,1.618372,[49 26] ; [7 1],[50.60240964 24.39759036] ; [5.39759036 2.60240964],0
a2,1,0.209582,1.574312,[14 61] ; [3 5],[15.36144578 59.63855422] ; [1.63855422 6.36144578],0
d2,1,0.214529,1.540596,[39 36] ; [6 2],[40.6626506 34.3373494] ; [4.3373494 3.6626506],0
b1,1,0.220568,1.50067,[30 45] ; [5 3],[31.62650602 43.37349398] ; [3.37349398 4.62650602],0
d3,1,0.227173,1.458474,[50 25] ; [7 1],[51.5060241 23.4939759] ; [5.4939759 2.5060241],0
s2,1,0.228052,1.452969,[44 31] ; [2 4],[42.59259259 32.40740741] ; [3.40740741 2.59259259],0
u1,1,0.351057,0.869634,[17 58] ; [3 5],[18.07228916 56.92771084] ; [1.92771084 6.07228916],0
v3,1,0.411983,0.67307,[43 30] ; [3 4],[41.975 31.025] ; [4.025 2.975],0
p4,1,0.418032,0.655842,[71  4] ; [7 1],[70.48192771  4.51807229] ; [7.51807229 0.48192771],0
p9,1,0.425657,0.634644,[70  4] ; [7 1],[69.48780488  4.51219512] ; [7.51219512 0.48780488],0
n3,1,0.453388,0.562169,[8 6] ; [1 2],[7.41176471 6.58823529] ; [1.58823529 1.41176471],0
p7,1,0.455914,0.555907,[63 11] ; [6 2],[62.26829268 11.73170732] ; [6.73170732 1.26829268],0
d1,1,0.490047,0.476423,[47 28] ; [6 2],[47.89156627 27.10843373] ; [5.10843373 2.89156627],0
s3,1,0.494398,0.466941,[48 27] ; [3 3],[47.22222222 27.77777778] ; [3.77777778 2.22222222],0
p8,1,0.530505,0.393425,[62 12] ; [6 2],[61.36585366 12.63414634] ; [6.63414634 1.36585366],0
p2,1,0.544758,0.366793,[70  5] ; [7 1],[69.57831325  5.42168675] ; [7.42168675 0.57831325],0
p6,1,0.576003,0.312741,[50 24] ; [4 3],[49.33333333 24.66666667] ; [4.66666667 2.33333333],0
b4,1,0.637028,0.222651,[44 31] ; [4 4],[43.37349398 31.62650602] ; [4.62650602 3.37349398],0
b3,1,0.654244,0.200592,[26 28] ; [4 3],[26.55737705 27.44262295] ; [3.44262295 3.55737705],0
b2,1,0.654244,0.200592,[26 28] ; [4 3],[26.55737705 27.44262295] ; [3.44262295 3.55737705],0
n2,1,0.659118,0.194597,[11  3] ; [2 1],[10.70588235  3.29411765] ; [2.29411765 0.70588235],0
a3,1,0.666549,0.185665,[61 14] ; [7 1],[61.44578313 13.55421687] ; [6.55421687 1.44578313],0
p10,1,0.672793,0.178353,[68  7] ; [6 1],[67.68292683  7.31707317] ; [6.31707317 0.68292683],0
v1,1,0.683772,0.165911,[48 26] ; [4 3],[47.50617284 26.49382716] ; [4.49382716 2.50617284],0
p1,1,0.692019,0.156908,[23 52] ; [3 5],[23.4939759 51.5060241] ; [2.5060241 5.4939759],0
s5,1,0.708147,0.140135,[47 22] ; [3 2],[46.62162162 22.37837838] ; [3.37837838 1.62162162],0
a1,1,0.728565,0.120433,[13 62] ; [1 7],[12.65060241 62.34939759] ; [1.34939759 6.65060241],0
b5,1,0.745519,0.105335,[33 42] ; [4 4],[33.43373494 41.56626506] ; [3.56626506 4.43373494],0
a4,1,0.745519,0.105335,[33 42] ; [4 4],[33.43373494 41.56626506] ; [3.56626506 4.43373494],0
a7,1,0.797192,0.06604,[53 22] ; [6 2],[53.31325301 21.68674699] ; [5.68674699 2.31325301],0
p12,1,0.797192,0.06604,[22 53] ; [2 6],[21.68674699 53.31325301] ; [2.31325301 5.68674699],0
v2,1,0.871674,0.026093,[44 29] ; [4 3],[43.8 29.2] ; [4.2 2.8],0
a5,1,0.881299,0.022297,[58 17] ; [6 2],[57.8313253 17.1686747] ; [6.1686747 1.8313253],0
