Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,25.802165,[ 2 12] ; [41  7],[9.70967742 4.29032258] ; [33.29032258 14.70967742],1
s6,1,2.7e-05,17.614963,[8 6] ; [46  1],[12.39344262  1.60655738] ; [41.60655738  5.39344262],1
s7,1,0.004909,7.91279,[9 3] ; [46  1],[11.18644068  0.81355932] ; [43.81355932  3.18644068],0
n5,1,0.006576,7.385346,[10  4] ; [46  2],[12.64516129  1.35483871] ; [43.35483871  4.64516129],0
d1,1,0.036525,4.372421,[6 8] ; [35 13],[9.25806452 4.74193548] ; [31.74193548 16.25806452],0
n6,1,0.036878,4.356057,[11  3] ; [46  2],[12.87096774  1.12903226] ; [44.12903226  3.87096774],0
n4,1,0.036878,4.356057,[11  3] ; [46  2],[12.87096774  1.12903226] ; [44.12903226  3.87096774],0
p12,1,0.053257,3.735823,[ 1 13] ; [16 32],[ 3.83870968 10.16129032] ; [13.16129032 34.83870968],0
p1,1,0.06971,3.289839,[ 1 13] ; [15 33],[ 3.61290323 10.38709677] ; [12.38709677 35.61290323],0
d3,1,0.097511,2.745795,[8 6] ; [38 10],[10.38709677  3.61290323] ; [35.61290323 12.38709677],0
a5,1,0.116388,2.46526,[13  1] ; [35 13],[10.83870968  3.16129032] ; [37.16129032 10.83870968],0
b5,1,0.144808,2.126113,[8 6] ; [17 31],[5.64516129 8.35483871] ; [19.35483871 28.64516129],0
d5,1,0.15027,2.069505,[10  4] ; [42  6],[11.74193548  2.25806452] ; [40.25806452  7.74193548],0
b4,1,0.156306,2.009604,[10  4] ; [24 24],[7.67741935 6.32258065] ; [26.32258065 21.67741935],0
v2,1,0.159352,1.98036,[10  3] ; [26 21],[7.8 5.2] ; [28.2 18.8],0
s5,1,0.178277,1.811926,[7 7] ; [30 13],[9.0877193 4.9122807] ; [27.9122807 15.0877193],0
a7,1,0.21059,1.567367,[12  2] ; [33 15],[10.16129032  3.83870968] ; [34.83870968 13.16129032],0
b2,1,0.272114,1.206059,[6 4] ; [15 22],[4.46808511 5.53191489] ; [16.53191489 20.46808511],0
b3,1,0.272114,1.206059,[6 4] ; [15 22],[4.46808511 5.53191489] ; [16.53191489 20.46808511],0
p8,1,0.279503,1.169505,[11  3] ; [43  5],[12.19354839  1.80645161] ; [41.80645161  6.19354839],0
v4,1,0.345806,0.88879,[13  1] ; [47  1],[13.5483871  0.4516129] ; [46.4516129  1.5483871],0
p7,1,0.347059,0.88418,[13  1] ; [38  8],[11.9  2.1] ; [39.1  6.9],0
r2,1,0.354985,0.855559,[13  1] ; [46  1],[13.54098361  0.45901639] ; [45.45901639  1.54098361],0
p6,1,0.387955,0.745342,[8 6] ; [32 14],[9.33333333 4.66666667] ; [30.66666667 15.33333333],0
d2,1,0.456238,0.555109,[6 8] ; [26 22],[7.22580645 6.77419355] ; [24.77419355 23.22580645],0
a1,1,0.464962,0.533923,[ 1 13] ; [ 7 41],[ 1.80645161 12.19354839] ; [ 6.19354839 41.80645161],0
p4,1,0.50744,0.439342,[12  2] ; [44  4],[12.64516129  1.35483871] ; [43.35483871  4.64516129],0
v3,1,0.526221,0.401684,[9 4] ; [28 19],[8.01666667 4.98333333] ; [28.98333333 18.01666667],0
u1,1,0.540057,0.375435,[ 3 11] ; [ 7 41],[ 2.25806452 11.74193548] ; [ 7.74193548 40.25806452],0
r1,1,0.577327,0.310575,[13  1] ; [42  6],[12.41935484  1.58064516] ; [42.58064516  5.41935484],0
d4,1,0.577327,0.310575,[13  1] ; [42  6],[12.41935484  1.58064516] ; [42.58064516  5.41935484],0
b1,1,0.580038,0.306173,[7 7] ; [20 28],[6.09677419 7.90322581] ; [20.90322581 27.09677419],0
a2,1,0.681532,0.168407,[ 3 11] ; [ 8 40],[ 2.48387097 11.51612903] ; [ 8.51612903 39.48387097],0
s4,1,0.700441,0.148014,[ 2 12] ; [ 9 39],[ 2.48387097 11.51612903] ; [ 8.51612903 39.48387097],0
p2,1,0.715443,0.132901,[13  1] ; [43  5],[12.64516129  1.35483871] ; [43.35483871  4.64516129],0
a8,1,0.819571,0.052028,[ 2 10] ; [ 9 37],[2.27586207 9.72413793] ; [ 8.72413793 37.27586207],0
p3,1,0.823374,0.049821,[11  3] ; [39  9],[11.29032258  2.70967742] ; [38.70967742  9.29032258],0
p11,1,0.831231,0.045421,[12  2] ; [40  8],[11.74193548  2.25806452] ; [40.25806452  7.74193548],0
a3,1,0.831231,0.045421,[12  2] ; [40  8],[11.74193548  2.25806452] ; [40.25806452  7.74193548],0
a4,1,0.843914,0.038766,[6 8] ; [22 26],[6.32258065 7.67741935] ; [21.67741935 26.32258065],0
v1,1,0.877369,0.02381,[11  3] ; [36 11],[10.78688525  3.21311475] ; [36.21311475 10.78688525],0
a6,1,0.936694,0.006309,[8 6] ; [28 20],[8.12903226 5.87096774] ; [27.87096774 20.12903226],0
u3,1,1.0,0.0,[1 1] ; [4 4],[1. 1.] ; [4. 4.],0
