Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-05,19.477548,[46 66] ; [30  6],[57.51351351 54.48648649] ; [18.48648649 17.51351351],1
p12,1,0.000591,11.803328,[  1 114] ; [ 5 32],[  4.53947368 110.46052632] ; [ 1.46052632 35.53947368],1
p8,1,0.001266,10.392052,[40 75] ; [24 13],[48.42105263 66.57894737] ; [15.57894737 21.42105263],0
p3,1,0.001594,9.966736,[28 89] ; [19 18],[35.70779221 81.29220779] ; [11.29220779 25.70779221],0
a7,1,0.001981,9.567083,[54 62] ; [28  9],[62.16993464 53.83006536] ; [19.83006536 17.16993464],0
p4,1,0.002356,9.249511,[39 76] ; [23 14],[46.90789474 68.09210526] ; [15.09210526 21.90789474],0
r4,1,0.024268,5.075341,[75 42] ; [31  6],[80.53246753 36.46753247] ; [25.46753247 11.53246753],0
s7,1,0.026357,4.932426,[29 83] ; [16 19],[34.28571429 77.71428571] ; [10.71428571 24.28571429],0
p11,1,0.035266,4.432235,[73 44] ; [30  7],[78.25324675 38.74675325] ; [24.74675325 12.25324675],0
p2,1,0.035266,4.432235,[73 44] ; [30  7],[78.25324675 38.74675325] ; [24.74675325 12.25324675],0
p5,1,0.050453,3.826352,[  5 110] ; [ 5 32],[  7.56578947 107.43421053] ; [ 2.43421053 34.56578947],0
r2,1,0.050871,3.812512,[89 26] ; [34  3],[93.05921053 21.94078947] ; [29.94078947  7.05921053],0
v2,1,0.065343,3.396299,[37 71] ; [19 18],[41.71034483 66.28965517] ; [14.28965517 22.71034483],0
r3,1,0.077297,3.120829,[91 24] ; [34  3],[94.57236842 20.42763158] ; [30.42763158  6.57236842],0
n6,1,0.08419,2.982096,[76 39] ; [30  7],[80.19736842 34.80263158] ; [25.80263158 11.19736842],0
s2,1,0.156281,2.009846,[34 83] ; [15 21],[37.47058824 79.52941176] ; [11.52941176 24.47058824],0
n3,1,0.158064,1.992653,[24 15] ; [7 1],[25.72340426 13.27659574] ; [5.27659574 2.72340426],0
p1,1,0.182658,1.775866,[ 10 107] ; [ 6 31],[ 12.15584416 104.84415584] ; [ 3.84415584 33.15584416],0
a6,1,0.212407,1.554942,[59 58] ; [23 14],[62.2987013 54.7012987] ; [19.7012987 17.2987013],0
